district,Neg_Nil_inc_cpl_fam_no_child_pc,Neg_Nil_inc_cpl_fam_wth_chld_pc,Neg_Nil_inc_One_parent_fam_pc,Neg_Nil_inc_Other_fam_pc,Neg_Nil_inc_Tot_pc,FI_1_149_cpl_fam_no_child_pc,FI_1_149_cpl_fam_with_child_pc,FI_1_149_One_parent_fam_pc,FI_1_149_Other_fam_pc,FI_1_149_Tot_pc,FI_150_299_cpl_fam_no_child_pc,FI_150_299_cpl_fam_with_child_pc,FI_150_299_One_parent_fam_pc,FI_150_299_Other_fam_pc,FI_150_299_Tot_pc,FI_300_399_cpl_fam_no_child_pc,FI_300_399_cpl_fam_with_child_pc,FI_300_399_One_parent_fam_pc,FI_300_399_Other_fam_pc,FI_300_399_Tot_pc,FI_400_499_cpl_fam_no_child_pc,FI_400_499_cpl_fam_with_child_pc,FI_400_499_One_parent_fam_pc,FI_400_499_Other_fam_pc,FI_400_499_Tot_pc,FI_500_649_cpl_fam_no_child_pc,FI_500_649_cpl_fam_with_child_pc,FI_500_649_One_parent_fam_pc,FI_500_649_Other_fam_pc,FI_500_649_Tot_pc,FI_650_799_cpl_fam_no_child_pc,FI_650_799_cpl_fam_with_child_pc,FI_650_799_One_parent_fam_pc,FI_650_799_Other_fam_pc,FI_650_799_Tot_pc,FI_800_999_cpl_fam_no_child_pc,FI_800_999_cpl_fam_wth_chld_pc,FI_800_999_One_parent_fam_pc,FI_800_999_Other_fam_pc,FI_800_999_Tot_pc,FI_1000_1249_cpl_fam_no_child_pc,FI_1000_1249_cpl_fam_wth_chld_pc,FI_1000_1249_One_parent_fam_pc,FI_1000_1249_Other_fam_pc,FI_1000_1249_Tot_pc,FI_1250_1499_cpl_fam_no_child_pc,FI_1250_1499_cpl_fam_wth_chld_pc,FI_1250_1499_One_parent_fam_pc,FI_1250_1499_Other_fam_pc,FI_1250_1499_Tot_pc,FI_1500_1749_cpl_fam_no_child_pc,FI_1500_1749_cpl_fam_wth_chld_pc,FI_1500_1749_One_parent_fam_pc,FI_1500_1749_Other_fam_pc,FI_1500_1749_Tot_pc,FI_1750_1999_cpl_fam_no_child_pc,FI_1750_1999_cpl_fam_wth_chld_pc,FI_1750_1999_One_parent_fam_pc,FI_1750_1999_Other_fam_pc,FI_1750_1999_Tot_pc,FI_2000_2499_cpl_fam_no_child_pc,FI_2000_2499_cpl_fam_wth_chld_pc,FI_2000_2499_One_parent_fam_pc,FI_2000_2499_Other_fam_pc,FI_2000_2499_Tot_pc,FI_2500_2999_cpl_fam_no_child_pc,FI_2500_2999_cpl_fam_wth_chld_pc,FI_2500_2999_One_parent_fam_pc,FI_2500_2999_Other_fam_pc,FI_2500_2999_Tot_pc,FI_3000_3499_cpl_fam_no_child_pc,FI_3000_3499_cpl_fam_wth_chld_pc,FI_3000_3499_One_parent_fam_pc,FI_3000_3499_Other_fam_pc,FI_3000_3499_Tot_pc,FI_3500_3999_cpl_fam_no_child_pc,FI_3500_3999_cpl_fam_wth_chld_pc,FI_3500_3999_One_parent_fam_pc,FI_3500_3999_Other_fam_pc,FI_3500_3999_Tot_pc,FI_4000_more_cpl_fam_no_child_pc,FI_4000_more_cpl_fam_wth_chld_pc,FI_4000_more_One_parent_fam_pc,FI_4000_more_Other_fam_pc,FI_4000_more_Tot_pc,Prt_inc_std_cpl_fam_no_child_pc,Part_inc_std_cpl_fam_wth_chld_pc,Part_inc_statd_One_parent_fam_pc,Partial_income_statd_Othr_fam_pc,Partial_income_stated_Tot_pc,All_inc_ns_cpl_fam_no_child_pc,All_inc_ns_cpl_fam_wth_chld_pc,All_incomes_ns_One_parent_fam_pc,All_incomes_ns_Other_fam_pc,All_incomes_ns_Tot_pc,Tot_cpl_fam_no_child_pc,Tot_cpl_fam_wth_chld_pc,Tot_One_parent_fam_pc,Tot_Other_fam_pc,Tot_Tot_pc
South-West Coast,0.0041,0.0,0.0,0.0,0.0081,0.0011,0.0,0.0,0.0,0.0013,0.0003,0.0,0.0,0.0,0.0016,0.0002,0.0,0.0019,0.0,0.0035,0.0092,0.0002,0.0058,0.0003,0.0202,0.0057,0.0006,0.0099,0.0,0.0203,0.0506,0.0014,0.012,0.0,0.071,0.0379,0.0035,0.0183,0.0005,0.0693,0.04,0.0111,0.0159,0.0004,0.0738,0.0447,0.0252,0.0131,0.0002,0.0899,0.0219,0.0216,0.0084,0.0003,0.0608,0.0257,0.0243,0.0068,0.0,0.0673,0.0597,0.0674,0.0076,0.0,0.1338,0.0358,0.0516,0.003,0.0,0.0961,0.0242,0.0384,0.001,0.0,0.0649,0.0073,0.0237,0.0,0.0,0.0362,0.0231,0.0505,0.0007,0.0,0.0795,0.0133,0.0337,0.0067,0.0,0.0624,0.0055,0.002,0.0016,0.0002,0.0126,0.445,0.3829,0.1576,0.0115,1.0
St Albans,0.017,0.0036,0.0077,0.0,0.0345,0.0009,0.0002,0.0002,0.0,0.0039,0.0012,0.0007,0.004,0.0,0.0107,0.0012,0.0002,0.0067,0.0,0.0139,0.0132,0.004,0.0082,0.0002,0.0319,0.0044,0.0053,0.0116,0.0,0.0292,0.0531,0.0122,0.0154,0.0,0.0866,0.0235,0.0247,0.0224,0.0011,0.0807,0.0203,0.0332,0.018,0.0006,0.0812,0.0241,0.0384,0.0216,0.0005,0.0881,0.0095,0.0341,0.0135,0.0003,0.0648,0.0109,0.032,0.009,0.0012,0.0609,0.0277,0.0624,0.0158,0.0015,0.1122,0.0125,0.0521,0.0074,0.0,0.078,0.0093,0.0309,0.003,0.0003,0.0511,0.0041,0.0187,0.0016,0.0,0.0324,0.0082,0.0432,0.002,0.0003,0.0573,0.0081,0.0265,0.0101,0.0006,0.0493,0.0052,0.0012,0.0021,0.0,0.0149,0.3003,0.4486,0.2263,0.0252,1.0
Sunbury,0.0053,0.0002,0.0011,0.0,0.009,0.0012,0.0,0.0,0.0,0.0017,0.0006,0.0,0.001,0.0,0.0023,0.0,0.0002,0.0005,0.0,0.0028,0.007,0.0002,0.0025,0.0,0.014,0.0034,0.0007,0.0075,0.0,0.0184,0.0365,0.0039,0.0093,0.0,0.0548,0.0254,0.0059,0.0142,0.0,0.0545,0.0232,0.0112,0.0188,0.0003,0.0607,0.0258,0.024,0.0154,0.0004,0.0732,0.0163,0.0252,0.0131,0.0,0.0624,0.0197,0.0261,0.0104,0.0002,0.0654,0.0496,0.0787,0.0159,0.0007,0.1467,0.0371,0.0695,0.0066,0.0002,0.1176,0.0269,0.0525,0.0032,0.0,0.0882,0.0133,0.0332,0.0006,0.0,0.0543,0.0234,0.073,0.001,0.0,0.1013,0.0058,0.0276,0.0082,0.0,0.0488,0.0012,0.0016,0.0013,0.0,0.0084,0.3524,0.4563,0.171,0.0136,1.0
Sydenham,0.0074,0.0022,0.0016,0.0,0.0151,0.0013,0.0,0.0,0.0,0.0025,0.0001,0.0,0.0007,0.0,0.0018,0.0,0.0001,0.0012,0.0001,0.0036,0.0057,0.0012,0.002,0.0,0.0138,0.0026,0.0011,0.0067,0.0,0.0163,0.0316,0.0069,0.0079,0.0001,0.0521,0.0141,0.0094,0.0104,0.0006,0.0421,0.013,0.0206,0.011,0.0,0.0536,0.0178,0.0336,0.0139,0.0003,0.067,0.0092,0.0283,0.009,0.0002,0.0544,0.0124,0.0357,0.0074,0.0003,0.063,0.0321,0.0857,0.0174,0.0008,0.1396,0.0247,0.0797,0.0049,0.0002,0.1111,0.0143,0.0648,0.0044,0.0003,0.0914,0.0065,0.0496,0.0005,0.0,0.0587,0.0148,0.109,0.0031,0.0002,0.1305,0.0031,0.034,0.006,0.0,0.052,0.0024,0.0038,0.0006,0.0,0.0103,0.2493,0.5855,0.1511,0.0094,1.0
Tarneit,0.0117,0.0003,0.0015,0.0,0.0202,0.0008,0.0,0.0,0.0,0.0015,0.0007,0.0,0.0008,0.0,0.0031,0.0003,0.0002,0.0008,0.0,0.0028,0.0033,0.0007,0.0026,0.0,0.0114,0.0036,0.0041,0.006,0.0,0.0201,0.02,0.0081,0.0081,0.0,0.0464,0.0151,0.0175,0.0088,0.0002,0.0515,0.0171,0.0326,0.014,0.0001,0.0704,0.0197,0.0469,0.0124,0.0005,0.0852,0.0131,0.0417,0.0069,0.0003,0.0703,0.0111,0.0459,0.0062,0.0,0.072,0.0385,0.104,0.0108,0.001,0.1597,0.0228,0.0729,0.0036,0.0002,0.108,0.0135,0.0544,0.0017,0.0,0.0741,0.0075,0.0311,0.0001,0.0,0.0441,0.0117,0.0604,0.0011,0.0001,0.0823,0.0053,0.031,0.0042,0.0,0.0487,0.003,0.0023,0.0008,0.0,0.0102,0.2573,0.5855,0.139,0.0151,1.0
Thomastown,0.014,0.0032,0.0031,0.0,0.0285,0.0022,0.0003,0.0003,0.0,0.0041,0.0007,0.0011,0.0011,0.0,0.0051,0.0009,0.0008,0.002,0.0,0.0054,0.0092,0.0036,0.004,0.0004,0.0241,0.0051,0.0021,0.0085,0.0,0.024,0.0537,0.0139,0.0092,0.0008,0.0838,0.0224,0.0216,0.0166,0.0003,0.0663,0.0203,0.0351,0.0168,0.0005,0.0766,0.0232,0.0454,0.0188,0.0008,0.0894,0.0125,0.0408,0.0108,0.0002,0.0712,0.0108,0.0384,0.0079,0.0,0.0637,0.0335,0.0901,0.0148,0.0012,0.1416,0.0211,0.0594,0.0051,0.0005,0.0942,0.0107,0.0437,0.0015,0.0001,0.0614,0.0053,0.0222,0.0003,0.0,0.0343,0.0046,0.0383,0.0014,0.0,0.0512,0.007,0.0244,0.0043,0.0,0.0416,0.0036,0.0026,0.0007,0.0003,0.0145,0.298,0.512,0.1735,0.0163,1.0
Warrandyte,0.0097,0.001,0.0035,0.0,0.0204,0.0022,0.0,0.0,0.0,0.0034,0.0007,0.0003,0.0001,0.0,0.0029,0.0001,0.0001,0.0004,0.0,0.002,0.0077,0.0004,0.0012,0.0,0.0148,0.0031,0.001,0.0028,0.0002,0.0121,0.0305,0.0033,0.0043,0.0,0.0435,0.0192,0.0061,0.0068,0.0,0.0384,0.0262,0.0098,0.0085,0.0,0.0532,0.0316,0.0168,0.0087,0.0002,0.0614,0.0134,0.0167,0.0057,0.0002,0.0443,0.017,0.0189,0.006,0.0,0.049,0.0372,0.0508,0.0118,0.0002,0.1059,0.0267,0.0527,0.004,0.0001,0.0902,0.0183,0.0581,0.0022,0.0,0.0839,0.0097,0.0433,0.0006,0.0,0.0565,0.0426,0.1794,0.0064,0.0,0.2339,0.0081,0.0359,0.0059,0.0,0.056,0.0027,0.0018,0.0004,0.0,0.0067,0.345,0.5268,0.1211,0.0055,1.0
Wendouree,0.0034,0.0002,0.0012,0.0,0.0065,0.0004,0.0,0.0,0.0,0.0013,0.0002,0.0002,0.0015,0.0,0.0024,0.0002,0.0,0.0026,0.0,0.0043,0.0061,0.0,0.0086,0.0,0.0182,0.0039,0.0004,0.0166,0.0,0.0274,0.046,0.0021,0.0202,0.0,0.0791,0.0289,0.0048,0.026,0.0,0.0704,0.0349,0.0121,0.0276,0.0006,0.0784,0.0407,0.0235,0.0209,0.0011,0.0924,0.0228,0.023,0.0123,0.0,0.0699,0.0243,0.025,0.008,0.0002,0.0653,0.0528,0.0543,0.0132,0.0003,0.1238,0.0318,0.0472,0.0038,0.0,0.0834,0.0202,0.0414,0.0008,0.0,0.0695,0.01,0.0229,0.0005,0.0002,0.0359,0.0212,0.0625,0.0023,0.0,0.0924,0.0095,0.0234,0.01,0.0,0.0487,0.0049,0.0009,0.0025,0.0,0.0122,0.3976,0.3708,0.2104,0.0132,1.0
Werribee,0.0052,0.0008,0.0016,0.0,0.0121,0.0008,0.0,0.0001,0.0,0.0009,0.0004,0.0,0.0012,0.0,0.0021,0.0,0.0,0.0018,0.0,0.0037,0.0035,0.001,0.0047,0.0,0.0153,0.0021,0.0015,0.0111,0.0,0.0235,0.0223,0.0066,0.0155,0.0002,0.0523,0.0162,0.0134,0.0216,0.0003,0.0585,0.0175,0.0214,0.0174,0.0,0.0614,0.0214,0.0332,0.0153,0.0007,0.0816,0.0157,0.0342,0.0112,0.0007,0.0674,0.0176,0.0334,0.0069,0.0001,0.0661,0.0458,0.0943,0.0126,0.0005,0.1568,0.0301,0.0622,0.0034,0.0007,0.1043,0.0184,0.0484,0.0019,0.0,0.0794,0.0099,0.03,0.0006,0.0,0.0463,0.0154,0.0626,0.0013,0.0,0.0836,0.0068,0.0251,0.0066,0.0001,0.0488,0.0025,0.0017,0.002,0.0,0.0105,0.2889,0.5074,0.1854,0.0145,1.0
Williamstown,0.0067,0.0004,0.0009,0.0,0.0095,0.0013,0.0,0.0003,0.0,0.0031,0.0007,0.0,0.0007,0.0,0.0027,0.0,0.0,0.0015,0.0,0.0019,0.0065,0.0009,0.0027,0.0,0.0135,0.0035,0.0007,0.0048,0.0,0.0132,0.0269,0.0027,0.0061,0.0003,0.0423,0.0166,0.0046,0.0067,0.0006,0.0384,0.0165,0.0073,0.0099,0.0002,0.0415,0.0211,0.0129,0.0088,0.0006,0.0529,0.0103,0.0111,0.0103,0.0,0.0403,0.0123,0.0122,0.0069,0.0,0.0415,0.0353,0.042,0.0163,0.0003,0.1025,0.0333,0.0421,0.0055,0.0003,0.0877,0.0326,0.0496,0.0029,0.0002,0.091,0.0242,0.0402,0.0003,0.0,0.0695,0.071,0.1958,0.0055,0.0002,0.2717,0.0112,0.024,0.0092,0.0,0.05,0.0023,0.0007,0.0005,0.0,0.0063,0.3681,0.4699,0.1432,0.0166,1.0
Yan Yean,0.0061,0.0006,0.0012,0.0,0.012,0.0009,0.0002,0.0002,0.0,0.0015,0.0002,0.0005,0.0005,0.0,0.0021,0.0003,0.0,0.0019,0.0,0.0038,0.0035,0.0008,0.0033,0.0,0.0127,0.0011,0.0011,0.0083,0.0,0.0157,0.0202,0.0051,0.0097,0.0,0.041,0.0164,0.0068,0.0145,0.0,0.0415,0.0168,0.0166,0.0152,0.0,0.0529,0.02,0.0282,0.0137,0.0,0.0677,0.0125,0.0349,0.009,0.0,0.0622,0.0151,0.0381,0.0072,0.0002,0.0629,0.0436,0.1007,0.0138,0.0009,0.16,0.0314,0.0803,0.0037,0.0,0.12,0.0217,0.0657,0.0017,0.0002,0.0945,0.0111,0.0387,0.0006,0.0002,0.0575,0.0197,0.0871,0.0023,0.0,0.1121,0.0069,0.0295,0.0085,0.0,0.0501,0.0024,0.0021,0.0004,0.0,0.0099,0.2743,0.5594,0.1557,0.0074,1.0
