district,M_15_19_yr_Marrd_reg_marrge_n,M_15_19_yr_Married_de_facto_n,M_15_19_yr_Not_married_n,M_15_19_yr_Total_n,M_20_24_yr_Marrd_reg_marrge_n,M_20_24_yr_Married_de_facto_n,M_20_24_yr_Not_married_n,M_20_24_yr_Total_n,M_25_34_yr_Marrd_reg_marrge_n,M_25_34_yr_Married_de_facto_n,M_25_34_yr_Not_married_n,M_25_34_yr_Total_n,M_35_44_yr_Marrd_reg_marrge_n,M_35_44_yr_Married_de_facto_n,M_35_44_yr_Not_married_n,M_35_44_yr_Total_n,M_45_54_yr_Marrd_reg_marrge_n,M_45_54_yr_Married_de_facto_n,M_45_54_yr_Not_married_n,M_45_54_yr_Total_n,M_55_64_yr_Marrd_reg_marrge_n,M_55_64_yr_Married_de_facto_n,M_55_64_yr_Not_married_n,M_55_64_yr_Total_n,M_65_74_yr_Marrd_reg_marrge_n,M_65_74_yr_Married_de_facto_n,M_65_74_yr_Not_married_n,M_65_74_yr_Total_n,M_75_84_yr_Marrd_reg_marrge_n,M_75_84_yr_Married_de_facto_n,M_75_84_yr_Not_married_n,M_75_84_yr_Total_n,M_85ov_Marrd_reg_marrge_n,M_85ov_Married_de_facto_n,M_85ov_Not_married_n,M_85ov_Total_n,M_Tot_Marrd_reg_marrge_n,M_Tot_Married_de_facto_n,M_Tot_Not_married_n,M_Tot_Total_n,F_15_19_yr_Marrd_reg_marrge_n,F_15_19_yr_Married_de_facto_n,F_15_19_yr_Not_married_n,F_15_19_yr_Total_n,F_20_24_yr_Marrd_reg_marrge_n,F_20_24_yr_Married_de_facto_n,F_20_24_yr_Not_married_n,F_20_24_yr_Total_n,F_25_34_yr_Marrd_reg_marrge_n,F_25_34_yr_Married_de_facto_n,F_25_34_yr_Not_married_n,F_25_34_yr_Total_n,F_35_44_yr_Marrd_reg_marrge_n,F_35_44_yr_Married_de_facto_n,F_35_44_yr_Not_married_n,F_35_44_yr_Total_n,F_45_54_yr_Marrd_reg_marrge_n,F_45_54_yr_Married_de_facto_n,F_45_54_yr_Not_married_n,F_45_54_yr_Total_n,F_55_64_yr_Marrd_reg_marrge_n,F_55_64_yr_Married_de_facto_n,F_55_64_yr_Not_married_n,F_55_64_yr_Total_n,F_65_74_yr_Marrd_reg_marrge_n,F_65_74_yr_Married_de_facto_n,F_65_74_yr_Not_married_n,F_65_74_yr_Total_n,F_75_84_yr_Marrd_reg_marrge_n,F_75_84_yr_Married_de_facto_n,F_75_84_yr_Not_married_n,F_75_84_yr_Total_n,F_85ov_Marrd_reg_marrge_n,F_85ov_Married_de_facto_n,F_85ov_Not_married_n,F_85ov_Total_n,F_Tot_Marrd_reg_marrge_n,F_Tot_Married_de_facto_n,F_Tot_Not_married_n,F_Tot_Total_n,P_15_19_yr_Marrd_reg_marrge_n,P_15_19_yr_Married_de_facto_n,P_15_19_yr_Not_married_n,P_15_19_yr_Total_n,P_20_24_yr_Marrd_reg_marrge_n,P_20_24_yr_Married_de_facto_n,P_20_24_yr_Not_married_n,P_20_24_yr_Total_n,P_25_34_yr_Marrd_reg_marrge_n,P_25_34_yr_Married_de_facto_n,P_25_34_yr_Not_married_n,P_25_34_yr_Total_n,P_35_44_yr_Marrd_reg_marrge_n,P_35_44_yr_Married_de_facto_n,P_35_44_yr_Not_married_n,P_35_44_yr_Total_n,P_45_54_yr_Marrd_reg_marrge_n,P_45_54_yr_Married_de_facto_n,P_45_54_yr_Not_married_n,P_45_54_yr_Total_n,P_55_64_yr_Marrd_reg_marrge_n,P_55_64_yr_Married_de_facto_n,P_55_64_yr_Not_married_n,P_55_64_yr_Total_n,P_65_74_yr_Marrd_reg_marrge_n,P_65_74_yr_Married_de_facto_n,P_65_74_yr_Not_married_n,P_65_74_yr_Total_n,P_75_84_yr_Marrd_reg_marrge_n,P_75_84_yr_Married_de_facto_n,P_75_84_yr_Not_married_n,P_75_84_yr_Total_n,P_85ov_Marrd_reg_marrge_n,P_85ov_Married_de_facto_n,P_85ov_Not_married_n,P_85ov_Total_n,P_Tot_Marrd_reg_marrge_n,P_Tot_Married_de_facto_n,P_Tot_Not_married_n,P_Tot_Total_n,P_Tot_Total_total
Lara,0.0,0.0,1921.0,1930.0,13.0,163.0,1783.0,2056.0,1218.0,1129.0,2376.0,4682.0,1965.0,590.0,1201.0,3765.0,2076.0,478.0,1361.0,3981.0,2146.0,233.0,1255.0,3682.0,1962.0,55.0,875.0,2962.0,985.0,22.0,433.0,1513.0,175.0,0.0,197.0,481.0,10638.0,2957.0,11544.0,25182.0,0.0,11.0,1727.0,1752.0,39.0,297.0,1514.0,1963.0,1642.0,1149.0,1967.0,4752.0,2091.0,599.0,1388.0,4121.0,2113.0,437.0,1588.0,4184.0,2067.0,246.0,1522.0,3919.0,1802.0,56.0,1385.0,3347.0,699.0,3.0,1070.0,1858.0,78.0,0.0,473.0,611.0,10710.0,3061.0,12720.0,26578.0,4.0,23.0,3675.0,3693.0,106.0,535.0,3314.0,4047.0,2845.0,2298.0,4374.0,9508.0,4066.0,1215.0,2621.0,7912.0,4266.0,974.0,2977.0,8180.0,4208.0,537.0,2826.0,7588.0,3809.0,212.0,2234.0,6259.0,1755.0,61.0,1516.0,3444.0,355.0,0.0,765.0,1138.0,21421.0,6025.0,24280.0,51777.0,51777.0
Laverton,0.0,0.0,1981.0,2001.0,24.0,83.0,2978.0,3207.0,2989.0,1131.0,5213.0,9308.0,5942.0,684.0,1973.0,8726.0,2592.0,324.0,1413.0,4445.0,1818.0,166.0,1159.0,3166.0,1483.0,23.0,612.0,2228.0,712.0,0.0,264.0,1100.0,158.0,0.0,117.0,318.0,15924.0,2659.0,15964.0,34465.0,0.0,0.0,1946.0,1978.0,201.0,173.0,2038.0,2505.0,4588.0,1191.0,2830.0,8676.0,5311.0,695.0,1645.0,7735.0,2304.0,292.0,1599.0,4252.0,1616.0,108.0,1581.0,3391.0,1301.0,4.0,1173.0,2573.0,525.0,5.0,806.0,1318.0,56.0,0.0,359.0,459.0,15932.0,2623.0,14110.0,32741.0,0.0,4.0,3907.0,3941.0,312.0,305.0,5033.0,5720.0,7567.0,2318.0,8073.0,17907.0,11352.0,1349.0,3693.0,16394.0,4834.0,699.0,2988.0,8660.0,3445.0,350.0,2715.0,6531.0,2763.0,50.0,1863.0,4753.0,1266.0,6.0,1083.0,2441.0,261.0,3.0,490.0,792.0,31921.0,5307.0,30094.0,67264.0,67264.0
Lowan,0.0,0.0,1703.0,1694.0,0.0,229.0,1193.0,1483.0,936.0,834.0,1389.0,3347.0,1679.0,431.0,746.0,3026.0,2100.0,372.0,983.0,3561.0,2829.0,313.0,1452.0,4632.0,2711.0,128.0,1172.0,4094.0,1527.0,31.0,603.0,2275.0,316.0,0.0,223.0,585.0,12218.0,2810.0,9834.0,24829.0,0.0,22.0,1462.0,1515.0,23.0,340.0,868.0,1321.0,1208.0,861.0,1215.0,3387.0,1946.0,429.0,889.0,3301.0,2304.0,394.0,1103.0,3951.0,2945.0,263.0,1419.0,4642.0,2507.0,85.0,1380.0,4093.0,1198.0,13.0,1341.0,2580.0,98.0,0.0,739.0,960.0,12357.0,2864.0,10624.0,25745.0,5.0,60.0,3156.0,3247.0,53.0,655.0,2033.0,2813.0,2175.0,1810.0,2731.0,6704.0,3639.0,944.0,1700.0,6255.0,4460.0,845.0,2184.0,7462.0,5697.0,702.0,2884.0,9290.0,5200.0,305.0,2602.0,8235.0,2709.0,73.0,1978.0,4834.0,561.0,0.0,1086.0,1654.0,24486.0,5630.0,20367.0,50583.0,50583.0
Macedon,0.0,0.0,1903.0,1904.0,4.0,74.0,1084.0,1169.0,662.0,686.0,968.0,2359.0,2201.0,675.0,564.0,3479.0,2750.0,739.0,835.0,4350.0,2713.0,524.0,852.0,4161.0,2416.0,242.0,840.0,3523.0,1221.0,34.0,439.0,1790.0,133.0,0.0,110.0,296.0,12233.0,3186.0,7678.0,23117.0,0.0,5.0,1672.0,1693.0,8.0,78.0,809.0,1006.0,885.0,752.0,847.0,2498.0,2533.0,729.0,628.0,3965.0,2949.0,717.0,1114.0,4801.0,2671.0,491.0,1201.0,4369.0,2262.0,222.0,1227.0,3745.0,816.0,25.0,812.0,1697.0,31.0,0.0,289.0,382.0,12236.0,3169.0,8786.0,24226.0,0.0,8.0,3546.0,3573.0,15.0,168.0,1958.0,2215.0,1601.0,1464.0,1755.0,4945.0,4718.0,1525.0,1263.0,7471.0,5671.0,1515.0,1920.0,9154.0,5397.0,983.0,2146.0,8509.0,4656.0,505.0,2051.0,7263.0,2053.0,80.0,1278.0,3452.0,239.0,0.0,448.0,714.0,24417.0,6416.0,16463.0,47347.0,47347.0
Malvern,0.0,0.0,1623.0,1630.0,0.0,135.0,1798.0,2000.0,741.0,1342.0,2328.0,4443.0,2145.0,584.0,887.0,3578.0,2503.0,327.0,761.0,3671.0,2276.0,225.0,627.0,3166.0,1870.0,108.0,555.0,2587.0,1290.0,29.0,351.0,1779.0,329.0,8.0,137.0,554.0,11227.0,2916.0,9239.0,23404.0,0.0,4.0,1741.0,1718.0,9.0,178.0,1904.0,2132.0,1120.0,1358.0,2254.0,4707.0,2298.0,461.0,1182.0,3979.0,2660.0,296.0,1329.0,4316.0,2206.0,135.0,1254.0,3611.0,1793.0,80.0,1259.0,3252.0,961.0,3.0,1122.0,2116.0,119.0,0.0,720.0,877.0,11215.0,2704.0,12832.0,26780.0,0.0,8.0,3292.0,3300.0,32.0,368.0,3767.0,4170.0,1876.0,2611.0,4647.0,9132.0,4491.0,1001.0,2115.0,7560.0,5243.0,662.0,2034.0,8005.0,4430.0,444.0,1888.0,6813.0,3662.0,240.0,1838.0,5810.0,2267.0,73.0,1533.0,3843.0,482.0,6.0,962.0,1426.0,22410.0,5582.0,22081.0,50203.0,50203.0
Melbourne,3.0,42.0,1467.0,1579.0,48.0,1169.0,6696.0,7984.0,2731.0,4768.0,10400.0,18032.0,3032.0,1564.0,3386.0,8004.0,1617.0,498.0,1579.0,3885.0,1273.0,274.0,1169.0,2851.0,1040.0,75.0,697.0,1915.0,462.0,13.0,256.0,831.0,68.0,0.0,74.0,159.0,10540.0,8879.0,26022.0,45413.0,3.0,65.0,1647.0,1776.0,99.0,1635.0,7442.0,9241.0,3396.0,4584.0,9964.0,17991.0,2785.0,1170.0,3280.0,7256.0,1472.0,389.0,1951.0,3943.0,1249.0,156.0,1509.0,3062.0,812.0,58.0,1015.0,2017.0,262.0,9.0,495.0,833.0,29.0,0.0,177.0,223.0,10363.0,8283.0,27767.0,46523.0,15.0,154.0,3247.0,3426.0,209.0,2851.0,14129.0,17331.0,6215.0,9427.0,20372.0,36049.0,5820.0,2772.0,6685.0,15235.0,3076.0,1008.0,3628.0,7727.0,2494.0,469.0,2733.0,5936.0,1953.0,186.0,1803.0,4028.0,796.0,53.0,823.0,1722.0,106.0,0.0,290.0,503.0,20978.0,17202.0,53725.0,91995.0,91995.0
Melton,0.0,4.0,2262.0,2262.0,10.0,241.0,1975.0,2341.0,2163.0,1170.0,2511.0,5879.0,3959.0,799.0,1392.0,6162.0,2466.0,498.0,1180.0,4243.0,1986.0,184.0,877.0,3202.0,1742.0,69.0,705.0,2588.0,679.0,8.0,313.0,1045.0,36.0,0.0,30.0,107.0,13264.0,3195.0,11402.0,27855.0,0.0,0.0,2223.0,2248.0,114.0,350.0,1655.0,2130.0,3197.0,1284.0,2137.0,6664.0,3811.0,717.0,1596.0,6169.0,2234.0,387.0,1534.0,4211.0,1932.0,181.0,1347.0,3486.0,1496.0,31.0,1186.0,2863.0,337.0,3.0,555.0,1068.0,12.0,0.0,175.0,212.0,13312.0,3275.0,12512.0,29151.0,0.0,9.0,4365.0,4399.0,149.0,628.0,3662.0,4536.0,5329.0,2536.0,4608.0,12559.0,7724.0,1512.0,3097.0,12286.0,4735.0,946.0,2780.0,8469.0,3919.0,415.0,2271.0,6636.0,3289.0,149.0,1971.0,5431.0,1092.0,26.0,892.0,2085.0,77.0,0.0,282.0,404.0,26497.0,6496.0,24006.0,56996.0,56996.0
Mildura,0.0,12.0,1817.0,1848.0,10.0,167.0,1415.0,1682.0,1077.0,965.0,1950.0,3992.0,1852.0,509.0,1101.0,3520.0,2044.0,405.0,1240.0,3761.0,2485.0,286.0,1298.0,4174.0,2294.0,134.0,1004.0,3493.0,1233.0,17.0,494.0,1819.0,266.0,0.0,150.0,506.0,11190.0,2904.0,10637.0,24762.0,0.0,9.0,1618.0,1658.0,52.0,313.0,1063.0,1533.0,1431.0,976.0,1589.0,4065.0,1974.0,514.0,1130.0,3717.0,2216.0,401.0,1293.0,3946.0,2521.0,314.0,1428.0,4248.0,2074.0,82.0,1287.0,3501.0,877.0,9.0,1020.0,1991.0,98.0,0.0,617.0,754.0,11369.0,2942.0,11205.0,25515.0,6.0,41.0,3421.0,3471.0,120.0,584.0,2562.0,3267.0,2501.0,1945.0,3597.0,8098.0,3885.0,1063.0,2262.0,7238.0,4253.0,963.0,2535.0,7700.0,4962.0,729.0,2782.0,8413.0,4319.0,298.0,2316.0,6931.0,2157.0,59.0,1555.0,3846.0,443.0,3.0,860.0,1308.0,22612.0,5787.0,21884.0,50280.0,50280.0
Mill Park,0.0,0.0,2140.0,2147.0,7.0,60.0,2167.0,2294.0,1499.0,749.0,2548.0,4855.0,3209.0,379.0,1055.0,4685.0,2967.0,302.0,835.0,4166.0,2882.0,196.0,785.0,3859.0,1963.0,39.0,453.0,2531.0,701.0,7.0,167.0,950.0,96.0,0.0,27.0,184.0,13386.0,1938.0,10432.0,25756.0,0.0,3.0,1967.0,1993.0,72.0,103.0,1820.0,2019.0,2093.0,781.0,1931.0,4828.0,3300.0,415.0,1088.0,4783.0,3077.0,268.0,1232.0,4631.0,2723.0,160.0,1266.0,4275.0,1564.0,8.0,958.0,2603.0,429.0,0.0,543.0,1068.0,14.0,0.0,205.0,249.0,13465.0,1980.0,11084.0,26521.0,0.0,21.0,4099.0,4129.0,92.0,243.0,3970.0,4371.0,3629.0,1543.0,4484.0,9609.0,6542.0,856.0,2130.0,9510.0,6071.0,568.0,2165.0,8808.0,5612.0,437.0,2029.0,8067.0,3504.0,82.0,1471.0,5083.0,1179.0,36.0,796.0,2070.0,145.0,0.0,293.0,521.0,26829.0,3913.0,21518.0,52235.0,52235.0
Monbulk,0.0,0.0,2109.0,2122.0,4.0,51.0,1546.0,1674.0,821.0,947.0,1376.0,3227.0,2464.0,788.0,809.0,4011.0,2885.0,714.0,957.0,4616.0,2763.0,450.0,866.0,4167.0,2222.0,157.0,733.0,3231.0,994.0,12.0,299.0,1377.0,117.0,0.0,87.0,268.0,12339.0,3373.0,9019.0,24693.0,0.0,4.0,1787.0,1800.0,0.0,78.0,1263.0,1437.0,1161.0,981.0,1053.0,3273.0,2772.0,833.0,751.0,4364.0,2980.0,749.0,1118.0,4855.0,2710.0,414.0,1137.0,4388.0,1945.0,99.0,1098.0,3277.0,620.0,0.0,707.0,1397.0,49.0,0.0,280.0,367.0,12419.0,3420.0,9423.0,25214.0,0.0,19.0,3849.0,3864.0,18.0,241.0,2840.0,3061.0,2018.0,1971.0,2505.0,6407.0,5253.0,1640.0,1565.0,8375.0,5891.0,1496.0,2105.0,9529.0,5545.0,892.0,2091.0,8549.0,4198.0,327.0,1858.0,6467.0,1620.0,45.0,1047.0,2809.0,240.0,0.0,391.0,678.0,24759.0,6671.0,18426.0,49893.0,49893.0
Mordialloc,0.0,0.0,2182.0,2186.0,0.0,46.0,1869.0,1971.0,1013.0,992.0,1767.0,3836.0,3367.0,691.0,854.0,4915.0,3598.0,473.0,975.0,5055.0,2797.0,249.0,955.0,4020.0,1844.0,91.0,525.0,2630.0,924.0,7.0,352.0,1344.0,187.0,0.0,124.0,379.0,13787.0,2809.0,9831.0,26342.0,0.0,0.0,2122.0,2137.0,9.0,91.0,1663.0,1814.0,1431.0,1104.0,1500.0,4067.0,3734.0,690.0,1120.0,5551.0,3597.0,505.0,1465.0,5604.0,2570.0,187.0,1427.0,4213.0,1643.0,41.0,1211.0,2935.0,690.0,10.0,955.0,1735.0,60.0,0.0,574.0,660.0,13902.0,2871.0,12057.0,28861.0,0.0,4.0,4386.0,4406.0,53.0,195.0,3523.0,3768.0,2438.0,2167.0,3183.0,7892.0,7102.0,1428.0,2008.0,10465.0,7192.0,1039.0,2453.0,10669.0,5310.0,533.0,2350.0,8242.0,3544.0,199.0,1760.0,5586.0,1605.0,36.0,1329.0,3093.0,298.0,3.0,784.0,1118.0,27740.0,5675.0,21842.0,55253.0,55253.0
Mornington,0.0,0.0,2034.0,2039.0,0.0,38.0,1287.0,1338.0,473.0,491.0,935.0,1943.0,2132.0,497.0,441.0,3080.0,3028.0,453.0,675.0,4289.0,2631.0,327.0,662.0,3703.0,2560.0,198.0,516.0,3315.0,1890.0,62.0,425.0,2433.0,508.0,3.0,180.0,758.0,13204.0,2267.0,7372.0,22920.0,0.0,0.0,1899.0,1901.0,0.0,41.0,1142.0,1252.0,708.0,537.0,722.0,1994.0,2511.0,509.0,634.0,3694.0,3200.0,501.0,1158.0,4897.0,2510.0,289.0,1142.0,4060.0,2548.0,174.0,1406.0,4225.0,1519.0,30.0,1375.0,2961.0,181.0,5.0,744.0,991.0,13302.0,2326.0,10249.0,25935.0,0.0,9.0,3938.0,3955.0,15.0,143.0,2418.0,2584.0,1183.0,1036.0,1678.0,3915.0,4668.0,952.0,1084.0,6788.0,6255.0,1043.0,1868.0,9122.0,5177.0,668.0,1873.0,7701.0,5152.0,419.0,1977.0,7487.0,3462.0,152.0,1859.0,5426.0,729.0,9.0,898.0,1665.0,26534.0,4595.0,17647.0,48814.0,48814.0
Morwell,0.0,7.0,1878.0,1895.0,0.0,235.0,1501.0,1816.0,990.0,1212.0,1799.0,3997.0,1740.0,604.0,1139.0,3558.0,1920.0,476.0,1285.0,3729.0,2353.0,345.0,1437.0,4223.0,2336.0,89.0,1217.0,3670.0,1268.0,20.0,524.0,1924.0,220.0,0.0,172.0,461.0,10905.0,3368.0,11042.0,25320.0,0.0,32.0,1788.0,1829.0,11.0,398.0,1323.0,1794.0,1329.0,1228.0,1753.0,4300.0,1927.0,625.0,1317.0,3889.0,2100.0,498.0,1503.0,4125.0,2453.0,270.0,1756.0,4534.0,2135.0,112.0,1569.0,3921.0,971.0,14.0,1187.0,2174.0,71.0,0.0,543.0,710.0,11048.0,3405.0,12748.0,27203.0,0.0,54.0,3606.0,3682.0,49.0,726.0,2753.0,3572.0,2300.0,2459.0,3514.0,8291.0,3740.0,1227.0,2450.0,7496.0,3977.0,1047.0,2879.0,7868.0,4801.0,700.0,3218.0,8725.0,4413.0,287.0,2789.0,7592.0,2259.0,68.0,1758.0,4035.0,355.0,0.0,770.0,1177.0,21981.0,6715.0,23794.0,52563.0,52563.0
