district,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total,P_Tot_Total_total
Lowan,0.0,46.0,0.0,53.0,1722.0,129.0,1951.0,29.0,34.0,0.0,83.0,1448.0,54.0,1692.0,1082.0,26.0,4.0,1176.0,2265.0,228.0,3727.0,1803.0,16.0,15.0,1860.0,1160.0,168.0,3390.0,1115.0,41.0,5.0,1269.0,2382.0,189.0,3966.0,124.0,254.0,0.0,463.0,4259.0,269.0,5166.0,4.0,311.0,0.0,360.0,3919.0,347.0,4704.0,0.0,36.0,0.0,40.0,2224.0,197.0,2584.0,0.0,0.0,0.0,0.0,690.0,76.0,833.0,4382.0,1199.0,47.0,5693.0,20157.0,2174.0,27986.0,0.0,107.0,0.0,112.0,1401.0,99.0,1729.0,124.0,19.0,0.0,200.0,1167.0,75.0,1510.0,1461.0,72.0,48.0,1709.0,1751.0,153.0,3669.0,2216.0,40.0,60.0,2416.0,914.0,159.0,3586.0,1073.0,238.0,13.0,1422.0,2658.0,203.0,4280.0,51.0,877.0,0.0,999.0,3947.0,187.0,5201.0,0.0,661.0,0.0,689.0,3575.0,269.0,4647.0,0.0,63.0,0.0,63.0,2451.0,263.0,2928.0,0.0,4.0,0.0,4.0,1193.0,217.0,1405.0,5075.0,2370.0,264.0,7738.0,19016.0,2144.0,28951.0,7.0,178.0,0.0,185.0,3132.0,297.0,3636.0,220.0,87.0,0.0,341.0,2589.0,162.0,3234.0,2587.0,149.0,80.0,2960.0,3971.0,424.0,7332.0,4026.0,86.0,123.0,4354.0,2114.0,416.0,6887.0,2198.0,352.0,40.0,2670.0,5015.0,466.0,8238.0,231.0,1174.0,3.0,1523.0,8255.0,583.0,10320.0,22.0,1007.0,0.0,1078.0,7538.0,652.0,9261.0,3.0,183.0,0.0,194.0,4654.0,568.0,5448.0,0.0,10.0,0.0,10.0,1976.0,287.0,2348.0,9432.0,3582.0,404.0,13465.0,39165.0,4362.0,56944.0,56944.0
Macedon,0.0,41.0,0.0,37.0,1782.0,110.0,2028.0,6.0,0.0,0.0,12.0,1174.0,62.0,1337.0,694.0,19.0,8.0,742.0,1710.0,140.0,2634.0,2291.0,16.0,23.0,2376.0,1182.0,159.0,3772.0,1833.0,50.0,7.0,1975.0,2573.0,240.0,4715.0,285.0,240.0,0.0,607.0,3709.0,269.0,4638.0,19.0,408.0,0.0,460.0,3213.0,212.0,4029.0,0.0,50.0,0.0,53.0,1798.0,141.0,2053.0,0.0,0.0,0.0,0.0,392.0,52.0,464.0,5270.0,1161.0,67.0,6446.0,17570.0,1612.0,25644.0,0.0,86.0,0.0,84.0,1569.0,96.0,1815.0,16.0,40.0,0.0,82.0,922.0,52.0,1153.0,1063.0,70.0,21.0,1245.0,1386.0,131.0,2756.0,2845.0,72.0,89.0,3110.0,997.0,185.0,4261.0,1826.0,216.0,20.0,2112.0,2733.0,245.0,5110.0,117.0,769.0,0.0,917.0,3546.0,211.0,4784.0,0.0,766.0,0.0,803.0,3122.0,221.0,4170.0,0.0,85.0,0.0,95.0,1588.0,133.0,1926.0,0.0,3.0,0.0,3.0,552.0,94.0,692.0,5922.0,2238.0,219.0,8520.0,16589.0,1664.0,26749.0,0.0,164.0,0.0,160.0,3356.0,265.0,3815.0,38.0,64.0,0.0,143.0,2155.0,131.0,2503.0,1784.0,114.0,29.0,2023.0,3100.0,277.0,5437.0,5126.0,136.0,148.0,5469.0,2205.0,376.0,8100.0,3658.0,336.0,48.0,4025.0,5257.0,514.0,9900.0,438.0,1016.0,0.0,1566.0,7366.0,500.0,9423.0,40.0,1204.0,0.0,1343.0,6353.0,479.0,8156.0,3.0,198.0,0.0,221.0,3375.0,279.0,3943.0,0.0,3.0,0.0,3.0,933.0,168.0,1121.0,11178.0,3344.0,353.0,14995.0,34176.0,3265.0,52421.0,52421.0
Malvern,4.0,16.0,0.0,23.0,1657.0,39.0,1754.0,0.0,8.0,0.0,11.0,2121.0,63.0,2218.0,285.0,35.0,0.0,363.0,4175.0,216.0,4839.0,1897.0,16.0,11.0,1952.0,1755.0,89.0,3868.0,1848.0,0.0,4.0,1861.0,1931.0,97.0,4000.0,305.0,64.0,0.0,456.0,2709.0,95.0,3386.0,41.0,408.0,0.0,471.0,2231.0,83.0,2891.0,4.0,136.0,0.0,143.0,1696.0,85.0,2039.0,0.0,0.0,0.0,0.0,650.0,63.0,764.0,4460.0,1003.0,22.0,5539.0,18946.0,1188.0,25685.0,0.0,31.0,0.0,31.0,1724.0,31.0,1868.0,0.0,19.0,0.0,29.0,2264.0,62.0,2411.0,611.0,62.0,4.0,771.0,4093.0,148.0,5105.0,2306.0,48.0,8.0,2429.0,1561.0,96.0,4221.0,2038.0,26.0,9.0,2185.0,2227.0,99.0,4565.0,179.0,359.0,0.0,624.0,3178.0,75.0,3975.0,8.0,925.0,0.0,972.0,2445.0,66.0,3552.0,0.0,202.0,0.0,225.0,2065.0,97.0,2432.0,0.0,4.0,0.0,4.0,1092.0,123.0,1301.0,5261.0,2051.0,51.0,7400.0,20734.0,1239.0,29428.0,5.0,74.0,0.0,75.0,3297.0,93.0,3561.0,6.0,49.0,0.0,65.0,4355.0,144.0,4646.0,983.0,158.0,4.0,1235.0,8263.0,429.0,9943.0,4154.0,91.0,41.0,4423.0,3363.0,295.0,8093.0,3902.0,58.0,32.0,4038.0,4165.0,263.0,8517.0,563.0,501.0,0.0,1159.0,5951.0,253.0,7341.0,66.0,1389.0,0.0,1509.0,4727.0,233.0,6513.0,4.0,367.0,0.0,389.0,3721.0,219.0,4466.0,0.0,12.0,0.0,12.0,1777.0,222.0,2040.0,9836.0,2994.0,128.0,12997.0,39589.0,2479.0,55060.0,55060.0
Melbourne,0.0,11.0,0.0,11.0,2220.0,125.0,2438.0,0.0,11.0,0.0,22.0,9373.0,801.0,10316.0,679.0,98.0,0.0,878.0,18190.0,1822.0,20921.0,2022.0,17.0,7.0,2136.0,6240.0,809.0,9352.0,986.0,18.0,7.0,1050.0,3059.0,390.0,4576.0,173.0,48.0,0.0,266.0,2742.0,237.0,3383.0,14.0,143.0,0.0,185.0,1831.0,132.0,2327.0,0.0,32.0,0.0,32.0,836.0,67.0,1033.0,0.0,0.0,0.0,0.0,242.0,11.0,256.0,4104.0,696.0,26.0,4923.0,44831.0,4838.0,54581.0,0.0,48.0,0.0,49.0,2702.0,190.0,3043.0,22.0,55.0,4.0,129.0,10575.0,856.0,11625.0,1189.0,201.0,5.0,1463.0,17530.0,1690.0,20752.0,2368.0,100.0,15.0,2592.0,5042.0,584.0,8221.0,973.0,44.0,5.0,1115.0,2899.0,285.0,4402.0,61.0,214.0,0.0,359.0,2761.0,193.0,3524.0,8.0,373.0,0.0,387.0,1698.0,132.0,2415.0,0.0,24.0,0.0,31.0,868.0,52.0,1039.0,0.0,0.0,0.0,0.0,434.0,15.0,494.0,4809.0,1543.0,62.0,6469.0,44724.0,4437.0,55702.0,0.0,77.0,0.0,82.0,5023.0,376.0,5556.0,39.0,98.0,4.0,183.0,19946.0,1659.0,21894.0,1916.0,391.0,3.0,2306.0,35668.0,3553.0,41588.0,4441.0,184.0,48.0,4702.0,11216.0,1523.0,17578.0,2022.0,68.0,14.0,2160.0,5913.0,758.0,8948.0,280.0,335.0,3.0,717.0,5518.0,526.0,6854.0,43.0,599.0,0.0,710.0,3616.0,316.0,4761.0,0.0,78.0,0.0,93.0,1792.0,135.0,2141.0,0.0,0.0,0.0,0.0,751.0,39.0,883.0,8917.0,2322.0,110.0,11400.0,89618.0,9267.0,110285.0,110285.0
Melton,3.0,41.0,0.0,50.0,2160.0,146.0,2425.0,53.0,44.0,0.0,158.0,2125.0,142.0,2540.0,1923.0,105.0,16.0,2152.0,3738.0,514.0,6453.0,3344.0,41.0,16.0,3532.0,2569.0,438.0,6632.0,1299.0,44.0,0.0,1440.0,2730.0,275.0,4568.0,131.0,188.0,0.0,441.0,2728.0,158.0,3459.0,19.0,235.0,0.0,273.0,2236.0,98.0,2836.0,0.0,26.0,0.0,32.0,1009.0,47.0,1164.0,0.0,0.0,0.0,0.0,168.0,9.0,181.0,6999.0,1175.0,84.0,8338.0,19635.0,2305.0,30226.0,4.0,187.0,0.0,209.0,1979.0,151.0,2354.0,263.0,82.0,0.0,409.0,1828.0,140.0,2430.0,3337.0,197.0,50.0,3761.0,2934.0,517.0,7211.0,3851.0,105.0,66.0,4145.0,1957.0,412.0,6633.0,1107.0,280.0,8.0,1494.0,2717.0,262.0,4581.0,59.0,648.0,0.0,793.0,2691.0,153.0,3742.0,7.0,475.0,0.0,502.0,2406.0,126.0,3101.0,0.0,19.0,0.0,18.0,1021.0,69.0,1181.0,0.0,0.0,0.0,0.0,279.0,13.0,334.0,8815.0,2392.0,229.0,11529.0,17808.0,2263.0,31668.0,12.0,281.0,0.0,310.0,4065.0,343.0,4774.0,335.0,172.0,0.0,643.0,3898.0,379.0,4965.0,5344.0,378.0,101.0,5880.0,6738.0,1076.0,13660.0,7285.0,199.0,138.0,7694.0,4516.0,953.0,13167.0,2418.0,399.0,28.0,3033.0,5596.0,636.0,9174.0,280.0,920.0,0.0,1230.0,5397.0,374.0,7152.0,45.0,759.0,0.0,854.0,4642.0,283.0,5859.0,0.0,69.0,0.0,64.0,2055.0,168.0,2365.0,0.0,0.0,0.0,0.0,501.0,22.0,592.0,15910.0,3536.0,385.0,19834.0,37476.0,4483.0,61884.0,61884.0
Mildura,0.0,34.0,0.0,38.0,1722.0,157.0,2028.0,41.0,11.0,0.0,82.0,1642.0,98.0,1975.0,1087.0,65.0,12.0,1240.0,2860.0,420.0,4500.0,1863.0,15.0,18.0,1974.0,1598.0,359.0,4002.0,1009.0,45.0,4.0,1097.0,2659.0,399.0,4211.0,136.0,248.0,0.0,467.0,3717.0,415.0,4698.0,12.0,266.0,0.0,332.0,3244.0,320.0,3973.0,0.0,19.0,0.0,35.0,1800.0,154.0,2060.0,0.0,0.0,0.0,0.0,614.0,72.0,723.0,4344.0,1035.0,57.0,5510.0,19924.0,2784.0,28245.0,0.0,112.0,0.0,139.0,1507.0,164.0,1841.0,88.0,70.0,0.0,213.0,1274.0,102.0,1734.0,1728.0,94.0,49.0,2015.0,2171.0,365.0,4570.0,2353.0,42.0,51.0,2569.0,1197.0,352.0,4103.0,990.0,229.0,0.0,1318.0,2661.0,272.0,4363.0,41.0,798.0,0.0,911.0,3492.0,245.0,4744.0,3.0,466.0,0.0,483.0,3069.0,273.0,3912.0,0.0,36.0,0.0,45.0,1933.0,211.0,2302.0,0.0,0.0,0.0,0.0,1059.0,149.0,1269.0,5431.0,2297.0,228.0,7901.0,18360.0,2486.0,28872.0,0.0,211.0,0.0,242.0,3175.0,406.0,3886.0,179.0,116.0,0.0,355.0,2941.0,276.0,3743.0,2892.0,205.0,72.0,3278.0,5055.0,851.0,9102.0,4200.0,107.0,131.0,4511.0,2830.0,745.0,8130.0,2063.0,358.0,4.0,2524.0,5352.0,707.0,8602.0,249.0,1121.0,5.0,1467.0,7172.0,698.0,9406.0,44.0,809.0,0.0,875.0,6279.0,642.0,7838.0,8.0,85.0,0.0,96.0,3842.0,446.0,4466.0,0.0,4.0,0.0,4.0,1696.0,261.0,1987.0,9768.0,3319.0,325.0,13504.0,38392.0,5342.0,57116.0,57116.0
Mill Park,3.0,22.0,0.0,25.0,2057.0,67.0,2258.0,10.0,14.0,0.0,66.0,2216.0,66.0,2385.0,1003.0,36.0,0.0,1112.0,3685.0,223.0,5059.0,2670.0,18.0,12.0,2731.0,1969.0,195.0,4940.0,1338.0,11.0,3.0,1395.0,2758.0,116.0,4384.0,200.0,173.0,0.0,466.0,3367.0,98.0,4023.0,18.0,313.0,0.0,353.0,2167.0,85.0,2662.0,0.0,27.0,0.0,34.0,898.0,116.0,1145.0,0.0,0.0,0.0,0.0,253.0,90.0,354.0,5381.0,954.0,22.0,6380.0,19513.0,1462.0,27294.0,0.0,52.0,0.0,61.0,1851.0,32.0,2073.0,14.0,45.0,0.0,88.0,1918.0,39.0,2120.0,1690.0,98.0,10.0,1898.0,2895.0,177.0,5010.0,3137.0,44.0,32.0,3313.0,1505.0,165.0,4956.0,1408.0,132.0,8.0,1616.0,3063.0,109.0,4829.0,58.0,768.0,0.0,891.0,3318.0,107.0,4469.0,18.0,499.0,0.0,556.0,2076.0,120.0,2800.0,0.0,20.0,0.0,23.0,1111.0,162.0,1362.0,0.0,0.0,0.0,0.0,457.0,214.0,722.0,6479.0,1969.0,86.0,8676.0,18255.0,1545.0,28407.0,3.0,112.0,0.0,127.0,3921.0,169.0,4291.0,62.0,99.0,0.0,163.0,4154.0,135.0,4579.0,2742.0,175.0,13.0,3032.0,6644.0,471.0,10098.0,5796.0,100.0,61.0,6046.0,3456.0,418.0,9966.0,2782.0,177.0,19.0,3023.0,5865.0,319.0,9211.0,346.0,1029.0,4.0,1470.0,6662.0,276.0,8455.0,58.0,818.0,0.0,940.0,4227.0,256.0,5426.0,0.0,73.0,0.0,90.0,2042.0,313.0,2537.0,0.0,0.0,0.0,0.0,776.0,315.0,1122.0,11870.0,2917.0,161.0,14973.0,37711.0,2998.0,55703.0,55703.0
Monbulk,0.0,48.0,0.0,48.0,2041.0,55.0,2231.0,0.0,23.0,0.0,42.0,1654.0,49.0,1822.0,892.0,26.0,0.0,955.0,2308.0,128.0,3517.0,2563.0,13.0,17.0,2657.0,1482.0,115.0,4320.0,1948.0,33.0,12.0,2109.0,2583.0,140.0,4921.0,278.0,194.0,1.0,579.0,3679.0,115.0,4472.0,19.0,510.0,0.0,549.0,2787.0,93.0,3459.0,0.0,65.0,0.0,67.0,1362.0,39.0,1539.0,0.0,0.0,0.0,0.0,307.0,12.0,334.0,5837.0,1325.0,77.0,7276.0,18156.0,1150.0,26638.0,0.0,103.0,0.0,124.0,1768.0,41.0,1906.0,6.0,30.0,0.0,61.0,1348.0,24.0,1556.0,1200.0,82.0,26.0,1416.0,1924.0,97.0,3562.0,2983.0,57.0,100.0,3354.0,1113.0,105.0,4631.0,1897.0,182.0,9.0,2241.0,2749.0,161.0,5112.0,60.0,884.0,0.0,979.0,3532.0,111.0,4674.0,4.0,803.0,0.0,856.0,2490.0,77.0,3500.0,0.0,45.0,0.0,53.0,1311.0,71.0,1515.0,0.0,0.0,0.0,0.0,480.0,31.0,515.0,6445.0,2531.0,241.0,9202.0,16774.0,1124.0,27148.0,3.0,172.0,0.0,191.0,3746.0,141.0,4157.0,24.0,105.0,0.0,167.0,3041.0,115.0,3404.0,2099.0,156.0,52.0,2414.0,4282.0,280.0,7022.0,5686.0,98.0,170.0,5984.0,2590.0,315.0,8909.0,3884.0,288.0,52.0,4274.0,5332.0,366.0,10061.0,422.0,1218.0,1.0,1651.0,7195.0,314.0,9167.0,29.0,1349.0,0.0,1411.0,5351.0,199.0,6995.0,4.0,143.0,0.0,173.0,2727.0,152.0,3049.0,0.0,0.0,0.0,0.0,836.0,50.0,913.0,12195.0,3846.0,397.0,16562.0,34987.0,2324.0,53781.0,53781.0
Mordialloc,0.0,12.0,0.0,12.0,2106.0,26.0,2260.0,6.0,13.0,0.0,30.0,1943.0,40.0,2047.0,780.0,30.0,0.0,830.0,2970.0,99.0,3988.0,3093.0,21.0,15.0,3205.0,1804.0,155.0,5205.0,2267.0,14.0,8.0,2351.0,2762.0,98.0,5290.0,266.0,170.0,0.0,529.0,3489.0,87.0,4209.0,6.0,411.0,0.0,466.0,2228.0,52.0,2815.0,0.0,46.0,0.0,50.0,1319.0,23.0,1443.0,0.0,0.0,0.0,0.0,462.0,7.0,512.0,6529.0,1071.0,61.0,7725.0,19116.0,894.0,27785.0,0.0,85.0,0.0,96.0,2029.0,28.0,2194.0,9.0,45.0,0.0,68.0,1755.0,19.0,1924.0,1198.0,126.0,10.0,1431.0,2699.0,107.0,4286.0,3871.0,80.0,77.0,4073.0,1485.0,113.0,5765.0,2241.0,137.0,16.0,2493.0,3148.0,88.0,5838.0,130.0,645.0,0.0,875.0,3523.0,77.0,4418.0,14.0,757.0,0.0,772.0,2281.0,90.0,3133.0,0.0,74.0,0.0,83.0,1696.0,77.0,1931.0,0.0,0.0,0.0,0.0,880.0,30.0,948.0,7607.0,2206.0,141.0,10041.0,19463.0,992.0,30538.0,0.0,144.0,0.0,143.0,4210.0,97.0,4530.0,21.0,85.0,0.0,136.0,3706.0,77.0,4009.0,2023.0,223.0,20.0,2296.0,5697.0,280.0,8310.0,7003.0,128.0,105.0,7316.0,3314.0,308.0,10920.0,4514.0,178.0,54.0,4830.0,5924.0,237.0,11019.0,458.0,858.0,4.0,1432.0,6935.0,220.0,8651.0,43.0,1210.0,0.0,1239.0,4447.0,163.0,5930.0,0.0,168.0,0.0,180.0,3007.0,150.0,3439.0,3.0,8.0,0.0,11.0,1384.0,70.0,1501.0,14166.0,3297.0,262.0,17791.0,38669.0,1910.0,58386.0,58386.0
Mornington,0.0,30.0,0.0,36.0,2003.0,59.0,2169.0,0.0,9.0,0.0,23.0,1347.0,19.0,1435.0,547.0,9.0,3.0,585.0,1446.0,64.0,2099.0,2250.0,20.0,25.0,2333.0,816.0,93.0,3308.0,2114.0,39.0,0.0,2205.0,2162.0,140.0,4531.0,353.0,282.0,0.0,665.0,3131.0,110.0,4010.0,13.0,553.0,0.0,614.0,2959.0,111.0,3780.0,0.0,147.0,0.0,152.0,2444.0,139.0,2787.0,0.0,0.0,0.0,0.0,871.0,114.0,1004.0,5253.0,1392.0,51.0,6747.0,17222.0,1157.0,25105.0,0.0,82.0,0.0,89.0,1865.0,49.0,2097.0,9.0,30.0,0.0,57.0,1239.0,26.0,1379.0,756.0,38.0,3.0,904.0,1101.0,60.0,2161.0,2794.0,22.0,66.0,3028.0,698.0,78.0,3872.0,2253.0,139.0,21.0,2481.0,2523.0,118.0,5155.0,67.0,827.0,0.0,993.0,3222.0,86.0,4441.0,5.0,1029.0,0.0,1087.0,3367.0,148.0,4720.0,0.0,154.0,0.0,162.0,2957.0,217.0,3410.0,0.0,0.0,0.0,0.0,1197.0,237.0,1502.0,6094.0,2644.0,189.0,8913.0,18257.0,1431.0,28580.0,0.0,181.0,3.0,187.0,3873.0,140.0,4264.0,31.0,59.0,0.0,108.0,2573.0,60.0,2789.0,1371.0,86.0,18.0,1522.0,2584.0,148.0,4261.0,5045.0,84.0,125.0,5339.0,1573.0,219.0,7183.0,4284.0,264.0,48.0,4632.0,4671.0,342.0,9709.0,514.0,1125.0,3.0,1720.0,6345.0,254.0,8340.0,54.0,1658.0,3.0,1725.0,6420.0,318.0,8464.0,0.0,346.0,0.0,373.0,5338.0,397.0,6141.0,3.0,0.0,0.0,6.0,2066.0,374.0,2482.0,11368.0,4085.0,236.0,15752.0,35472.0,2546.0,53703.0,53703.0
Morwell,0.0,25.0,0.0,32.0,1779.0,167.0,2090.0,60.0,37.0,0.0,139.0,1697.0,119.0,2004.0,1203.0,84.0,7.0,1370.0,2664.0,349.0,4492.0,2013.0,50.0,14.0,2127.0,1522.0,289.0,4016.0,1048.0,84.0,0.0,1218.0,2635.0,280.0,4203.0,141.0,398.0,0.0,608.0,3686.0,273.0,4679.0,5.0,365.0,0.0,372.0,3465.0,269.0,4217.0,0.0,12.0,0.0,18.0,1970.0,164.0,2244.0,0.0,0.0,0.0,0.0,564.0,79.0,701.0,4613.0,1325.0,57.0,6068.0,20097.0,2356.0,28549.0,12.0,110.0,0.0,122.0,1595.0,111.0,1932.0,206.0,55.0,0.0,344.0,1465.0,133.0,2027.0,1896.0,128.0,74.0,2214.0,2095.0,296.0,4737.0,2362.0,76.0,63.0,2640.0,1299.0,291.0,4321.0,983.0,336.0,4.0,1442.0,2758.0,236.0,4507.0,46.0,951.0,0.0,1077.0,3608.0,278.0,5030.0,4.0,590.0,0.0,611.0,3481.0,243.0,4380.0,5.0,31.0,0.0,36.0,2231.0,180.0,2521.0,0.0,0.0,0.0,0.0,986.0,139.0,1155.0,5634.0,2723.0,261.0,8699.0,19459.0,2404.0,30618.0,15.0,194.0,0.0,217.0,3450.0,309.0,4095.0,327.0,150.0,7.0,544.0,3153.0,321.0,4022.0,3166.0,257.0,106.0,3636.0,4815.0,723.0,9197.0,4308.0,190.0,112.0,4748.0,2870.0,614.0,8198.0,2018.0,495.0,15.0,2621.0,5343.0,567.0,8654.0,237.0,1423.0,4.0,1706.0,7319.0,618.0,9672.0,20.0,980.0,0.0,1024.0,6930.0,540.0,8592.0,13.0,97.0,0.0,127.0,4134.0,425.0,4740.0,0.0,0.0,0.0,0.0,1561.0,269.0,1800.0,10312.0,4090.0,374.0,14826.0,39549.0,4721.0,59128.0,59128.0
