district,M_Current_ADF_Regular_15_24_n,M_Current_ADF_Regular_25_34_n,M_Current_ADF_Regular_35_44_n,M_Current_ADF_Regular_45_54_n,M_Current_ADF_Regular_55_64_n,M_Current_ADF_Regular_65_74_n,M_Current_ADF_Regular_75_84_n,M_Current_ADF_Regular_85_ov_n,M_Current_ADF_Regular_Tot_n,M_Current_ADF_Reserves_15_24_n,M_Current_ADF_Reserves_25_34_n,M_Current_ADF_Reserves_35_44_n,M_Current_ADF_Reserves_45_54_n,M_Current_ADF_Reserves_55_64_n,M_Current_ADF_Reserves_65_74_n,M_Current_ADF_Reserves_75_84_n,M_Current_ADF_Reserves_85_ov_n,M_Current_ADF_Reserves_Tot_n,M_Prev_ADF_Ncs_15_24_n,M_Prev_ADF_Ncs_25_34_n,M_Prev_ADF_Ncs_35_44_n,M_Prev_ADF_Ncs_45_54_n,M_Prev_ADF_Ncs_55_64_n,M_Prev_ADF_Ncs_65_74_n,M_Prev_ADF_Ncs_75_84_n,M_Prev_ADF_Ncs_85_ov_n,M_Prev_ADF_Ncs_Tot_n,M_Tot_ADF_ev_ser_15_24_n,M_Tot_ADF_ev_ser_25_34_n,M_Tot_ADF_ev_ser_35_44_n,M_Tot_ADF_ev_ser_45_54_n,M_Tot_ADF_ev_ser_55_64_n,M_Tot_ADF_ev_ser_65_74_n,M_Tot_ADF_ev_ser_75_84_n,M_Tot_ADF_ev_ser_85_ov_n,M_Tot_ADF_ev_ser_Tot_n,M_never_served_15_24_n,M_never_served_25_34_n,M_never_served_35_44_n,M_never_served_45_54_n,M_never_served_55_64_n,M_never_served_65_74_n,M_never_served_75_84_n,M_never_served_85_ov_n,M_never_served_Tot_n,M_NS_15_24_n,M_NS_25_34_n,M_NS_35_44_n,M_NS_45_54_n,M_NS_55_64_n,M_NS_65_74_n,M_NS_75_84_n,M_NS_85_ov_n,M_NS_Tot_n,M_Tot_15_24_n,M_Tot_25_34_n,M_Tot_35_44_n,M_Tot_45_54_n,M_Tot_55_64_n,M_Tot_65_74_n,M_Tot_75_84_n,M_Tot_85_ov_n,M_Tot_Tot_n,F_Current_ADF_Regular_15_24_n,F_Current_ADF_Regular_25_34_n,F_Current_ADF_Regular_35_44_n,F_Current_ADF_Regular_45_54_n,F_Current_ADF_Regular_55_64_n,F_Current_ADF_Regular_65_74_n,F_Current_ADF_Regular_75_84_n,F_Current_ADF_Regular_85_ov_n,F_Current_ADF_Regular_Tot_n,F_Current_ADF_Reserves_15_24_n,F_Current_ADF_Reserves_25_34_n,F_Current_ADF_Reserves_35_44_n,F_Current_ADF_Reserves_45_54_n,F_Current_ADF_Reserves_55_64_n,F_Current_ADF_Reserves_65_74_n,F_Current_ADF_Reserves_75_84_n,F_Current_ADF_Reserves_85_ov_n,F_Current_ADF_Reserves_Tot_n,F_Prev_ADF_Ncs_15_24_n,F_Prev_ADF_Ncs_25_34_n,F_Prev_ADF_Ncs_35_44_n,F_Prev_ADF_Ncs_45_54_n,F_Prev_ADF_Ncs_55_64_n,F_Prev_ADF_Ncs_65_74_n,F_Prev_ADF_Ncs_75_84_n,F_Prev_ADF_Ncs_85_ov_n,F_Prev_ADF_Ncs_Tot_n,F_Tot_ADF_ev_ser_15_24_n,F_Tot_ADF_ev_ser_25_34_n,F_Tot_ADF_ev_ser_35_44_n,F_Tot_ADF_ev_ser_45_54_n,F_Tot_ADF_ev_ser_55_64_n,F_Tot_ADF_ev_ser_65_74_n,F_Tot_ADF_ev_ser_75_84_n,F_Tot_ADF_ev_ser_85_ov_n,F_Tot_ADF_ev_ser_Tot_n,F_never_served_15_24_n,F_never_served_25_34_n,F_never_served_35_44_n,F_never_served_45_54_n,F_never_served_55_64_n,F_never_served_65_74_n,F_never_served_75_84_n,F_never_served_85_ov_n,F_never_served_Tot_n,F_NS_15_24_n,F_NS_25_34_n,F_NS_35_44_n,F_NS_45_54_n,F_NS_55_64_n,F_NS_65_74_n,F_NS_75_84_n,F_NS_85_ov_n,F_NS_Tot_n,F_Tot_15_24_n,F_Tot_25_34_n,F_Tot_35_44_n,F_Tot_45_54_n,F_Tot_55_64_n,F_Tot_65_74_n,F_Tot_75_84_n,F_Tot_85_ov_n,F_Tot_Tot_n,P_Current_ADF_Regular_15_24_n,P_Current_ADF_Regular_25_34_n,P_Current_ADF_Regular_35_44_n,P_Current_ADF_Regular_45_54_n,P_Current_ADF_Regular_55_64_n,P_Current_ADF_Regular_65_74_n,P_Current_ADF_Regular_75_84_n,P_Current_ADF_Regular_85_ov_n,P_Current_ADF_Regular_Tot_n,P_Current_ADF_Reserves_15_24_n,P_Current_ADF_Reserves_25_34_n,P_Current_ADF_Reserves_35_44_n,P_Current_ADF_Reserves_45_54_n,P_Current_ADF_Reserves_55_64_n,P_Current_ADF_Reserves_65_74_n,P_Current_ADF_Reserves_75_84_n,P_Current_ADF_Reserves_85_ov_n,P_Current_ADF_Reserves_Tot_n,P_Prev_ADF_Ncs_15_24_n,P_Prev_ADF_Ncs_25_34_n,P_Prev_ADF_Ncs_35_44_n,P_Prev_ADF_Ncs_45_54_n,P_Prev_ADF_Ncs_55_64_n,P_Prev_ADF_Ncs_65_74_n,P_Prev_ADF_Ncs_75_84_n,P_Prev_ADF_Ncs_85_ov_n,P_Prev_ADF_Ncs_Tot_n,P_Tot_ADF_ev_ser_15_24_n,P_Tot_ADF_ev_ser_25_34_n,P_Tot_ADF_ev_ser_35_44_n,P_Tot_ADF_ev_ser_45_54_n,P_Tot_ADF_ev_ser_55_64_n,P_Tot_ADF_ev_ser_65_74_n,P_Tot_ADF_ev_ser_75_84_n,P_Tot_ADF_ev_ser_85_ov_n,P_Tot_ADF_ev_ser_Tot_n,P_never_served_15_24_n,P_never_served_25_34_n,P_never_served_35_44_n,P_never_served_45_54_n,P_never_served_55_64_n,P_never_served_65_74_n,P_never_served_75_84_n,P_never_served_85_ov_n,P_never_served_Tot_n,P_NS_15_24_n,P_NS_25_34_n,P_NS_35_44_n,P_NS_45_54_n,P_NS_55_64_n,P_NS_65_74_n,P_NS_75_84_n,P_NS_85_ov_n,P_NS_Tot_n,P_Tot_15_24_n,P_Tot_25_34_n,P_Tot_35_44_n,P_Tot_45_54_n,P_Tot_55_64_n,P_Tot_65_74_n,P_Tot_75_84_n,P_Tot_85_ov_n,P_Tot_Tot_n,P_Tot_Tot_total
Sandringham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,24.0,60.0,88.0,236.0,213.0,114.0,962.0,0.0,7.0,30.0,85.0,84.0,236.0,213.0,114.0,1019.0,3589.0,2631.0,3456.0,4473.0,3849.0,2810.0,1566.0,521.0,22862.0,54.0,74.0,101.0,94.0,57.0,86.0,60.0,26.0,859.0,3691.0,2789.0,3682.0,4734.0,4042.0,3126.0,1900.0,714.0,24651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,70.0,0.0,0.0,4.0,4.0,9.0,0.0,4.0,8.0,84.0,3399.0,3045.0,4110.0,5059.0,4331.0,3545.0,2126.0,1080.0,26679.0,33.0,55.0,101.0,98.0,72.0,77.0,84.0,72.0,968.0,3470.0,3148.0,4241.0,5241.0,4441.0,3679.0,2240.0,1235.0,27687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,9.0,34.0,85.0,120.0,251.0,214.0,131.0,1071.0,4.0,9.0,47.0,120.0,113.0,251.0,214.0,131.0,1107.0,7007.0,5698.0,7509.0,9526.0,8175.0,6284.0,3693.0,1552.0,49491.0,127.0,206.0,284.0,254.0,189.0,214.0,182.0,136.0,1786.0,7205.0,5956.0,7865.0,10005.0,8519.0,6834.0,4156.0,1904.0,52401.0,52401.0
Shepparton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,20.0,78.0,127.0,301.0,174.0,131.0,1140.0,9.0,23.0,30.0,91.0,130.0,301.0,174.0,131.0,1203.0,3992.0,4166.0,3833.0,4046.0,3995.0,3287.0,1833.0,461.0,25784.0,339.0,347.0,320.0,325.0,318.0,231.0,128.0,60.0,2387.0,4465.0,4573.0,4237.0,4548.0,4544.0,3943.0,2297.0,742.0,29466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,11.0,0.0,11.0,88.0,0.0,0.0,0.0,9.0,13.0,11.0,0.0,11.0,101.0,3821.0,4519.0,4177.0,4268.0,4400.0,3794.0,2232.0,999.0,28271.0,282.0,337.0,317.0,266.0,263.0,186.0,193.0,100.0,2304.0,4133.0,4947.0,4506.0,4526.0,4807.0,4095.0,2518.0,1150.0,30793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,10.0,23.0,115.0,180.0,340.0,191.0,152.0,1318.0,18.0,20.0,32.0,122.0,194.0,340.0,191.0,152.0,1370.0,7833.0,8711.0,7991.0,8320.0,8470.0,7103.0,4100.0,1515.0,54080.0,682.0,768.0,670.0,587.0,612.0,507.0,419.0,168.0,4708.0,8643.0,9514.0,8782.0,9186.0,9390.0,8047.0,4818.0,1907.0,60241.0,60241.0
South Barwon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,55.0,57.0,60.0,118.0,200.0,169.0,160.0,1144.0,9.0,55.0,80.0,77.0,123.0,200.0,169.0,160.0,1206.0,4826.0,5441.0,4561.0,3695.0,3033.0,2429.0,1387.0,396.0,25792.0,196.0,222.0,67.0,65.0,50.0,91.0,42.0,17.0,1062.0,5095.0,5796.0,4776.0,3887.0,3303.0,2782.0,1761.0,662.0,28090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,4.0,11.0,16.0,0.0,0.0,7.0,119.0,3.0,7.0,4.0,11.0,16.0,0.0,0.0,7.0,144.0,4777.0,5632.0,5033.0,4134.0,3656.0,3152.0,1938.0,1003.0,29232.0,173.0,145.0,85.0,76.0,52.0,104.0,76.0,43.0,1106.0,5039.0,5831.0,5168.0,4276.0,3809.0,3324.0,2060.0,1108.0,30506.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,56.0,75.0,77.0,180.0,224.0,187.0,175.0,1297.0,12.0,55.0,107.0,102.0,214.0,224.0,187.0,175.0,1340.0,9615.0,11053.0,9586.0,7703.0,6666.0,5583.0,3329.0,1483.0,55024.0,464.0,412.0,257.0,229.0,156.0,204.0,167.0,65.0,2213.0,10105.0,11560.0,10034.0,8140.0,7039.0,6139.0,3807.0,1785.0,58680.0,58680.0
South-West Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,48.0,147.0,355.0,195.0,100.0,1318.0,0.0,27.0,38.0,48.0,157.0,355.0,195.0,100.0,1371.0,3524.0,3558.0,3475.0,3949.0,4321.0,3752.0,1770.0,390.0,24706.0,254.0,182.0,205.0,211.0,117.0,181.0,91.0,46.0,1821.0,3815.0,3892.0,3831.0,4308.0,4781.0,4452.0,2132.0,670.0,27881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,5.0,0.0,105.0,0.0,0.0,0.0,0.0,4.0,11.0,5.0,0.0,102.0,3359.0,3779.0,3860.0,4447.0,4921.0,4242.0,2210.0,982.0,27844.0,188.0,184.0,162.0,165.0,158.0,199.0,147.0,158.0,1772.0,3581.0,3993.0,4110.0,4686.0,5164.0,4518.0,2470.0,1226.0,29900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34.0,105.0,183.0,421.0,217.0,103.0,1495.0,0.0,33.0,42.0,113.0,194.0,421.0,217.0,103.0,1546.0,6904.0,7303.0,7300.0,8367.0,9277.0,7947.0,3978.0,1423.0,52543.0,506.0,437.0,481.0,493.0,415.0,457.0,292.0,258.0,3614.0,7449.0,7850.0,7887.0,9020.0,9897.0,8871.0,4608.0,1978.0,57742.0,57742.0
St Albans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,15.0,65.0,19.0,0.0,283.0,3.0,7.0,5.0,15.0,18.0,65.0,19.0,0.0,310.0,4476.0,5622.0,4280.0,4049.0,4028.0,3194.0,1663.0,476.0,27707.0,391.0,583.0,429.0,323.0,222.0,143.0,140.0,90.0,2554.0,4941.0,6223.0,4758.0,4400.0,4364.0,3490.0,1883.0,602.0,30673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,4325.0,5258.0,4542.0,4448.0,4146.0,3507.0,1845.0,760.0,28720.0,308.0,473.0,300.0,247.0,182.0,170.0,148.0,186.0,2331.0,4630.0,5794.0,4898.0,4708.0,4390.0,3733.0,2022.0,984.0,31206.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,23.0,85.0,19.0,4.0,322.0,3.0,7.0,14.0,15.0,27.0,85.0,19.0,4.0,366.0,8881.0,10916.0,8780.0,8395.0,8140.0,6647.0,3432.0,1223.0,56432.0,780.0,1125.0,822.0,597.0,486.0,377.0,350.0,289.0,4973.0,9620.0,12030.0,9677.0,9040.0,8718.0,7207.0,3907.0,1597.0,61841.0,61841.0
Sunbury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,22.0,35.0,85.0,111.0,230.0,70.0,60.0,1019.0,0.0,38.0,38.0,94.0,118.0,230.0,70.0,60.0,1022.0,3591.0,4438.0,3926.0,3610.0,3270.0,2501.0,1212.0,254.0,22999.0,152.0,189.0,164.0,118.0,129.0,62.0,48.0,10.0,1175.0,3766.0,4791.0,4257.0,3932.0,3639.0,2886.0,1503.0,366.0,25275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,130.0,3232.0,4571.0,4214.0,3971.0,3778.0,3168.0,1524.0,571.0,25183.0,123.0,161.0,140.0,122.0,78.0,66.0,68.0,31.0,1122.0,3380.0,4793.0,4433.0,4148.0,3968.0,3316.0,1635.0,604.0,26487.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,40.0,56.0,107.0,140.0,267.0,91.0,65.0,1135.0,0.0,58.0,56.0,121.0,154.0,267.0,91.0,65.0,1177.0,6835.0,8981.0,8173.0,7629.0,7198.0,5704.0,2793.0,873.0,48191.0,342.0,467.0,364.0,278.0,224.0,156.0,146.0,41.0,2288.0,7165.0,9568.0,8681.0,8142.0,7644.0,6227.0,3125.0,1033.0,51689.0,51689.0
Sydenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,6.0,34.0,41.0,22.0,14.0,319.0,0.0,3.0,21.0,17.0,41.0,41.0,22.0,14.0,345.0,5562.0,4982.0,5211.0,5296.0,4077.0,2377.0,996.0,178.0,28746.0,188.0,192.0,234.0,127.0,81.0,18.0,23.0,4.0,1072.0,5853.0,5197.0,5513.0,5522.0,4334.0,2547.0,1098.0,231.0,30313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,5.0,22.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,5.0,30.0,5259.0,4973.0,5685.0,5836.0,4347.0,2568.0,1120.0,432.0,30226.0,132.0,188.0,185.0,115.0,56.0,54.0,25.0,20.0,1135.0,5383.0,5214.0,5929.0,6014.0,4514.0,2618.0,1176.0,462.0,31380.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,15.0,9.0,32.0,45.0,22.0,15.0,376.0,0.0,15.0,26.0,20.0,39.0,45.0,22.0,15.0,409.0,10781.0,9898.0,10902.0,11117.0,8508.0,4964.0,2112.0,628.0,58946.0,418.0,440.0,467.0,313.0,228.0,124.0,64.0,23.0,2228.0,11240.0,10386.0,11437.0,11558.0,8868.0,5312.0,2247.0,708.0,61693.0,61693.0
Tarneit,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,20.0,33.0,135.0,200.0,61.0,15.0,750.0,4.0,8.0,31.0,43.0,170.0,200.0,61.0,15.0,815.0,5678.0,7341.0,8368.0,4583.0,3289.0,2070.0,836.0,97.0,32247.0,374.0,659.0,517.0,201.0,101.0,41.0,16.0,3.0,2216.0,6166.0,8057.0,8875.0,4960.0,3670.0,2403.0,982.0,134.0,35226.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,13.0,0.0,0.0,87.0,0.0,5.0,0.0,10.0,8.0,13.0,0.0,0.0,103.0,4944.0,7906.0,7792.0,4429.0,3699.0,2445.0,964.0,223.0,32434.0,279.0,607.0,417.0,145.0,89.0,77.0,15.0,13.0,2002.0,5234.0,8532.0,8256.0,4674.0,3925.0,2606.0,1028.0,258.0,34628.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,20.0,49.0,168.0,231.0,75.0,15.0,894.0,4.0,17.0,36.0,59.0,197.0,231.0,75.0,15.0,975.0,10616.0,15236.0,16042.0,8880.0,7028.0,4505.0,1812.0,424.0,64723.0,735.0,1246.0,947.0,448.0,242.0,174.0,50.0,24.0,4243.0,11479.0,16560.0,17140.0,9525.0,7603.0,5002.0,2025.0,504.0,69932.0,69932.0
Thomastown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,12.0,12.0,43.0,25.0,17.0,282.0,4.0,7.0,9.0,16.0,12.0,43.0,25.0,17.0,344.0,4306.0,6075.0,6346.0,3994.0,3088.0,2536.0,1603.0,509.0,28410.0,218.0,432.0,273.0,183.0,103.0,62.0,31.0,19.0,1646.0,4587.0,6552.0,6710.0,4238.0,3333.0,2716.0,1723.0,597.0,30437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,34.0,0.0,7.0,0.0,0.0,0.0,5.0,3.0,0.0,45.0,3927.0,6310.0,6070.0,3825.0,3409.0,3096.0,1870.0,740.0,29384.0,194.0,344.0,250.0,132.0,69.0,82.0,55.0,13.0,1485.0,4171.0,6756.0,6347.0,4013.0,3575.0,3204.0,1995.0,790.0,30898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,0.0,15.0,20.0,49.0,31.0,17.0,360.0,4.0,14.0,12.0,26.0,20.0,49.0,31.0,17.0,436.0,8263.0,12403.0,12329.0,7796.0,6429.0,5657.0,3480.0,1260.0,57742.0,501.0,782.0,597.0,392.0,235.0,221.0,121.0,33.0,3187.0,8771.0,13269.0,13056.0,8339.0,6780.0,5995.0,3743.0,1383.0,61343.0,61343.0
Warrandyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,9.0,52.0,63.0,195.0,204.0,130.0,912.0,8.0,10.0,13.0,74.0,75.0,195.0,204.0,130.0,954.0,4904.0,3110.0,4192.0,4905.0,4400.0,3191.0,1966.0,540.0,27357.0,62.0,70.0,71.0,113.0,43.0,50.0,57.0,24.0,805.0,5071.0,3251.0,4356.0,5202.0,4642.0,3536.0,2295.0,747.0,29181.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,4.0,76.0,0.0,3.0,0.0,8.0,0.0,5.0,0.0,4.0,82.0,4307.0,3269.0,4880.0,5487.0,4879.0,3951.0,2595.0,968.0,30350.0,61.0,67.0,72.0,77.0,49.0,60.0,73.0,69.0,841.0,4442.0,3388.0,5021.0,5677.0,5053.0,4099.0,2699.0,1047.0,31406.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,9.0,66.0,115.0,203.0,206.0,133.0,1023.0,8.0,14.0,13.0,86.0,133.0,203.0,206.0,133.0,1056.0,9265.0,6339.0,9011.0,10383.0,9378.0,7108.0,4540.0,1550.0,57761.0,168.0,171.0,211.0,255.0,161.0,161.0,174.0,105.0,1715.0,9517.0,6598.0,9341.0,10833.0,9731.0,7627.0,4984.0,1901.0,60512.0,60512.0
Wendouree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,53.0,110.0,157.0,264.0,247.0,135.0,1279.0,4.0,30.0,53.0,119.0,162.0,264.0,247.0,135.0,1317.0,4013.0,4322.0,3464.0,3517.0,3323.0,2783.0,1590.0,393.0,23362.0,194.0,221.0,129.0,172.0,120.0,131.0,80.0,67.0,1437.0,4262.0,4636.0,3757.0,3907.0,3742.0,3290.0,1976.0,632.0,26246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,10.0,4.0,0.0,142.0,0.0,3.0,3.0,3.0,27.0,10.0,4.0,0.0,160.0,4131.0,4508.0,4115.0,4116.0,4090.0,3730.0,2311.0,1029.0,27910.0,192.0,246.0,171.0,131.0,111.0,146.0,196.0,179.0,1735.0,4354.0,4756.0,4376.0,4268.0,4290.0,3956.0,2464.0,1230.0,29856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,66.0,127.0,213.0,293.0,253.0,141.0,1462.0,4.0,46.0,69.0,144.0,228.0,293.0,253.0,141.0,1509.0,8116.0,8794.0,7570.0,7636.0,7373.0,6561.0,3829.0,1465.0,51350.0,460.0,550.0,368.0,351.0,337.0,343.0,328.0,282.0,3206.0,8627.0,9426.0,8136.0,8232.0,8059.0,7228.0,4395.0,1930.0,56049.0,56049.0
Werribee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,15.0,0.0,25.0,20.0,47.0,156.0,224.0,94.0,15.0,854.0,3.0,38.0,20.0,45.0,188.0,224.0,94.0,15.0,941.0,4871.0,6381.0,6783.0,4177.0,3253.0,2137.0,884.0,207.0,28772.0,264.0,374.0,404.0,199.0,139.0,48.0,54.0,52.0,1909.0,5209.0,6911.0,7328.0,4520.0,3717.0,2546.0,1110.0,333.0,31647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,15.0,4.0,0.0,0.0,84.0,4.0,4.0,3.0,6.0,21.0,4.0,0.0,0.0,113.0,4607.0,7491.0,6524.0,4436.0,3776.0,2522.0,1176.0,466.0,31057.0,256.0,458.0,314.0,172.0,88.0,102.0,86.0,116.0,1946.0,4944.0,7972.0,6926.0,4698.0,4002.0,2653.0,1340.0,620.0,33180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,25.0,0.0,27.0,34.0,87.0,212.0,261.0,103.0,27.0,1052.0,8.0,49.0,37.0,96.0,237.0,261.0,103.0,27.0,1173.0,9514.0,13884.0,13309.0,8638.0,7008.0,4573.0,2109.0,732.0,59791.0,577.0,960.0,734.0,425.0,303.0,222.0,166.0,193.0,3807.0,10096.0,14952.0,14208.0,9268.0,7664.0,5114.0,2474.0,1002.0,64828.0,64828.0
Williamstown,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,45.0,81.0,121.0,142.0,126.0,39.0,765.0,4.0,24.0,87.0,109.0,133.0,142.0,126.0,39.0,885.0,3028.0,3801.0,4793.0,4293.0,3523.0,2368.0,1302.0,488.0,23627.0,120.0,203.0,227.0,122.0,100.0,75.0,48.0,27.0,1215.0,3223.0,4074.0,5155.0,4695.0,3808.0,2649.0,1549.0,591.0,25740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,76.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,113.0,2906.0,4135.0,5217.0,4771.0,3696.0,2794.0,1789.0,951.0,26295.0,61.0,204.0,157.0,132.0,74.0,82.0,69.0,83.0,1242.0,3062.0,4413.0,5444.0,4964.0,3883.0,2952.0,1919.0,1079.0,27654.0,5.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,61.0,113.0,166.0,148.0,126.0,44.0,908.0,9.0,48.0,110.0,155.0,179.0,148.0,126.0,44.0,1056.0,5940.0,7910.0,9943.0,9102.0,7167.0,5133.0,3086.0,1428.0,49921.0,262.0,467.0,464.0,353.0,236.0,186.0,155.0,112.0,2483.0,6268.0,8484.0,10616.0,9680.0,7656.0,5579.0,3407.0,1663.0,53386.0,53386.0
