district,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P,Tot_P_P_total
Eltham,32366.0,33983.0,66366.0,1834.0,1808.0,3569.0,4537.0,4379.0,8927.0,2274.0,2087.0,4351.0,1949.0,1722.0,3610.0,3018.0,3105.0,6077.0,4067.0,4576.0,8613.0,4699.0,5114.0,9919.0,4333.0,4922.0,9279.0,3478.0,3885.0,7317.0,1681.0,1864.0,3571.0,370.0,674.0,1098.0,31374.0,33067.0,64448.0,998.0,886.0,1952.0,156.0,145.0,339.0,0.0,5.0,16.0,0.0,0.0,4.0,169.0,155.0,347.0,26152.0,27314.0,53445.0,5484.0,5846.0,11391.0,28341.0,29411.0,57733.0,3218.0,3739.0,6971.0,30067.0,31465.0,61520.0,645.0,641.0,1357.0,4414.0,4251.0,8686.0,1954.0,1856.0,3843.0,984.0,909.0,1837.0,770.0,1302.0,2106.0,16096.0,18436.0,34522.0,3686.0,3522.0,7205.0,3418.0,2936.0,6303.0,1326.0,1300.0,2613.0,675.0,768.0,1490.0,51.0,50.0,147.0,31124.0,32639.0,63715.0,814.0,993.0,1807.0,66366.0
Essendon,34093.0,36048.0,70183.0,1742.0,1687.0,3406.0,3844.0,3526.0,7379.0,1883.0,1725.0,3547.0,2326.0,2484.0,4944.0,6033.0,6484.0,12453.0,5123.0,5396.0,10516.0,4622.0,4964.0,9596.0,3899.0,4140.0,8098.0,2758.0,3019.0,5858.0,1301.0,1605.0,2873.0,501.0,960.0,1438.0,32954.0,34912.0,67844.0,1133.0,1142.0,2293.0,120.0,133.0,302.0,9.0,4.0,16.0,0.0,8.0,8.0,132.0,138.0,332.0,23601.0,24530.0,48139.0,9055.0,10089.0,19175.0,24295.0,25034.0,49351.0,8329.0,9536.0,17835.0,29060.0,30624.0,59648.0,485.0,573.0,1108.0,3665.0,3394.0,7050.0,1625.0,1548.0,3123.0,1199.0,1347.0,2521.0,1584.0,2180.0,3735.0,20239.0,22037.0,42256.0,2564.0,2358.0,4998.0,2252.0,2158.0,4405.0,900.0,919.0,1825.0,903.0,1333.0,2264.0,199.0,447.0,662.0,31986.0,33911.0,65919.0,1712.0,1674.0,3437.0,70183.0
Eureka,36670.0,37903.0,74592.0,2286.0,2203.0,4463.0,5191.0,4825.0,10080.0,2217.0,2075.0,4332.0,2111.0,2044.0,4095.0,4758.0,4863.0,9653.0,4755.0,5096.0,9782.0,4750.0,4958.0,9637.0,4409.0,4793.0,9216.0,3859.0,4064.0,7909.0,1837.0,2031.0,3920.0,493.0,947.0,1455.0,35302.0,36669.0,71999.0,1354.0,1249.0,2588.0,548.0,542.0,1122.0,0.0,18.0,24.0,6.0,17.0,26.0,579.0,586.0,1200.0,30064.0,31215.0,61340.0,4486.0,4725.0,9253.0,32360.0,33610.0,65927.0,2336.0,2496.0,4826.0,32789.0,34199.0,67085.0,620.0,697.0,1319.0,4843.0,4562.0,9439.0,1610.0,1613.0,3231.0,633.0,756.0,1457.0,909.0,1768.0,2746.0,13295.0,16495.0,29765.0,4488.0,4411.0,8956.0,5702.0,4632.0,10256.0,2430.0,2022.0,4470.0,1295.0,1325.0,2652.0,78.0,53.0,164.0,34049.0,35320.0,69347.0,2240.0,2259.0,4535.0,74592.0
Euroa,33410.0,33161.0,66608.0,1654.0,1584.0,3221.0,3676.0,3539.0,7307.0,1916.0,1638.0,3534.0,1750.0,1383.0,3160.0,3450.0,3394.0,6838.0,3345.0,3580.0,6852.0,4293.0,4409.0,8587.0,5090.0,5260.0,10328.0,4958.0,4667.0,9607.0,2665.0,2617.0,5310.0,713.0,1155.0,1928.0,32000.0,31948.0,63937.0,1436.0,1202.0,2713.0,642.0,657.0,1316.0,8.0,7.0,25.0,6.0,5.0,16.0,665.0,677.0,1369.0,27087.0,26806.0,53897.0,3296.0,3495.0,6861.0,29049.0,28998.0,58000.0,1495.0,1570.0,3112.0,29386.0,29346.0,58837.0,402.0,375.0,870.0,3271.0,3153.0,6506.0,1241.0,1203.0,2405.0,304.0,363.0,743.0,501.0,1120.0,1664.0,9827.0,12211.0,22051.0,4616.0,4355.0,8915.0,6143.0,5002.0,11128.0,2806.0,2186.0,5043.0,1775.0,1585.0,3436.0,78.0,42.0,165.0,29811.0,30078.0,59889.0,3613.0,2916.0,6559.0,66608.0
Evelyn,34136.0,34930.0,69146.0,2284.0,2191.0,4538.0,4625.0,4310.0,8867.0,2205.0,2097.0,4301.0,2071.0,1999.0,4009.0,4563.0,4571.0,9085.0,4594.0,4680.0,9284.0,4416.0,4758.0,9066.0,4044.0,4271.0,8390.0,3128.0,3507.0,6613.0,1772.0,1923.0,3681.0,423.0,654.0,1138.0,33014.0,33961.0,66945.0,1063.0,1011.0,2097.0,305.0,291.0,619.0,5.0,3.0,14.0,0.0,7.0,14.0,334.0,301.0,694.0,27535.0,28006.0,55543.0,5537.0,6027.0,11532.0,30153.0,30911.0,61055.0,2873.0,3056.0,6003.0,31273.0,31942.0,63230.0,688.0,710.0,1436.0,4401.0,4147.0,8543.0,1763.0,1739.0,3516.0,652.0,795.0,1489.0,727.0,1319.0,2094.0,12979.0,16035.0,29021.0,4624.0,4203.0,8801.0,5175.0,4232.0,9407.0,2200.0,1637.0,3875.0,1043.0,1035.0,2020.0,136.0,117.0,314.0,32634.0,33447.0,66115.0,972.0,1056.0,2060.0,69146.0
Footscray,36338.0,36202.0,72600.0,2181.0,2056.0,4149.0,3638.0,3342.0,6964.0,1381.0,1333.0,2801.0,2355.0,2350.0,4721.0,8253.0,8222.0,16493.0,6763.0,6563.0,13250.0,4750.0,4722.0,9430.0,3358.0,3526.0,6938.0,2092.0,2173.0,4349.0,1046.0,1273.0,2289.0,391.0,710.0,1186.0,35370.0,35204.0,70540.0,1050.0,1041.0,2052.0,216.0,187.0,473.0,0.0,0.0,9.0,0.0,0.0,0.0,246.0,187.0,483.0,21493.0,21259.0,42808.0,12967.0,13340.0,26343.0,21880.0,21420.0,43289.0,12498.0,13075.0,25566.0,28880.0,29307.0,58219.0,588.0,604.0,1240.0,3425.0,3226.0,6581.0,1198.0,1148.0,2375.0,1238.0,1179.0,2407.0,2368.0,2834.0,5276.0,21794.0,22517.0,44222.0,2130.0,1752.0,3897.0,2188.0,1900.0,4106.0,897.0,895.0,1839.0,1089.0,1403.0,2459.0,384.0,561.0,1009.0,33778.0,33953.0,67668.0,2285.0,1958.0,4268.0,72600.0
Frankston,33224.0,35133.0,68359.0,1927.0,1904.0,3844.0,4008.0,3867.0,7829.0,1951.0,1777.0,3670.0,1831.0,1870.0,3746.0,4647.0,4835.0,9449.0,4437.0,4763.0,9208.0,4512.0,4657.0,9101.0,4024.0,4266.0,8332.0,3207.0,3651.0,6920.0,1980.0,2426.0,4367.0,700.0,1240.0,2006.0,32168.0,33995.0,66221.0,1073.0,1120.0,2179.0,376.0,389.0,802.0,5.0,5.0,19.0,6.0,9.0,36.0,398.0,429.0,926.0,24014.0,25082.0,49052.0,7040.0,7959.0,15011.0,27650.0,28798.0,56425.0,3386.0,4134.0,7503.0,28496.0,30041.0,58620.0,554.0,556.0,1147.0,3688.0,3573.0,7218.0,1503.0,1396.0,2825.0,595.0,783.0,1432.0,830.0,1659.0,2550.0,13492.0,15957.0,29471.0,3981.0,3656.0,7604.0,4599.0,4259.0,8796.0,1937.0,1810.0,3706.0,1062.0,1281.0,2348.0,72.0,67.0,163.0,30435.0,32277.0,62663.0,2664.0,2741.0,5434.0,68359.0
Geelong,34828.0,37052.0,71905.0,2088.0,1888.0,3988.0,4250.0,3950.0,8227.0,1938.0,1866.0,3777.0,2356.0,2306.0,4618.0,5349.0,5461.0,10800.0,4429.0,4838.0,9315.0,4435.0,4697.0,9062.0,4069.0,4544.0,8664.0,3441.0,3891.0,7428.0,1844.0,2398.0,4240.0,609.0,1117.0,1799.0,33486.0,35870.0,69301.0,1359.0,1334.0,2670.0,397.0,388.0,856.0,12.0,11.0,31.0,8.0,5.0,19.0,439.0,404.0,900.0,27855.0,29762.0,57552.0,5268.0,5687.0,11009.0,29743.0,31929.0,61705.0,3346.0,3529.0,6865.0,30588.0,32965.0,63594.0,598.0,605.0,1309.0,3989.0,3754.0,7807.0,1541.0,1540.0,3039.0,859.0,1044.0,1989.0,1285.0,1874.0,3145.0,15139.0,17875.0,33076.0,4257.0,4053.0,8345.0,4121.0,3871.0,7977.0,1893.0,1914.0,3829.0,1190.0,1380.0,2676.0,131.0,105.0,321.0,32330.0,34498.0,66869.0,2369.0,2487.0,4841.0,71905.0
Gippsland East,31499.0,32435.0,63940.0,1573.0,1393.0,3011.0,3595.0,3541.0,7095.0,1668.0,1532.0,3190.0,1339.0,1215.0,2523.0,2887.0,3186.0,6102.0,2898.0,3214.0,6146.0,3441.0,3887.0,7341.0,4826.0,5198.0,9995.0,5565.0,5295.0,10860.0,2933.0,2963.0,5857.0,758.0,1007.0,1791.0,29651.0,30781.0,60445.0,1875.0,1593.0,3502.0,898.0,949.0,1901.0,6.0,6.0,10.0,3.0,3.0,11.0,929.0,971.0,1940.0,25475.0,26081.0,51483.0,3352.0,3648.0,7002.0,28018.0,28847.0,56813.0,1075.0,1243.0,2337.0,28063.0,28776.0,56882.0,457.0,345.0,882.0,3250.0,3163.0,6389.0,1040.0,1091.0,2137.0,123.0,265.0,429.0,375.0,1125.0,1486.0,8676.0,11664.0,20326.0,4438.0,4333.0,8811.0,6381.0,5286.0,11588.0,2730.0,2183.0,4961.0,1537.0,1423.0,2974.0,48.0,40.0,114.0,28233.0,29277.0,57513.0,2945.0,2807.0,5757.0,63940.0
Gippsland South,32933.0,32852.0,65810.0,1698.0,1588.0,3224.0,4024.0,3653.0,7692.0,1848.0,1775.0,3559.0,1522.0,1272.0,2831.0,3435.0,3248.0,6638.0,3600.0,3543.0,7206.0,4037.0,4356.0,8309.0,4897.0,5264.0,10184.0,4927.0,4844.0,9711.0,2345.0,2423.0,4768.0,637.0,942.0,1598.0,31216.0,31387.0,62526.0,1773.0,1495.0,3255.0,488.0,469.0,978.0,10.0,13.0,33.0,6.0,3.0,17.0,533.0,506.0,1071.0,26666.0,26376.0,53038.0,3772.0,3970.0,7727.0,28665.0,29144.0,57804.0,1183.0,1466.0,2729.0,28819.0,29333.0,58123.0,431.0,372.0,907.0,3699.0,3406.0,7036.0,1222.0,1267.0,2532.0,239.0,356.0,660.0,416.0,1178.0,1659.0,9468.0,12444.0,21949.0,4769.0,4629.0,9343.0,6405.0,4864.0,11298.0,2559.0,1999.0,4503.0,1541.0,1353.0,2873.0,36.0,74.0,152.0,28978.0,29982.0,58978.0,3667.0,2692.0,6300.0,65810.0
Glen Waverley,40253.0,42061.0,82465.0,1691.0,1563.0,3290.0,5317.0,5011.0,10239.0,2765.0,2536.0,5325.0,2970.0,2425.0,5397.0,4535.0,4223.0,8733.0,5074.0,5808.0,10880.0,5294.0,5889.0,11180.0,4664.0,5000.0,9605.0,3951.0,4657.0,8541.0,2929.0,3463.0,6340.0,1138.0,1635.0,2802.0,39461.0,41249.0,80720.0,732.0,861.0,1668.0,42.0,62.0,154.0,0.0,0.0,0.0,0.0,5.0,10.0,45.0,70.0,172.0,18736.0,18673.0,37417.0,20294.0,22197.0,42459.0,17990.0,18064.0,36049.0,20924.0,22515.0,43385.0,30690.0,31614.0,62218.0,640.0,607.0,1353.0,5098.0,4783.0,9868.0,2549.0,2326.0,4911.0,1826.0,1519.0,3258.0,1584.0,1999.0,3594.0,23674.0,24600.0,48327.0,2723.0,2861.0,5554.0,2718.0,3108.0,5850.0,1315.0,1420.0,2852.0,1124.0,1514.0,2593.0,241.0,458.0,773.0,38564.0,40012.0,78600.0,1667.0,2024.0,3711.0,82465.0
Greenvale,38164.0,38679.0,76831.0,2679.0,2468.0,5113.0,5799.0,5521.0,11390.0,2927.0,2852.0,5636.0,3003.0,2953.0,5970.0,5511.0,5532.0,10995.0,4961.0,5356.0,10277.0,4833.0,5429.0,10286.0,4660.0,4539.0,9108.0,2485.0,2614.0,5120.0,1075.0,1080.0,2201.0,174.0,258.0,518.0,37564.0,38071.0,75562.0,597.0,563.0,1175.0,172.0,176.0,426.0,0.0,8.0,12.0,3.0,0.0,12.0,181.0,199.0,455.0,20480.0,20740.0,41268.0,15894.0,16166.0,32059.0,14597.0,14480.0,29130.0,21373.0,21916.0,43309.0,31604.0,32328.0,63976.0,682.0,649.0,1374.0,5329.0,5129.0,10443.0,2301.0,2415.0,4694.0,1188.0,1386.0,2615.0,1221.0,1940.0,3184.0,16152.0,17385.0,33531.0,3086.0,2823.0,5985.0,3795.0,3143.0,6847.0,1921.0,1702.0,3675.0,2245.0,2562.0,4702.0,851.0,1356.0,2217.0,36459.0,37018.0,73443.0,1581.0,1578.0,3221.0,76831.0
Hastings,32613.0,33936.0,66565.0,2057.0,1898.0,3961.0,4272.0,4076.0,8383.0,2218.0,1958.0,4128.0,2093.0,1709.0,3799.0,4083.0,4242.0,8240.0,4016.0,4302.0,8325.0,4039.0,4585.0,8612.0,4114.0,4609.0,8710.0,3421.0,3781.0,7218.0,1848.0,2096.0,3991.0,506.0,733.0,1285.0,31383.0,32857.0,64241.0,1245.0,1097.0,2300.0,394.0,366.0,779.0,14.0,15.0,25.0,7.0,10.0,20.0,439.0,429.0,860.0,26303.0,27099.0,53458.0,4871.0,5360.0,10204.0,29817.0,30921.0,60697.0,1407.0,1654.0,2971.0,29703.0,30808.0,60495.0,635.0,634.0,1259.0,4018.0,3854.0,7901.0,1611.0,1425.0,3035.0,591.0,571.0,1197.0,625.0,1311.0,1927.0,11569.0,14823.0,26367.0,4415.0,4077.0,8436.0,5688.0,4521.0,10183.0,2115.0,1915.0,4039.0,1095.0,1174.0,2261.0,79.0,63.0,178.0,30166.0,31926.0,62110.0,2235.0,1776.0,4021.0,66565.0
Hawthorn,33629.0,37020.0,70669.0,1373.0,1377.0,2768.0,3844.0,3653.0,7499.0,2300.0,2306.0,4583.0,2782.0,2900.0,5708.0,5567.0,5847.0,11248.0,4321.0,4759.0,9035.0,4323.0,4953.0,9283.0,3764.0,4170.0,7960.0,2969.0,3550.0,6497.0,1771.0,2232.0,4053.0,706.0,1270.0,2013.0,32326.0,35610.0,67957.0,1309.0,1386.0,2666.0,57.0,58.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,57.0,154.0,22968.0,24661.0,47628.0,9547.0,11298.0,20813.0,25182.0,26979.0,52162.0,7309.0,8886.0,16175.0,28481.0,31159.0,59630.0,499.0,459.0,981.0,3687.0,3514.0,7256.0,2161.0,2159.0,4269.0,1789.0,1816.0,3596.0,1666.0,2144.0,3808.0,22736.0,25403.0,48083.0,1813.0,2107.0,3883.0,1451.0,1627.0,3070.0,659.0,771.0,1480.0,460.0,647.0,1121.0,53.0,99.0,174.0,31264.0,34245.0,65556.0,1692.0,2044.0,3760.0,70669.0
Ivanhoe,32066.0,34111.0,66215.0,1797.0,1740.0,3496.0,3893.0,3903.0,7873.0,1862.0,1729.0,3633.0,1975.0,1996.0,3945.0,4525.0,4722.0,9252.0,4661.0,4858.0,9482.0,4215.0,4496.0,8768.0,3772.0,4102.0,7909.0,2887.0,3234.0,6097.0,1683.0,2079.0,3685.0,740.0,1257.0,1991.0,31210.0,33197.0,64352.0,935.0,941.0,1891.0,186.0,155.0,399.0,5.0,3.0,13.0,8.0,0.0,6.0,208.0,162.0,415.0,22407.0,23492.0,45849.0,8524.0,9504.0,18016.0,23125.0,23953.0,47102.0,7778.0,8943.0,16746.0,27934.0,29563.0,57526.0,540.0,565.0,1231.0,3769.0,3796.0,7547.0,1607.0,1541.0,3161.0,953.0,1156.0,2037.0,1276.0,1798.0,3065.0,18422.0,20057.0,38416.0,2363.0,2227.0,4649.0,2179.0,2292.0,4480.0,1051.0,1079.0,2164.0,907.0,1354.0,2223.0,172.0,257.0,496.0,30052.0,32219.0,62356.0,2117.0,2032.0,4178.0,66215.0
Kalkallo,48079.0,47497.0,95542.0,4959.0,4737.0,9690.0,8205.0,7665.0,15861.0,2797.0,2657.0,5350.0,3151.0,2820.0,5972.0,8661.0,9708.0,18391.0,9087.0,8565.0,17627.0,4878.0,4808.0,9591.0,3486.0,3627.0,7055.0,1956.0,2051.0,4036.0,650.0,744.0,1419.0,106.0,181.0,328.0,47334.0,46823.0,94126.0,662.0,666.0,1381.0,335.0,344.0,783.0,8.0,0.0,9.0,3.0,0.0,3.0,355.0,359.0,815.0,24717.0,24715.0,49343.0,21114.0,20683.0,41831.0,19878.0,19697.0,39648.0,25395.0,25019.0,50342.0,36048.0,35535.0,71519.0,1292.0,1188.0,2428.0,7626.0,7096.0,14707.0,2101.0,2201.0,4327.0,1223.0,1217.0,2457.0,1870.0,3035.0,4855.0,20660.0,22233.0,42894.0,3252.0,3022.0,6215.0,4532.0,3512.0,8131.0,2067.0,1769.0,3771.0,1659.0,1730.0,3366.0,649.0,963.0,1647.0,45841.0,45451.0,91355.0,1960.0,1916.0,3863.0,95542.0
Kew,35554.0,38501.0,73900.0,1401.0,1304.0,2743.0,4794.0,4620.0,9380.0,2935.0,2715.0,5684.0,2676.0,2460.0,5062.0,3889.0,3851.0,7682.0,3785.0,4649.0,8446.0,4988.0,5877.0,10878.0,4682.0,5032.0,9684.0,3422.0,3898.0,7235.0,2024.0,2570.0,4611.0,898.0,1567.0,2443.0,34370.0,37243.0,71568.0,1152.0,1204.0,2352.0,63.0,55.0,157.0,10.0,0.0,10.0,0.0,0.0,0.0,73.0,55.0,162.0,21901.0,22443.0,44321.0,12638.0,14946.0,27540.0,22000.0,22680.0,44743.0,12442.0,14629.0,27115.0,29792.0,31558.0,61358.0,544.0,494.0,1023.0,4642.0,4422.0,9049.0,2753.0,2583.0,5365.0,1713.0,1592.0,3274.0,1286.0,1727.0,3040.0,22860.0,24928.0,47809.0,1905.0,2249.0,4184.0,1661.0,1944.0,3628.0,888.0,950.0,1893.0,632.0,1006.0,1727.0,129.0,217.0,439.0,33664.0,36412.0,70112.0,1437.0,1617.0,3029.0,73900.0
Kororoit,44336.0,42939.0,87228.0,3174.0,3094.0,6210.0,6852.0,6553.0,13460.0,2763.0,2619.0,5381.0,2948.0,2457.0,5518.0,7044.0,6732.0,13707.0,7771.0,7456.0,15298.0,5514.0,5474.0,11095.0,3841.0,3876.0,7681.0,2776.0,3085.0,5938.0,1240.0,1267.0,2490.0,222.0,302.0,583.0,43685.0,42276.0,85870.0,667.0,641.0,1345.0,392.0,164.0,612.0,8.0,0.0,10.0,4.0,11.0,16.0,407.0,179.0,643.0,21705.0,19957.0,41597.0,20581.0,20976.0,41551.0,16261.0,15466.0,31687.0,23721.0,24682.0,48445.0,33385.0,33353.0,66770.0,842.0,812.0,1665.0,6392.0,6060.0,12437.0,2162.0,2222.0,4435.0,1168.0,1199.0,2384.0,1450.0,2081.0,3539.0,19619.0,20421.0,39978.0,2828.0,2474.0,5300.0,5052.0,3358.0,8445.0,1509.0,1566.0,3061.0,1863.0,2279.0,4238.0,806.0,1121.0,1874.0,40474.0,40690.0,81033.0,3853.0,2178.0,5982.0,87228.0
Lara,35036.0,35457.0,70442.0,2073.0,2020.0,4008.0,4231.0,4179.0,8351.0,2193.0,2080.0,4298.0,2342.0,2157.0,4494.0,5594.0,5187.0,10753.0,4440.0,4461.0,8896.0,4437.0,4516.0,8914.0,4048.0,4146.0,8142.0,3212.0,3670.0,6936.0,1746.0,2107.0,3926.0,635.0,953.0,1635.0,33927.0,34325.0,68229.0,1019.0,1051.0,2154.0,621.0,681.0,1329.0,23.0,7.0,32.0,8.0,13.0,23.0,695.0,705.0,1394.0,25067.0,25306.0,50348.0,7925.0,7960.0,15889.0,25254.0,26445.0,51705.0,6577.0,6812.0,13469.0,28792.0,30424.0,59216.0,544.0,548.0,1063.0,3859.0,3837.0,7693.0,1610.0,1624.0,3213.0,650.0,844.0,1443.0,893.0,1534.0,2457.0,11714.0,13814.0,25537.0,4238.0,3846.0,8134.0,5890.0,4682.0,10595.0,2262.0,2273.0,4500.0,1879.0,2209.0,4110.0,407.0,471.0,934.0,31485.0,32725.0,64195.0,3293.0,2341.0,5696.0,70442.0
Laverton,48986.0,45179.0,94165.0,4094.0,3857.0,7933.0,6631.0,6111.0,12738.0,2183.0,2143.0,4305.0,3677.0,2753.0,6469.0,10439.0,9291.0,19722.0,9569.0,8178.0,17777.0,4889.0,4493.0,9426.0,3474.0,3568.0,7023.0,2416.0,2782.0,5183.0,1214.0,1440.0,2663.0,352.0,626.0,1020.0,48080.0,44419.0,92546.0,858.0,729.0,1656.0,282.0,162.0,510.0,0.0,12.0,13.0,3.0,0.0,10.0,298.0,184.0,554.0,19478.0,17810.0,37370.0,26432.0,24740.0,51203.0,15023.0,13832.0,28855.0,29585.0,28404.0,58021.0,32304.0,31488.0,63875.0,961.0,903.0,1978.0,6006.0,5518.0,11597.0,1644.0,1791.0,3433.0,1704.0,1444.0,3111.0,2687.0,2883.0,5657.0,24881.0,22900.0,47782.0,2407.0,2113.0,4469.0,3874.0,2812.0,6648.0,1417.0,1451.0,2856.0,1676.0,2195.0,3981.0,834.0,1095.0,2014.0,45183.0,42604.0,87823.0,3834.0,2408.0,6248.0,94165.0
Lowan,33926.0,34450.0,68431.0,1806.0,1832.0,3585.0,4123.0,3757.0,7848.0,1951.0,1729.0,3636.0,1692.0,1510.0,3234.0,3727.0,3669.0,7332.0,3390.0,3586.0,6887.0,3966.0,4280.0,8238.0,5166.0,5201.0,10320.0,4704.0,4647.0,9261.0,2584.0,2928.0,5448.0,833.0,1405.0,2348.0,32265.0,33064.0,65340.0,1615.0,1390.0,2997.0,544.0,546.0,1205.0,14.0,3.0,24.0,6.0,13.0,29.0,601.0,578.0,1262.0,28785.0,29030.0,57848.0,2578.0,2983.0,5447.0,30183.0,30746.0,60983.0,1353.0,1440.0,2844.0,30499.0,30972.0,61480.0,451.0,464.0,1000.0,3794.0,3504.0,7185.0,1285.0,1260.0,2559.0,228.0,293.0,604.0,447.0,1074.0,1519.0,9756.0,12277.0,22059.0,5360.0,5134.0,10481.0,5712.0,4910.0,10614.0,2661.0,2162.0,4827.0,1936.0,1714.0,3627.0,106.0,95.0,232.0,30814.0,31477.0,62367.0,2879.0,2839.0,5697.0,68431.0
Macedon,31712.0,32670.0,64319.0,1691.0,1692.0,3368.0,4408.0,4215.0,8639.0,2028.0,1815.0,3815.0,1337.0,1153.0,2503.0,2634.0,2756.0,5437.0,3772.0,4261.0,8100.0,4715.0,5110.0,9900.0,4638.0,4784.0,9423.0,4029.0,4170.0,8156.0,2053.0,1926.0,3943.0,464.0,692.0,1121.0,30376.0,31397.0,61777.0,1329.0,1202.0,2502.0,309.0,221.0,536.0,10.0,4.0,7.0,0.0,4.0,4.0,328.0,232.0,572.0,25475.0,26365.0,51846.0,4386.0,4372.0,8726.0,28516.0,29208.0,57754.0,1421.0,1632.0,3114.0,28697.0,29598.0,58271.0,494.0,447.0,1057.0,4087.0,4011.0,8085.0,1578.0,1484.0,3053.0,408.0,436.0,916.0,650.0,1287.0,1920.0,13233.0,16088.0,29282.0,3755.0,3384.0,7177.0,4179.0,3233.0,7423.0,1740.0,1383.0,3155.0,941.0,847.0,1852.0,26.0,35.0,86.0,29312.0,30279.0,59573.0,1990.0,2097.0,4087.0,64319.0
Malvern,30353.0,33830.0,64134.0,1381.0,1299.0,2727.0,3213.0,3141.0,6366.0,1754.0,1868.0,3561.0,2218.0,2411.0,4646.0,4839.0,5105.0,9943.0,3868.0,4221.0,8093.0,4000.0,4565.0,8517.0,3386.0,3975.0,7341.0,2891.0,3552.0,6513.0,2039.0,2432.0,4466.0,764.0,1301.0,2040.0,28958.0,32216.0,61231.0,1438.0,1595.0,2945.0,32.0,45.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,48.0,126.0,20696.0,22650.0,43304.0,8525.0,9921.0,18420.0,22942.0,25045.0,47950.0,6219.0,7524.0,13758.0,25776.0,28739.0,54532.0,513.0,388.0,941.0,3089.0,3017.0,6121.0,1603.0,1723.0,3302.0,1385.0,1480.0,2903.0,1262.0,1744.0,3001.0,20514.0,22971.0,43514.0,1563.0,2062.0,3654.0,1271.0,1543.0,2836.0,566.0,660.0,1246.0,447.0,649.0,1132.0,49.0,143.0,216.0,28253.0,31411.0,59639.0,1542.0,1816.0,3425.0,64134.0
