district,M_15_19_yr_Married_pc,M_15_19_yr_Separated_pc,M_15_19_yr_Divorced_pc,M_15_19_yr_Widowed_pc,M_15_19_yr_Never_married_pc,M_15_19_yr_Tot_pc,M_20_24_yr_Married_pc,M_20_24_yr_Separated_pc,M_20_24_yr_Divorced_pc,M_20_24_yr_Widowed_pc,M_20_24_yr_Never_married_pc,M_20_24_yr_Tot_pc,M_25_34_yr_Married_pc,M_25_34_yr_Separated_pc,M_25_34_yr_Divorced_pc,M_25_34_yr_Widowed_pc,M_25_34_yr_Never_married_pc,M_25_34_yr_Tot_pc,M_35_44_yr_Married_pc,M_35_44_yr_Separated_pc,M_35_44_yr_Divorced_pc,M_35_44_yr_Widowed_pc,M_35_44_yr_Never_married_pc,M_35_44_yr_Tot_pc,M_45_54_yr_Married_pc,M_45_54_yr_Separated_pc,M_45_54_yr_Divorced_pc,M_45_54_yr_Widowed_pc,M_45_54_yr_Never_married_pc,M_45_54_yr_Tot_pc,M_55_64_yr_Married_pc,M_55_64_yr_Separated_pc,M_55_64_yr_Divorced_pc,M_55_64_yr_Widowed_pc,M_55_64_yr_Never_married_pc,M_55_64_yr_Tot_pc,M_65_74_yr_Married_pc,M_65_74_yr_Separated_pc,M_65_74_yr_Divorced_pc,M_65_74_yr_Widowed_pc,M_65_74_yr_Never_married_pc,M_65_74_yr_Tot_pc,M_75_84_yr_Married_pc,M_75_84_yr_Separated_pc,M_75_84_yr_Divorced_pc,M_75_84_yr_Widowed_pc,M_75_84_yr_Never_married_pc,M_75_84_yr_Tot_pc,M_85ov_Married_pc,M_85ov_Separated_pc,M_85ov_Divorced_pc,M_85ov_Widowed_pc,M_85ov_Never_married_pc,M_85ov_Tot_pc,M_Tot_Married_pc,M_Tot_Separated_pc,M_Tot_Divorced_pc,M_Tot_Widowed_pc,M_Tot_Never_married_pc,M_Tot_Tot_pc,F_15_19_yr_Married_pc,F_15_19_yr_Separated_pc,F_15_19_yr_Divorced_pc,F_15_19_yr_Widowed_pc,F_15_19_yr_Never_married_pc,F_15_19_yr_Tot_pc,F_20_24_yr_Married_pc,F_20_24_yr_Separated_pc,F_20_24_yr_Divorced_pc,F_20_24_yr_Widowed_pc,F_20_24_yr_Never_married_pc,F_20_24_yr_Tot_pc,F_25_34_yr_Married_pc,F_25_34_yr_Separated_pc,F_25_34_yr_Divorced_pc,F_25_34_yr_Widowed_pc,F_25_34_yr_Never_married_pc,F_25_34_yr_Tot_pc,F_35_44_yr_Married_pc,F_35_44_yr_Separated_pc,F_35_44_yr_Divorced_pc,F_35_44_yr_Widowed_pc,F_35_44_yr_Never_married_pc,F_35_44_yr_Tot_pc,F_45_54_yr_Married_pc,F_45_54_yr_Separated_pc,F_45_54_yr_Divorced_pc,F_45_54_yr_Widowed_pc,F_45_54_yr_Never_married_pc,F_45_54_yr_Tot_pc,F_55_64_yr_Married_pc,F_55_64_yr_Separated_pc,F_55_64_yr_Divorced_pc,F_55_64_yr_Widowed_pc,F_55_64_yr_Never_married_pc,F_55_64_yr_Tot_pc,F_65_74_yr_Married_pc,F_65_74_yr_Separated_pc,F_65_74_yr_Divorced_pc,F_65_74_yr_Widowed_pc,F_65_74_yr_Never_married_pc,F_65_74_yr_Tot_pc,F_75_84_yr_Married_pc,F_75_84_yr_Separated_pc,F_75_84_yr_Divorced_pc,F_75_84_yr_Widowed_pc,F_75_84_yr_Never_married_pc,F_75_84_yr_Tot_pc,F_85ov_Married_pc,F_85ov_Separated_pc,F_85ov_Divorced_pc,F_85ov_Widowed_pc,F_85ov_Never_married_pc,F_85ov_Tot_pc,F_Tot_Married_pc,F_Tot_Separated_pc,F_Tot_Divorced_pc,F_Tot_Widowed_pc,F_Tot_Never_married_pc,F_Tot_Tot_pc,P_15_19_yr_Married_pc,P_15_19_yr_Separated_pc,P_15_19_yr_Divorced_pc,P_15_19_yr_Widowed_pc,P_15_19_yr_Never_married_pc,P_15_19_yr_Tot_pc,P_20_24_yr_Married_pc,P_20_24_yr_Separated_pc,P_20_24_yr_Divorced_pc,P_20_24_yr_Widowed_pc,P_20_24_yr_Never_married_pc,P_20_24_yr_Tot_pc,P_25_34_yr_Married_pc,P_25_34_yr_Separated_pc,P_25_34_yr_Divorced_pc,P_25_34_yr_Widowed_pc,P_25_34_yr_Never_married_pc,P_25_34_yr_Tot_pc,P_35_44_yr_Married_pc,P_35_44_yr_Separated_pc,P_35_44_yr_Divorced_pc,P_35_44_yr_Widowed_pc,P_35_44_yr_Never_married_pc,P_35_44_yr_Tot_pc,P_45_54_yr_Married_pc,P_45_54_yr_Separated_pc,P_45_54_yr_Divorced_pc,P_45_54_yr_Widowed_pc,P_45_54_yr_Never_married_pc,P_45_54_yr_Tot_pc,P_55_64_yr_Married_pc,P_55_64_yr_Separated_pc,P_55_64_yr_Divorced_pc,P_55_64_yr_Widowed_pc,P_55_64_yr_Never_married_pc,P_55_64_yr_Tot_pc,P_65_74_yr_Married_pc,P_65_74_yr_Separated_pc,P_65_74_yr_Divorced_pc,P_65_74_yr_Widowed_pc,P_65_74_yr_Never_married_pc,P_65_74_yr_Tot_pc,P_75_84_yr_Married_pc,P_75_84_yr_Separated_pc,P_75_84_yr_Divorced_pc,P_75_84_yr_Widowed_pc,P_75_84_yr_Never_married_pc,P_75_84_yr_Tot_pc,P_85ov_Married_pc,P_85ov_Separated_pc,P_85ov_Divorced_pc,P_85ov_Widowed_pc,P_85ov_Never_married_pc,P_85ov_Tot_pc,P_Tot_Married_pc,P_Tot_Separated_pc,P_Tot_Divorced_pc,P_Tot_Widowed_pc,P_Tot_Never_married_pc,P_Tot_Tot_pc
Essendon,0.0,0.0,0.0,0.0,0.0315,0.0317,0.0005,0.0001,0.0001,0.0,0.038,0.0392,0.0205,0.0005,0.0005,0.0,0.0789,0.1016,0.0469,0.0018,0.0038,0.0,0.0304,0.0862,0.0495,0.0029,0.007,0.0001,0.0173,0.0778,0.041,0.0021,0.008,0.0002,0.011,0.0656,0.0301,0.0007,0.0058,0.0014,0.0061,0.0464,0.0143,0.0002,0.0015,0.0009,0.0016,0.0219,0.0045,0.0,0.0001,0.0019,0.0002,0.0084,0.2102,0.0137,0.0315,0.007,0.2179,0.4806,0.0,0.0,0.0,0.0,0.0289,0.029,0.001,0.0001,0.0,0.0,0.0399,0.0418,0.0269,0.0009,0.0018,0.0,0.0777,0.1091,0.0503,0.0025,0.0053,0.0001,0.0302,0.0908,0.0495,0.0033,0.0111,0.0004,0.0174,0.0836,0.0409,0.0023,0.0129,0.0023,0.012,0.0697,0.0268,0.0013,0.0085,0.0055,0.0057,0.0508,0.0111,0.0001,0.0021,0.0096,0.0014,0.027,0.0018,0.0,0.0005,0.0117,0.0005,0.0162,0.2109,0.0158,0.046,0.0334,0.2147,0.5197,0.0,0.0,0.0,0.0,0.0597,0.0597,0.0018,0.0002,0.0001,0.0,0.08,0.0832,0.0487,0.0021,0.0031,0.0,0.1552,0.2096,0.0991,0.0051,0.0102,0.0001,0.0607,0.177,0.0981,0.0075,0.0184,0.0006,0.036,0.1615,0.082,0.0057,0.0212,0.003,0.0225,0.1363,0.0577,0.0031,0.0145,0.0074,0.0128,0.0986,0.025,0.0011,0.0049,0.0114,0.0035,0.0484,0.0069,0.0,0.0006,0.0143,0.0009,0.0242,0.4206,0.0281,0.0771,0.0417,0.4325,1.0
Eureka,0.0,0.0,0.0,0.0,0.0369,0.0369,0.0001,0.0,0.0,0.0,0.034,0.0351,0.0221,0.0003,0.0006,0.0,0.0555,0.0792,0.0455,0.0019,0.0036,0.0,0.0256,0.0792,0.0474,0.0033,0.0088,0.0,0.0174,0.0791,0.0461,0.0031,0.0106,0.0006,0.0113,0.0734,0.0451,0.0016,0.0089,0.0021,0.0041,0.0642,0.0197,0.0004,0.0024,0.0036,0.0007,0.0306,0.0037,0.0,0.0,0.0023,0.0001,0.0082,0.2316,0.0156,0.0388,0.012,0.1866,0.4862,0.0,0.0,0.0,0.0,0.0343,0.0345,0.0003,0.0,0.0,0.0,0.0324,0.034,0.0288,0.001,0.0004,0.0,0.0499,0.081,0.0492,0.0034,0.0055,0.0,0.0235,0.0848,0.0466,0.0036,0.0124,0.0008,0.0166,0.0825,0.0467,0.0029,0.0161,0.0025,0.0092,0.0798,0.0407,0.0016,0.0121,0.0085,0.0029,0.0677,0.0149,0.0002,0.0036,0.0117,0.001,0.0338,0.0018,0.0,0.0008,0.0112,0.0004,0.0158,0.2311,0.0177,0.0529,0.0386,0.1737,0.5136,0.0,0.0,0.0,0.0,0.0719,0.0721,0.0007,0.0,0.0,0.0,0.0663,0.0682,0.0503,0.002,0.0015,0.0,0.1046,0.1607,0.0953,0.0064,0.0101,0.0001,0.0493,0.1628,0.0943,0.0085,0.0214,0.0011,0.0347,0.1604,0.0927,0.0072,0.0264,0.0035,0.0207,0.1534,0.0847,0.0044,0.0227,0.0114,0.0078,0.1317,0.0353,0.0008,0.007,0.016,0.0022,0.0653,0.0069,0.0,0.0008,0.0148,0.0003,0.0242,0.4629,0.0343,0.0916,0.0508,0.3606,1.0
Euroa,0.0,0.0,0.0,0.0,0.0341,0.0341,0.0,0.0001,0.0,0.0,0.031,0.0312,0.0149,0.0004,0.0006,0.0,0.0439,0.0614,0.0303,0.0017,0.0029,0.0,0.0214,0.0596,0.0403,0.0039,0.01,0.0,0.0206,0.0765,0.052,0.0046,0.0156,0.0011,0.0155,0.0906,0.055,0.0037,0.015,0.003,0.0076,0.0883,0.0297,0.0008,0.006,0.0053,0.0013,0.0475,0.0065,0.0,0.0004,0.003,0.0003,0.0127,0.23,0.0204,0.0544,0.0181,0.1782,0.4995,0.0,0.0,0.0,0.0,0.0292,0.0292,0.0003,0.0,0.0,0.0,0.024,0.0246,0.0201,0.0006,0.0005,0.0,0.0373,0.0604,0.0324,0.0026,0.004,0.0,0.0211,0.0638,0.044,0.0045,0.0108,0.0006,0.0172,0.0785,0.0552,0.0045,0.0174,0.0048,0.0102,0.0937,0.0487,0.003,0.0151,0.0108,0.0028,0.0831,0.0234,0.0004,0.0049,0.0157,0.0007,0.0466,0.0028,0.0,0.0004,0.0145,0.0002,0.0206,0.226,0.0196,0.0573,0.0504,0.1462,0.5007,0.0,0.0,0.0,0.0,0.0628,0.0629,0.0006,0.0001,0.0,0.0,0.0555,0.0563,0.0356,0.0013,0.0012,0.0,0.0807,0.1218,0.0636,0.005,0.0082,0.0001,0.0431,0.122,0.0819,0.0089,0.0214,0.0011,0.0373,0.1529,0.1054,0.0096,0.0344,0.007,0.0255,0.1839,0.1049,0.0076,0.0313,0.0158,0.0119,0.1711,0.0532,0.002,0.0117,0.0213,0.0022,0.0946,0.0099,0.0001,0.001,0.0197,0.0006,0.0343,0.4555,0.0399,0.1124,0.0674,0.3245,1.0
Evelyn,0.0,0.0,0.0,0.0,0.0394,0.0396,0.0002,0.0,0.0,0.0,0.037,0.0372,0.0273,0.0004,0.0003,0.0,0.0526,0.082,0.0534,0.0015,0.0031,0.0,0.0222,0.0825,0.052,0.0025,0.0075,0.0,0.0152,0.0793,0.0507,0.0019,0.0087,0.0005,0.0072,0.0726,0.0419,0.0014,0.0057,0.0011,0.0023,0.0562,0.0235,0.0001,0.0019,0.0024,0.0004,0.0318,0.0043,0.0,0.0003,0.0016,0.0,0.0076,0.2541,0.0123,0.0331,0.0088,0.1789,0.4876,0.0,0.0,0.0,0.0,0.0376,0.0377,0.0004,0.0,0.0,0.0,0.0345,0.0359,0.0355,0.0003,0.0005,0.0,0.0447,0.0821,0.0561,0.0025,0.0045,0.0002,0.0185,0.0841,0.0544,0.0045,0.0114,0.0005,0.0121,0.0855,0.0503,0.0029,0.0151,0.0024,0.0044,0.0767,0.0402,0.0013,0.0106,0.0076,0.0015,0.063,0.0171,0.0003,0.0036,0.0114,0.0003,0.0345,0.0013,0.0,0.0002,0.0083,0.0001,0.0117,0.255,0.0169,0.0501,0.034,0.1558,0.5106,0.0,0.0,0.0,0.0,0.0772,0.0773,0.0005,0.0,0.0,0.0,0.071,0.072,0.0618,0.0014,0.0013,0.0,0.0978,0.1632,0.1088,0.0053,0.0089,0.0003,0.0414,0.1668,0.1051,0.0086,0.0205,0.0007,0.0269,0.1628,0.101,0.0057,0.0247,0.0034,0.0126,0.1507,0.0825,0.0037,0.0169,0.0099,0.0047,0.1188,0.0406,0.0007,0.0063,0.0143,0.0012,0.0661,0.0076,0.0,0.0007,0.0109,0.0003,0.0204,0.5094,0.0299,0.0827,0.0433,0.3351,1.0
Footscray,0.0,0.0,0.0,0.0,0.0225,0.0225,0.0004,0.0,0.0,0.0,0.0376,0.0384,0.0279,0.0003,0.0008,0.0001,0.1043,0.1345,0.0558,0.0026,0.0053,0.0001,0.0444,0.1102,0.0402,0.0022,0.0074,0.0,0.0236,0.0774,0.029,0.0022,0.0087,0.0,0.0133,0.0547,0.0184,0.0013,0.005,0.0009,0.0051,0.0341,0.0103,0.0002,0.0014,0.0008,0.0014,0.017,0.0027,0.0,0.0002,0.002,0.0001,0.0064,0.1863,0.0135,0.0325,0.0068,0.2572,0.4972,0.0,0.0,0.0,0.0,0.0217,0.0217,0.0008,0.0,0.0,0.0,0.0364,0.0383,0.0358,0.001,0.0015,0.0,0.0943,0.134,0.055,0.0033,0.007,0.0001,0.0393,0.1069,0.0386,0.0031,0.011,0.0002,0.0213,0.0769,0.0275,0.0022,0.0115,0.0024,0.0122,0.0574,0.0157,0.0008,0.0071,0.0052,0.0037,0.0354,0.0071,0.0001,0.0019,0.0081,0.0004,0.0207,0.0009,0.0001,0.0005,0.009,0.0003,0.0116,0.1832,0.016,0.0439,0.0281,0.2332,0.5032,0.0,0.0,0.0,0.0,0.0456,0.0456,0.0016,0.0,0.0,0.0,0.0744,0.0769,0.0633,0.0026,0.0034,0.0001,0.198,0.2687,0.1104,0.0066,0.0129,0.0002,0.084,0.2159,0.079,0.0066,0.0195,0.0005,0.0469,0.1536,0.0559,0.0056,0.0202,0.0027,0.0266,0.113,0.0344,0.0027,0.0135,0.0072,0.0104,0.0709,0.0185,0.0005,0.0044,0.01,0.0023,0.0373,0.0043,0.0001,0.0007,0.0114,0.0005,0.0193,0.3692,0.0294,0.0771,0.0351,0.4895,1.0
Frankston,0.0,0.0,0.0,0.0,0.0343,0.0344,0.0,0.0,0.0,0.0,0.0321,0.0323,0.0168,0.0006,0.0002,0.0,0.063,0.082,0.036,0.0025,0.0038,0.0,0.0343,0.0783,0.0378,0.0055,0.0091,0.0004,0.024,0.0796,0.0356,0.0036,0.0146,0.0005,0.0154,0.071,0.0334,0.0023,0.0106,0.002,0.0046,0.0566,0.022,0.0009,0.0039,0.0033,0.0008,0.0349,0.0051,0.0001,0.0004,0.0036,0.0003,0.0123,0.1882,0.0198,0.047,0.0133,0.2115,0.4817,0.0,0.0,0.0,0.0,0.0313,0.0313,0.0002,0.0,0.0,0.0,0.0318,0.033,0.0233,0.0008,0.0012,0.0,0.0575,0.0853,0.0406,0.0034,0.0066,0.0002,0.0307,0.084,0.037,0.0058,0.0143,0.0006,0.0211,0.0821,0.0344,0.0042,0.0198,0.0027,0.0117,0.0752,0.0307,0.0019,0.0162,0.0082,0.0044,0.0644,0.0176,0.0005,0.0076,0.0131,0.0007,0.0428,0.0029,0.0001,0.0017,0.0151,0.0009,0.0219,0.1896,0.0223,0.0713,0.0439,0.1904,0.518,0.0,0.0,0.0,0.0,0.0645,0.0647,0.0006,0.0,0.0,0.0,0.0649,0.0661,0.041,0.0018,0.0021,0.0,0.1199,0.1667,0.077,0.007,0.0115,0.0003,0.0657,0.1624,0.0741,0.0116,0.0259,0.0012,0.0455,0.1605,0.0704,0.0089,0.0345,0.0039,0.0259,0.147,0.0645,0.0052,0.0285,0.0113,0.0104,0.1221,0.0386,0.0019,0.0123,0.0185,0.0026,0.077,0.0094,0.0003,0.0023,0.02,0.0014,0.0354,0.3787,0.0428,0.1189,0.0575,0.4032,1.0
Geelong,0.0,0.0,0.0,0.0,0.0324,0.0325,0.0001,0.0,0.0,0.0,0.039,0.0395,0.0229,0.0005,0.0005,0.0,0.0651,0.0896,0.0436,0.0019,0.0033,0.0,0.0247,0.0742,0.0404,0.0027,0.0084,0.0002,0.0172,0.0743,0.0383,0.0027,0.0112,0.0006,0.0131,0.0681,0.0376,0.0017,0.0091,0.0017,0.0045,0.0576,0.0212,0.0004,0.0026,0.0021,0.0008,0.0309,0.0051,0.0001,0.0002,0.0029,0.0003,0.0102,0.2132,0.0145,0.0392,0.0107,0.2003,0.4771,0.0,0.0,0.0,0.0,0.0311,0.0312,0.0003,0.0,0.0,0.0,0.0373,0.0386,0.0278,0.0008,0.0007,0.0,0.0611,0.0914,0.0453,0.0029,0.0046,0.0001,0.026,0.081,0.0418,0.0047,0.0114,0.0005,0.0183,0.0787,0.0402,0.0033,0.0169,0.0031,0.0101,0.0761,0.0355,0.0018,0.0143,0.0075,0.0045,0.0652,0.017,0.0001,0.0055,0.0142,0.0016,0.0402,0.0024,0.0,0.0005,0.0144,0.0002,0.0187,0.2137,0.0185,0.0587,0.0419,0.1912,0.5221,0.0,0.0,0.0,0.0,0.0629,0.0632,0.0009,0.0,0.0,0.0,0.0762,0.0773,0.0509,0.0016,0.0019,0.0,0.1248,0.1808,0.0891,0.0056,0.0087,0.0001,0.0503,0.156,0.0835,0.0089,0.0206,0.0008,0.0364,0.1517,0.0793,0.0077,0.029,0.0044,0.0227,0.1451,0.0726,0.0038,0.0248,0.0112,0.0105,0.1244,0.0389,0.0007,0.0089,0.0175,0.0024,0.071,0.0087,0.0001,0.0011,0.018,0.0005,0.0301,0.4251,0.0339,0.0974,0.0538,0.3897,1.0
Gippsland East,0.0,0.0001,0.0,0.0,0.031,0.031,0.0001,0.0,0.0,0.0,0.0246,0.0249,0.0142,0.0002,0.0001,0.0,0.0375,0.0536,0.0277,0.0015,0.0023,0.0,0.0198,0.0538,0.0351,0.0032,0.0071,0.0001,0.0175,0.0639,0.0525,0.0039,0.0145,0.0012,0.0145,0.0897,0.0654,0.0046,0.0186,0.0044,0.0081,0.1034,0.0379,0.0007,0.0057,0.0051,0.0017,0.0545,0.0067,0.0001,0.0006,0.0034,0.0001,0.0141,0.2428,0.0192,0.0517,0.0178,0.1575,0.4898,0.0,0.0,0.0,0.0,0.0284,0.0285,0.0003,0.0,0.0,0.0,0.0223,0.0226,0.0188,0.0009,0.0004,0.0,0.0351,0.0592,0.0322,0.0025,0.004,0.0001,0.0188,0.0597,0.0382,0.0037,0.0109,0.0007,0.016,0.0722,0.0577,0.0044,0.0164,0.004,0.0115,0.0966,0.0618,0.0021,0.0157,0.0132,0.0032,0.0984,0.0275,0.0004,0.006,0.0174,0.0005,0.055,0.0032,0.0,0.0004,0.0148,0.0001,0.0187,0.242,0.0197,0.0571,0.0514,0.1392,0.5099,0.0,0.0001,0.0,0.0,0.0592,0.0593,0.0008,0.0,0.0,0.0,0.0459,0.0469,0.0339,0.0016,0.0011,0.0,0.0737,0.1134,0.0608,0.0052,0.0067,0.0001,0.0395,0.1142,0.0723,0.0077,0.0188,0.0008,0.0339,0.1364,0.1101,0.0098,0.0315,0.0059,0.0264,0.1857,0.127,0.008,0.0347,0.0184,0.0116,0.2017,0.0666,0.0013,0.0126,0.0236,0.0029,0.1088,0.0114,0.0002,0.0012,0.0185,0.0005,0.0333,0.484,0.0383,0.1098,0.0707,0.2972,1.0
Gippsland South,0.0,0.0,0.0,0.0,0.0337,0.0337,0.0001,0.0,0.0,0.0,0.0268,0.0277,0.0159,0.0007,0.0003,0.0,0.0445,0.0626,0.0355,0.0017,0.0032,0.0,0.023,0.0656,0.0405,0.0026,0.0067,0.0003,0.0188,0.0736,0.0541,0.0038,0.0148,0.0009,0.0143,0.0893,0.0584,0.0032,0.0148,0.0033,0.0073,0.0898,0.0298,0.0007,0.004,0.0037,0.0018,0.0427,0.0055,0.0,0.0003,0.0038,0.0002,0.0116,0.2423,0.0186,0.0484,0.0164,0.1713,0.497,0.0,0.0,0.0,0.0,0.0324,0.0324,0.0003,0.0,0.0,0.0,0.0224,0.0232,0.0198,0.0007,0.0005,0.0,0.0348,0.0592,0.036,0.0028,0.0046,0.0001,0.0196,0.0646,0.0444,0.004,0.011,0.0009,0.0166,0.0794,0.0569,0.004,0.0182,0.0038,0.0111,0.0959,0.0545,0.0017,0.0147,0.0097,0.003,0.0883,0.0206,0.0001,0.0037,0.0161,0.0003,0.0442,0.002,0.0001,0.0006,0.0125,0.0001,0.0172,0.2374,0.0183,0.0559,0.0481,0.1437,0.5036,0.0,0.0001,0.0,0.0,0.0647,0.0649,0.0009,0.0,0.0,0.0,0.0503,0.0516,0.036,0.0014,0.0012,0.0,0.0802,0.121,0.072,0.0052,0.0089,0.0002,0.0423,0.1313,0.0861,0.0088,0.0192,0.0014,0.0358,0.1514,0.1107,0.0084,0.0328,0.0062,0.0252,0.1856,0.1127,0.0064,0.0301,0.0161,0.0114,0.177,0.0506,0.0014,0.0093,0.0209,0.0025,0.0869,0.0094,0.0001,0.0012,0.0173,0.0003,0.0291,0.4802,0.0375,0.1051,0.0647,0.3152,1.0
Glen Waverley,0.0,0.0,0.0,0.0,0.0401,0.0401,0.0002,0.0,0.0,0.0,0.0426,0.0431,0.0189,0.0,0.0004,0.0,0.0458,0.0658,0.0569,0.0005,0.002,0.0,0.0129,0.0736,0.0594,0.0014,0.0036,0.0001,0.0094,0.0768,0.0547,0.0009,0.0044,0.0001,0.0053,0.0677,0.0461,0.0006,0.0029,0.0013,0.0021,0.0573,0.0343,0.0001,0.0014,0.0031,0.0003,0.0425,0.0105,0.0001,0.0002,0.0034,0.0002,0.0165,0.2816,0.0077,0.02,0.011,0.1618,0.4827,0.0,0.0,0.0,0.0,0.0369,0.0368,0.0004,0.0,0.0,0.0,0.0345,0.0352,0.0251,0.0002,0.0003,0.0,0.0327,0.0613,0.0666,0.0014,0.0032,0.0,0.011,0.0843,0.0645,0.0029,0.0075,0.0003,0.0083,0.0854,0.0544,0.0011,0.0084,0.0017,0.0037,0.0725,0.0467,0.0008,0.0076,0.0075,0.0016,0.0676,0.0272,0.0004,0.0026,0.0171,0.0005,0.0502,0.0043,0.0,0.0007,0.0159,0.0008,0.0237,0.2904,0.0112,0.0362,0.0446,0.1351,0.517,0.0,0.0,0.0,0.0,0.0773,0.0773,0.0009,0.0,0.0,0.0,0.077,0.0783,0.0433,0.0003,0.0013,0.0,0.0798,0.1267,0.1224,0.0027,0.0062,0.0,0.0242,0.1579,0.124,0.0057,0.0119,0.0007,0.0177,0.1622,0.1086,0.0031,0.0135,0.0019,0.0099,0.1394,0.0932,0.0019,0.0121,0.0097,0.0048,0.1239,0.062,0.0011,0.0058,0.0198,0.0016,0.092,0.0159,0.0002,0.0013,0.0211,0.001,0.0407,0.5712,0.0184,0.0563,0.0567,0.2969,1.0
Greenvale,0.0,0.0,0.0,0.0,0.0481,0.0485,0.0005,0.0,0.0,0.0,0.0483,0.0498,0.0304,0.0013,0.0003,0.0,0.058,0.0914,0.0581,0.0029,0.0029,0.0,0.0161,0.0822,0.0596,0.0029,0.006,0.0,0.0089,0.0801,0.0588,0.0025,0.0066,0.0004,0.005,0.0772,0.032,0.0008,0.003,0.0009,0.0009,0.0412,0.0138,0.0002,0.0008,0.0008,0.0001,0.0178,0.0012,0.0,0.0,0.0009,0.0001,0.0029,0.2567,0.0157,0.0246,0.0053,0.1866,0.4919,0.0,0.0,0.0,0.0,0.047,0.0473,0.0033,0.0,0.0,0.0,0.0448,0.049,0.045,0.0021,0.0018,0.0,0.0407,0.0917,0.0627,0.0048,0.0057,0.0002,0.0129,0.0888,0.0622,0.0051,0.0109,0.0008,0.0089,0.09,0.051,0.0033,0.0098,0.0039,0.0043,0.0752,0.0261,0.0009,0.0048,0.0083,0.0011,0.0433,0.0068,0.0001,0.0007,0.009,0.0001,0.0179,0.0005,0.0,0.0,0.0031,0.0,0.0043,0.2588,0.021,0.0375,0.0293,0.1617,0.5082,0.0001,0.0,0.0,0.0,0.0933,0.0934,0.0046,0.0,0.0,0.0,0.0939,0.099,0.0757,0.0035,0.003,0.0,0.0977,0.1823,0.1208,0.0084,0.0099,0.0003,0.0304,0.1704,0.1222,0.0091,0.0189,0.001,0.0181,0.1705,0.1094,0.008,0.0166,0.0052,0.01,0.151,0.0582,0.0028,0.0091,0.0103,0.0026,0.0849,0.021,0.0004,0.0021,0.0103,0.0003,0.0365,0.0025,0.0,0.0,0.0044,0.0001,0.0086,0.5176,0.0372,0.0625,0.0359,0.3471,1.0
Hastings,0.0,0.0,0.0,0.0,0.041,0.0409,0.0,0.0001,0.0,0.0,0.0381,0.0386,0.019,0.0004,0.0002,0.0,0.0543,0.0753,0.041,0.0018,0.0029,0.0,0.0249,0.074,0.0446,0.003,0.0079,0.0001,0.0175,0.0745,0.0465,0.0037,0.0132,0.0008,0.0094,0.0759,0.0438,0.0017,0.0099,0.002,0.0033,0.0631,0.0247,0.0003,0.0023,0.0032,0.0003,0.0341,0.0056,0.0001,0.0004,0.0023,0.0001,0.0093,0.2271,0.0144,0.0394,0.0127,0.1901,0.486,0.0,0.0,0.0,0.0,0.0361,0.0361,0.0002,0.0,0.0,0.0,0.0309,0.0315,0.0257,0.0009,0.0009,0.0,0.0488,0.0782,0.0456,0.0029,0.0058,0.0001,0.0227,0.0793,0.0463,0.0044,0.0144,0.0004,0.0162,0.0845,0.0491,0.004,0.018,0.0034,0.0081,0.085,0.0391,0.0017,0.015,0.009,0.002,0.0697,0.0188,0.0005,0.0058,0.0134,0.0002,0.0386,0.0029,0.0,0.0003,0.0087,0.0002,0.0135,0.2282,0.019,0.064,0.0384,0.1665,0.5164,0.0,0.0,0.0,0.0,0.0762,0.0761,0.0005,0.0001,0.0,0.0,0.0687,0.07,0.0439,0.0018,0.0013,0.0,0.1038,0.1519,0.0866,0.0058,0.0101,0.0001,0.0476,0.1535,0.0908,0.0099,0.0239,0.0007,0.0332,0.1588,0.0971,0.009,0.0315,0.005,0.0179,0.1606,0.0831,0.0044,0.0257,0.0121,0.0063,0.1331,0.0424,0.0011,0.009,0.0171,0.0008,0.0736,0.0085,0.0001,0.0009,0.0121,0.0004,0.0237,0.4546,0.0346,0.104,0.0499,0.3576,1.0
