district,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot,P_Tot_Tot_total
Niddrie,0.0,0.0,0.0,0.0,2000.0,2001.0,4.0,0.0,0.0,0.0,2032.0,2049.0,1045.0,6.0,11.0,5.0,2866.0,3981.0,2914.0,81.0,125.0,0.0,1184.0,4425.0,3163.0,169.0,425.0,3.0,888.0,4649.0,2714.0,133.0,498.0,11.0,411.0,3947.0,2409.0,24.0,248.0,70.0,155.0,3174.0,1882.0,9.0,82.0,151.0,44.0,2370.0,557.0,0.0,10.0,202.0,11.0,887.0,14760.0,738.0,1615.0,710.0,9780.0,27570.0,0.0,0.0,0.0,0.0,1913.0,1912.0,7.0,0.0,0.0,0.0,1756.0,1794.0,1383.0,26.0,17.0,0.0,2386.0,3921.0,3122.0,133.0,248.0,0.0,1021.0,4707.0,3243.0,259.0,648.0,23.0,744.0,4975.0,2814.0,160.0,702.0,153.0,394.0,4360.0,2529.0,83.0,452.0,565.0,107.0,3870.0,1437.0,8.0,159.0,1097.0,29.0,2900.0,175.0,0.0,30.0,959.0,8.0,1293.0,14774.0,887.0,2475.0,2965.0,8630.0,29759.0,0.0,0.0,0.0,0.0,3952.0,3955.0,31.0,0.0,0.0,0.0,3742.0,3788.0,2456.0,31.0,57.0,5.0,5238.0,7909.0,6046.0,266.0,478.0,11.0,2287.0,9164.0,6311.0,481.0,1081.0,42.0,1658.0,9636.0,5539.0,353.0,1238.0,195.0,949.0,8298.0,4941.0,197.0,774.0,676.0,376.0,7055.0,3352.0,59.0,314.0,1340.0,107.0,5281.0,817.0,6.0,51.0,1273.0,30.0,2236.0,29460.0,1620.0,4111.0,3711.0,18405.0,57378.0,57378.0
Northcote,0.0,0.0,0.0,0.0,1496.0,1496.0,3.0,0.0,0.0,0.0,1751.0,1762.0,838.0,16.0,19.0,0.0,5253.0,6176.0,2387.0,97.0,229.0,0.0,2699.0,5528.0,2527.0,127.0,378.0,0.0,1614.0,4765.0,1752.0,111.0,458.0,19.0,964.0,3338.0,1184.0,37.0,259.0,37.0,437.0,2089.0,790.0,12.0,105.0,88.0,79.0,1210.0,284.0,0.0,7.0,115.0,20.0,533.0,9888.0,591.0,1699.0,496.0,14307.0,26967.0,0.0,0.0,0.0,0.0,1568.0,1576.0,9.0,0.0,0.0,0.0,1870.0,1880.0,1178.0,17.0,42.0,0.0,5832.0,7129.0,2590.0,161.0,329.0,3.0,2810.0,5910.0,2554.0,193.0,478.0,8.0,1733.0,5098.0,1774.0,119.0,607.0,61.0,1040.0,3679.0,1125.0,46.0,444.0,245.0,443.0,2492.0,624.0,16.0,171.0,702.0,57.0,1576.0,95.0,0.0,26.0,635.0,22.0,896.0,10016.0,740.0,2370.0,1786.0,15388.0,30347.0,0.0,0.0,0.0,0.0,3054.0,3073.0,19.0,0.0,0.0,0.0,3628.0,3667.0,2038.0,54.0,91.0,0.0,11082.0,13381.0,4980.0,295.0,637.0,3.0,5493.0,11417.0,5203.0,368.0,860.0,17.0,3334.0,9918.0,3537.0,307.0,1088.0,102.0,1995.0,7117.0,2327.0,107.0,779.0,363.0,916.0,4554.0,1384.0,38.0,315.0,858.0,180.0,2870.0,407.0,9.0,40.0,794.0,36.0,1431.0,19882.0,1394.0,3984.0,2318.0,29718.0,57325.0,57325.0
Oakleigh,0.0,0.0,0.0,0.0,2165.0,2161.0,17.0,0.0,0.0,0.0,5075.0,5083.0,2597.0,35.0,81.0,0.0,7330.0,10182.0,4315.0,80.0,281.0,4.0,1811.0,6470.0,3139.0,145.0,443.0,0.0,1162.0,5027.0,2529.0,105.0,514.0,14.0,699.0,4046.0,1768.0,65.0,343.0,43.0,413.0,2752.0,1242.0,21.0,138.0,143.0,93.0,1746.0,489.0,0.0,18.0,209.0,14.0,881.0,16226.0,792.0,2098.0,604.0,18992.0,38686.0,0.0,0.0,0.0,0.0,2187.0,2195.0,119.0,4.0,3.0,0.0,4442.0,4645.0,3262.0,54.0,58.0,0.0,5560.0,9091.0,4054.0,128.0,359.0,4.0,1565.0,6252.0,3216.0,166.0,706.0,18.0,981.0,5269.0,2499.0,130.0,767.0,114.0,656.0,4343.0,1711.0,56.0,556.0,466.0,275.0,3225.0,1048.0,7.0,213.0,894.0,109.0,2459.0,198.0,0.0,38.0,929.0,47.0,1396.0,16164.0,893.0,2951.0,2656.0,15987.0,38767.0,0.0,0.0,0.0,0.0,4397.0,4399.0,178.0,4.0,3.0,0.0,9511.0,9827.0,5917.0,140.0,186.0,0.0,12840.0,19257.0,8323.0,280.0,732.0,8.0,3396.0,12819.0,6298.0,383.0,1214.0,35.0,2216.0,10304.0,4987.0,340.0,1319.0,178.0,1447.0,8394.0,3503.0,193.0,965.0,562.0,682.0,6058.0,2287.0,53.0,397.0,1113.0,232.0,4236.0,742.0,3.0,74.0,1208.0,79.0,2280.0,32311.0,1693.0,5029.0,3310.0,34967.0,77505.0,77505.0
Ovens Valley,0.0,0.0,0.0,0.0,1805.0,1808.0,0.0,0.0,0.0,0.0,1308.0,1343.0,834.0,13.0,16.0,0.0,2216.0,3113.0,1783.0,92.0,129.0,0.0,1169.0,3235.0,2143.0,124.0,327.0,3.0,995.0,3787.0,2657.0,194.0,731.0,35.0,644.0,4413.0,3008.0,117.0,716.0,168.0,334.0,4429.0,1811.0,47.0,202.0,259.0,66.0,2629.0,438.0,0.0,21.0,228.0,24.0,771.0,12756.0,853.0,2394.0,937.0,8707.0,25688.0,0.0,0.0,0.0,0.0,1634.0,1634.0,31.0,0.0,0.0,0.0,1239.0,1327.0,1111.0,51.0,14.0,0.0,1956.0,3219.0,1997.0,127.0,212.0,0.0,1034.0,3471.0,2364.0,208.0,615.0,39.0,883.0,4116.0,2813.0,222.0,844.0,186.0,458.0,4656.0,2880.0,99.0,695.0,534.0,141.0,4542.0,1374.0,42.0,233.0,1006.0,55.0,2852.0,218.0,0.0,19.0,831.0,17.0,1190.0,12782.0,956.0,2875.0,2795.0,7595.0,27060.0,0.0,0.0,0.0,0.0,3469.0,3476.0,54.0,0.0,0.0,0.0,2562.0,2640.0,1920.0,96.0,43.0,0.0,4185.0,6283.0,3738.0,273.0,381.0,0.0,2203.0,6714.0,4496.0,411.0,1038.0,48.0,1855.0,7964.0,5510.0,414.0,1534.0,296.0,1211.0,9061.0,5867.0,281.0,1438.0,745.0,522.0,9014.0,3185.0,102.0,563.0,1324.0,154.0,5424.0,729.0,0.0,73.0,1156.0,37.0,2052.0,25511.0,1814.0,5249.0,3772.0,16350.0,52746.0,52746.0
Pakenham,0.0,0.0,0.0,0.0,2277.0,2269.0,23.0,0.0,0.0,0.0,2243.0,2319.0,2581.0,60.0,51.0,3.0,3923.0,6596.0,4258.0,154.0,271.0,4.0,1302.0,6105.0,2590.0,182.0,572.0,3.0,698.0,4102.0,1856.0,142.0,430.0,25.0,270.0,2822.0,1533.0,64.0,236.0,52.0,55.0,2156.0,872.0,12.0,76.0,116.0,12.0,1232.0,154.0,0.0,4.0,87.0,5.0,282.0,13915.0,907.0,1880.0,415.0,10785.0,27911.0,0.0,0.0,0.0,0.0,2091.0,2100.0,101.0,4.0,0.0,0.0,2246.0,2418.0,3442.0,119.0,134.0,0.0,3457.0,7254.0,4075.0,313.0,411.0,9.0,1296.0,6198.0,2383.0,258.0,818.0,20.0,651.0,4283.0,1707.0,188.0,807.0,134.0,162.0,3232.0,1455.0,79.0,558.0,439.0,35.0,2681.0,621.0,7.0,135.0,542.0,17.0,1443.0,72.0,0.0,17.0,337.0,3.0,477.0,13938.0,1226.0,3023.0,1750.0,10169.0,30099.0,0.0,0.0,0.0,0.0,4339.0,4345.0,177.0,7.0,0.0,0.0,4435.0,4652.0,5992.0,247.0,212.0,3.0,7367.0,13874.0,8292.0,492.0,759.0,13.0,2614.0,12289.0,5010.0,534.0,1369.0,45.0,1306.0,8449.0,3543.0,436.0,1257.0,200.0,565.0,6013.0,2958.0,189.0,849.0,492.0,129.0,4781.0,1528.0,30.0,245.0,696.0,31.0,2724.0,254.0,0.0,27.0,461.0,8.0,834.0,27830.0,2093.0,4846.0,2166.0,20955.0,57990.0,57990.0
Pascoe Vale,0.0,0.0,0.0,0.0,1629.0,1638.0,14.0,0.0,0.0,0.0,2186.0,2246.0,1302.0,9.0,25.0,0.0,4797.0,6252.0,3071.0,66.0,204.0,5.0,2118.0,5651.0,2630.0,107.0,320.0,0.0,1186.0,4475.0,1931.0,89.0,417.0,17.0,728.0,3371.0,1338.0,33.0,260.0,32.0,306.0,2061.0,849.0,25.0,71.0,106.0,66.0,1283.0,367.0,0.0,11.0,199.0,7.0,721.0,11680.0,594.0,1624.0,540.0,13181.0,27619.0,0.0,0.0,0.0,0.0,1599.0,1604.0,55.0,4.0,0.0,0.0,2032.0,2150.0,1773.0,46.0,102.0,0.0,4692.0,6669.0,3219.0,110.0,292.0,5.0,2133.0,5892.0,2581.0,166.0,562.0,38.0,1271.0,4805.0,1896.0,135.0,601.0,85.0,672.0,3528.0,1204.0,42.0,439.0,331.0,331.0,2475.0,655.0,6.0,112.0,774.0,38.0,1685.0,132.0,0.0,27.0,974.0,22.0,1318.0,11622.0,845.0,2366.0,2347.0,12885.0,30098.0,0.0,0.0,0.0,0.0,3196.0,3196.0,132.0,4.0,0.0,0.0,4225.0,4406.0,3070.0,68.0,167.0,3.0,9518.0,12949.0,6337.0,259.0,579.0,9.0,4278.0,11490.0,5290.0,362.0,980.0,54.0,2521.0,9248.0,3845.0,298.0,1053.0,128.0,1451.0,6835.0,2514.0,116.0,738.0,396.0,674.0,4506.0,1508.0,45.0,228.0,929.0,123.0,2991.0,609.0,10.0,36.0,1261.0,41.0,2063.0,23296.0,1438.0,3948.0,2909.0,26182.0,57772.0,57772.0
Point Cook,0.0,0.0,0.0,0.0,2828.0,2827.0,11.0,0.0,0.0,0.0,2361.0,2387.0,2225.0,22.0,33.0,0.0,3717.0,6086.0,7192.0,165.0,327.0,0.0,1486.0,9282.0,4369.0,189.0,542.0,3.0,790.0,6106.0,2663.0,157.0,450.0,6.0,330.0,3815.0,1975.0,53.0,164.0,32.0,101.0,2564.0,674.0,6.0,31.0,75.0,9.0,938.0,108.0,0.0,5.0,50.0,3.0,214.0,19425.0,869.0,1862.0,337.0,11754.0,34324.0,0.0,0.0,0.0,0.0,2446.0,2451.0,60.0,0.0,0.0,0.0,2183.0,2344.0,3474.0,106.0,86.0,0.0,3036.0,6803.0,7203.0,249.0,485.0,0.0,1386.0,9453.0,3921.0,318.0,735.0,45.0,815.0,6023.0,2621.0,173.0,656.0,176.0,233.0,4046.0,1743.0,61.0,371.0,471.0,77.0,2866.0,450.0,3.0,84.0,487.0,11.0,1175.0,42.0,0.0,4.0,285.0,0.0,421.0,19533.0,1226.0,2677.0,1726.0,10363.0,35555.0,0.0,0.0,0.0,0.0,5228.0,5228.0,119.0,0.0,0.0,0.0,4625.0,4794.0,5676.0,169.0,161.0,0.0,6759.0,12882.0,14412.0,499.0,901.0,0.0,2921.0,18788.0,8252.0,626.0,1335.0,66.0,1659.0,12025.0,5323.0,349.0,1172.0,242.0,694.0,7898.0,3666.0,189.0,650.0,568.0,192.0,5384.0,1291.0,16.0,145.0,606.0,21.0,2184.0,225.0,0.0,16.0,331.0,0.0,672.0,38992.0,2102.0,4584.0,2054.0,22214.0,69947.0,69947.0
Polwarth,0.0,0.0,0.0,0.0,1993.0,2001.0,10.0,0.0,0.0,0.0,1641.0,1657.0,831.0,0.0,8.0,3.0,2734.0,3640.0,2451.0,81.0,161.0,0.0,1392.0,4242.0,2749.0,150.0,429.0,4.0,1073.0,4575.0,3009.0,138.0,639.0,27.0,760.0,4813.0,3200.0,99.0,590.0,106.0,375.0,4583.0,1586.0,24.0,145.0,219.0,75.0,2241.0,320.0,4.0,15.0,168.0,17.0,594.0,14348.0,835.0,2188.0,788.0,10202.0,28319.0,0.0,0.0,0.0,0.0,1856.0,1868.0,8.0,0.0,0.0,0.0,1344.0,1381.0,1175.0,21.0,17.0,0.0,2403.0,3704.0,2746.0,138.0,234.0,0.0,1338.0,4524.0,2836.0,179.0,628.0,27.0,925.0,4716.0,3056.0,156.0,816.0,161.0,561.0,4969.0,2938.0,83.0,582.0,466.0,246.0,4538.0,1196.0,12.0,256.0,758.0,49.0,2424.0,136.0,0.0,15.0,742.0,9.0,996.0,14189.0,905.0,2788.0,2372.0,8910.0,29234.0,0.0,0.0,0.0,0.0,3902.0,3908.0,31.0,0.0,0.0,0.0,2982.0,3039.0,2013.0,15.0,44.0,3.0,5099.0,7302.0,5164.0,279.0,463.0,5.0,2700.0,8778.0,5614.0,429.0,1077.0,35.0,2091.0,9261.0,6139.0,439.0,1538.0,234.0,1365.0,9721.0,6199.0,261.0,1285.0,620.0,679.0,9140.0,2817.0,52.0,431.0,1050.0,159.0,4675.0,539.0,8.0,34.0,985.0,25.0,1712.0,28603.0,1727.0,5008.0,3224.0,19056.0,57551.0,57551.0
Prahran,0.0,0.0,0.0,0.0,855.0,855.0,6.0,0.0,0.0,0.0,2438.0,2465.0,1413.0,21.0,59.0,6.0,9661.0,11301.0,2356.0,136.0,342.0,0.0,3862.0,6776.0,1436.0,132.0,421.0,0.0,1755.0,3859.0,1370.0,121.0,509.0,18.0,1001.0,3139.0,1168.0,79.0,428.0,47.0,432.0,2253.0,883.0,24.0,203.0,81.0,113.0,1408.0,213.0,7.0,23.0,88.0,44.0,491.0,8828.0,753.0,2307.0,314.0,20345.0,32642.0,0.0,0.0,0.0,0.0,882.0,889.0,18.0,0.0,0.0,0.0,3222.0,3282.0,1840.0,80.0,142.0,0.0,10061.0,12254.0,2234.0,143.0,388.0,3.0,3450.0,6208.0,1449.0,127.0,636.0,3.0,1435.0,3748.0,1360.0,101.0,737.0,61.0,734.0,3137.0,1171.0,44.0,694.0,260.0,380.0,2674.0,600.0,10.0,223.0,508.0,115.0,1618.0,89.0,0.0,65.0,449.0,24.0,748.0,8874.0,801.0,3034.0,1596.0,20346.0,34605.0,0.0,0.0,0.0,0.0,1774.0,1773.0,42.0,0.0,0.0,0.0,5663.0,5716.0,3316.0,131.0,283.0,6.0,19723.0,23557.0,4534.0,334.0,788.0,6.0,7174.0,12955.0,2860.0,351.0,1112.0,5.0,3198.0,7637.0,2693.0,293.0,1280.0,111.0,1767.0,6265.0,2312.0,157.0,1149.0,332.0,867.0,4940.0,1503.0,45.0,446.0,635.0,291.0,3049.0,371.0,7.0,100.0,638.0,93.0,1290.0,17684.0,1502.0,5352.0,2015.0,40642.0,67173.0,67173.0
Preston,0.0,0.0,0.0,0.0,1548.0,1554.0,15.0,0.0,0.0,0.0,2377.0,2450.0,1673.0,41.0,34.0,0.0,5148.0,6997.0,2981.0,95.0,255.0,0.0,2426.0,5881.0,2524.0,179.0,477.0,9.0,1510.0,4793.0,1829.0,144.0,570.0,30.0,943.0,3646.0,1461.0,108.0,412.0,86.0,325.0,2613.0,1263.0,27.0,83.0,239.0,63.0,1819.0,506.0,10.0,9.0,240.0,15.0,884.0,12319.0,941.0,2020.0,792.0,14476.0,30537.0,0.0,0.0,0.0,0.0,1496.0,1510.0,101.0,0.0,0.0,0.0,2014.0,2186.0,2170.0,35.0,99.0,0.0,4444.0,6944.0,2994.0,205.0,379.0,20.0,2318.0,5980.0,2370.0,180.0,610.0,18.0,1441.0,4757.0,1833.0,183.0,791.0,150.0,866.0,3871.0,1470.0,94.0,518.0,605.0,221.0,3016.0,949.0,14.0,185.0,939.0,32.0,2342.0,192.0,0.0,24.0,1044.0,22.0,1368.0,12239.0,946.0,2762.0,2996.0,13079.0,32056.0,0.0,0.0,0.0,0.0,3063.0,3080.0,158.0,0.0,0.0,0.0,4404.0,4580.0,3929.0,130.0,166.0,3.0,9643.0,13935.0,6043.0,385.0,683.0,21.0,4707.0,11851.0,4868.0,447.0,1149.0,35.0,3033.0,9557.0,3672.0,401.0,1319.0,204.0,1789.0,7515.0,2931.0,254.0,947.0,762.0,612.0,5630.0,2150.0,59.0,298.0,1241.0,144.0,4110.0,713.0,10.0,48.0,1387.0,50.0,2292.0,24541.0,1891.0,4801.0,3791.0,27584.0,62549.0,62549.0
Richmond,0.0,0.0,0.0,0.0,818.0,819.0,18.0,0.0,0.0,0.0,2190.0,2234.0,1024.0,28.0,48.0,0.0,9332.0,10493.0,2025.0,97.0,331.0,0.0,3710.0,6274.0,1540.0,148.0,472.0,11.0,1650.0,3892.0,1373.0,107.0,513.0,14.0,999.0,3155.0,978.0,40.0,400.0,23.0,376.0,2005.0,536.0,8.0,82.0,47.0,103.0,945.0,112.0,3.0,3.0,39.0,6.0,279.0,7736.0,656.0,2012.0,320.0,19303.0,30004.0,0.0,0.0,0.0,0.0,941.0,941.0,25.0,0.0,0.0,0.0,2583.0,2612.0,1336.0,85.0,125.0,0.0,9266.0,10932.0,1970.0,122.0,338.0,13.0,2980.0,5586.0,1560.0,156.0,557.0,48.0,1329.0,3723.0,1215.0,115.0,706.0,75.0,687.0,2958.0,893.0,50.0,510.0,293.0,368.0,2186.0,322.0,6.0,191.0,377.0,73.0,1176.0,30.0,0.0,18.0,306.0,29.0,464.0,7551.0,773.0,2703.0,1287.0,18412.0,30672.0,0.0,0.0,0.0,0.0,1783.0,1789.0,57.0,0.0,0.0,0.0,4713.0,4776.0,2372.0,135.0,220.0,0.0,18606.0,21388.0,4042.0,262.0,743.0,10.0,6689.0,11848.0,3082.0,377.0,1021.0,66.0,3005.0,7590.0,2620.0,296.0,1257.0,155.0,1727.0,6109.0,1947.0,132.0,949.0,348.0,740.0,4252.0,904.0,12.0,314.0,431.0,247.0,2071.0,195.0,3.0,35.0,374.0,51.0,779.0,15298.0,1439.0,4711.0,1619.0,37626.0,60726.0,60726.0
Ringwood,0.0,0.0,0.0,0.0,2332.0,2345.0,13.0,0.0,0.0,0.0,2307.0,2331.0,1754.0,6.0,22.0,0.0,3589.0,5441.0,4206.0,70.0,171.0,0.0,1449.0,6088.0,3388.0,170.0,478.0,5.0,1119.0,5320.0,2664.0,150.0,501.0,6.0,696.0,4062.0,2189.0,46.0,399.0,87.0,259.0,3155.0,1403.0,21.0,109.0,138.0,68.0,1958.0,505.0,3.0,14.0,247.0,6.0,836.0,16256.0,727.0,2044.0,690.0,11976.0,31653.0,0.0,0.0,0.0,0.0,1997.0,1997.0,66.0,0.0,0.0,0.0,2084.0,2170.0,2357.0,34.0,57.0,0.0,3045.0,5547.0,4543.0,151.0,303.0,14.0,1372.0,6437.0,3333.0,179.0,747.0,34.0,1015.0,5562.0,2595.0,151.0,819.0,119.0,631.0,4462.0,2017.0,42.0,777.0,491.0,231.0,3710.0,1175.0,17.0,387.0,861.0,81.0,2647.0,210.0,0.0,71.0,957.0,11.0,1319.0,16460.0,942.0,3405.0,2731.0,10641.0,34115.0,0.0,0.0,0.0,0.0,4322.0,4324.0,106.0,0.0,0.0,0.0,4365.0,4510.0,4151.0,50.0,112.0,0.0,6617.0,11079.0,8809.0,300.0,583.0,14.0,2800.0,12649.0,6825.0,433.0,1216.0,34.0,2213.0,10832.0,5285.0,324.0,1401.0,170.0,1308.0,8612.0,4193.0,136.0,1253.0,639.0,556.0,6924.0,2668.0,55.0,598.0,1104.0,165.0,4664.0,778.0,3.0,125.0,1285.0,14.0,2253.0,32731.0,1683.0,5401.0,3370.0,22613.0,65757.0,65757.0
Ripon,0.0,0.0,0.0,0.0,1904.0,1904.0,14.0,0.0,0.0,0.0,1567.0,1607.0,991.0,20.0,9.0,0.0,2455.0,3542.0,2011.0,115.0,120.0,0.0,1400.0,3756.0,2427.0,163.0,571.0,9.0,1366.0,4636.0,2872.0,301.0,901.0,60.0,982.0,5159.0,3056.0,213.0,884.0,216.0,497.0,5040.0,1606.0,50.0,253.0,330.0,113.0,2569.0,285.0,0.0,11.0,241.0,21.0,676.0,13453.0,1179.0,2858.0,1041.0,10489.0,28981.0,0.0,0.0,0.0,0.0,1824.0,1827.0,31.0,3.0,0.0,0.0,1366.0,1446.0,1202.0,30.0,31.0,0.0,2088.0,3488.0,2103.0,88.0,199.0,3.0,1069.0,3677.0,2486.0,216.0,662.0,25.0,911.0,4564.0,2968.0,187.0,943.0,225.0,645.0,5064.0,2751.0,110.0,745.0,612.0,246.0,4658.0,1110.0,21.0,202.0,860.0,46.0,2436.0,163.0,3.0,18.0,690.0,12.0,998.0,12985.0,1058.0,3095.0,2708.0,8430.0,28250.0,0.0,0.0,0.0,0.0,3812.0,3821.0,51.0,3.0,0.0,0.0,2978.0,3096.0,2133.0,81.0,53.0,0.0,4578.0,7013.0,4101.0,261.0,374.0,3.0,2523.0,7480.0,4950.0,490.0,1253.0,65.0,2312.0,9210.0,5861.0,531.0,1834.0,350.0,1648.0,10267.0,5815.0,405.0,1638.0,904.0,818.0,9694.0,2785.0,87.0,517.0,1247.0,228.0,5013.0,495.0,3.0,44.0,980.0,35.0,1712.0,26361.0,2262.0,5929.0,3757.0,18917.0,57242.0,57242.0
Rowville,0.0,0.0,0.0,0.0,2385.0,2387.0,6.0,0.0,0.0,0.0,2572.0,2594.0,1089.0,0.0,13.0,0.0,2872.0,3985.0,3236.0,84.0,95.0,0.0,967.0,4416.0,3550.0,99.0,334.0,0.0,549.0,4766.0,4041.0,96.0,367.0,20.0,267.0,4933.0,2822.0,19.0,205.0,73.0,75.0,3436.0,1323.0,6.0,55.0,126.0,17.0,1670.0,290.0,14.0,12.0,118.0,0.0,502.0,16483.0,535.0,1297.0,516.0,9831.0,28788.0,0.0,0.0,0.0,0.0,2279.0,2277.0,6.0,0.0,0.0,0.0,2170.0,2190.0,1546.0,15.0,37.0,0.0,2269.0,3973.0,3552.0,131.0,208.0,0.0,729.0,4789.0,3930.0,176.0,581.0,37.0,490.0,5398.0,3973.0,109.0,663.0,112.0,214.0,5309.0,2447.0,73.0,445.0,473.0,73.0,3584.0,986.0,10.0,174.0,729.0,20.0,2096.0,145.0,0.0,29.0,603.0,3.0,894.0,16688.0,754.0,2426.0,2223.0,8470.0,30619.0,0.0,0.0,0.0,0.0,4696.0,4714.0,36.0,0.0,0.0,0.0,4808.0,4871.0,2587.0,38.0,73.0,0.0,5166.0,7979.0,6831.0,280.0,399.0,8.0,1641.0,9166.0,7602.0,391.0,967.0,42.0,1127.0,10188.0,8056.0,279.0,1103.0,174.0,542.0,10292.0,5233.0,123.0,715.0,590.0,226.0,7036.0,2404.0,33.0,268.0,945.0,50.0,3774.0,497.0,18.0,32.0,778.0,21.0,1445.0,33158.0,1364.0,3771.0,2735.0,18295.0,59352.0,59352.0
