district,Neg_Nil_inc_fam_households,Neg_Nil_inc_fam_households_pc,Neg_Nil_inc_Non_fam_househlds,Neg_Nil_inc_Non_fam_househlds_pc,Negative_Nil_income_Tot,Negative_Nil_income_Tot_pc,HI_1_149_Family_households,HI_1_149_Family_households_pc,HI_1_149_Non_family_hseholds,HI_1_149_Non_family_hseholds_pc,HI_1_149_Tot,HI_1_149_Tot_pc,HI_150_299_Family_households,HI_150_299_Family_households_pc,HI_150_299_Non_fam_househlds,HI_150_299_Non_fam_househlds_pc,HI_150_299_Tot,HI_150_299_Tot_pc,HI_300_399_Family_households,HI_300_399_Family_households_pc,HI_300_399_Non_fam_househlds,HI_300_399_Non_fam_househlds_pc,HI_300_399_Tot,HI_300_399_Tot_pc,HI_400_499_Family_households,HI_400_499_Family_households_pc,HI_400_499_Non_fam_househlds,HI_400_499_Non_fam_househlds_pc,HI_400_499_Tot,HI_400_499_Tot_pc,HI_500_649_Family_households,HI_500_649_Family_households_pc,HI_500_649_Non_fam_househlds,HI_500_649_Non_fam_househlds_pc,HI_500_649_Tot,HI_500_649_Tot_pc,HI_650_799_Family_households,HI_650_799_Family_households_pc,HI_650_799_Non_fam_househlds,HI_650_799_Non_fam_househlds_pc,HI_650_799_Tot,HI_650_799_Tot_pc,HI_800_999_Fam_households,HI_800_999_Fam_households_pc,HI_800_999_Non_fam_hsehlds,HI_800_999_Non_fam_hsehlds_pc,HI_800_999_Tot,HI_800_999_Tot_pc,HI_1000_1249_Fam_households,HI_1000_1249_Fam_households_pc,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Non_fam_hsehlds_pc,HI_1000_1249_Tot,HI_1000_1249_Tot_pc,HI_1250_1499_Fam_households,HI_1250_1499_Fam_households_pc,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Non_fam_hsehlds_pc,HI_1250_1499_Tot,HI_1250_1499_Tot_pc,HI_1500_1749_Fam_households,HI_1500_1749_Fam_households_pc,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Non_fam_hsehlds_pc,HI_1500_1749_Tot,HI_1500_1749_Tot_pc,HI_1750_1999_Fam_households,HI_1750_1999_Fam_households_pc,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Non_fam_hsehlds_pc,HI_1750_1999_Tot,HI_1750_1999_Tot_pc,HI_2000_2499_Fam_households,HI_2000_2499_Fam_households_pc,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Non_fam_hsehlds_pc,HI_2000_2499_Tot,HI_2000_2499_Tot_pc,HI_2500_2999_Fam_households,HI_2500_2999_Fam_households_pc,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Non_fam_hsehlds_pc,HI_2500_2999_Tot,HI_2500_2999_Tot_pc,HI_3000_3499_Fam_households,HI_3000_3499_Fam_households_pc,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Non_fam_hsehlds_pc,HI_3000_3499_Tot,HI_3000_3499_Tot_pc,HI_3500_3999_Fam_households,HI_3500_3999_Fam_households_pc,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Non_fam_hsehlds_pc,HI_3500_3999_Tot,HI_3500_3999_Tot_pc,HI_4000_more_Fam_households,HI_4000_more_Fam_households_pc,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Non_fam_hsehlds_pc,HI_4000_more_Tot,HI_4000_more_Tot_pc,Part_inc_stated_Fam_household,Part_inc_stated_Fam_household_pc,Part_inc_std_Non_fam_hhds,Part_inc_std_Non_fam_hhds_pc,Partial_income_stated_Tot,Partial_income_stated_Tot_pc,All_incomes_ns_Famly_househld,All_incomes_ns_Famly_househld_pc,All_inc_ns_Non_famly_househld,All_inc_ns_Non_famly_househld_pc,All_incomes_not_stated_Tot,All_incomes_not_stated_Tot_pc,Tot_Family_households,Tot_Family_households_pc,Tot_Non_family_households,Tot_Non_family_households_pc,Tot_Tot,Tot_Tot_pc,Tot_Tot_total
Mornington,92.0,0.0038,157.0,0.0065,316.0,0.0131,47.0,0.0019,65.0,0.0027,144.0,0.006,21.0,0.0009,152.0,0.0063,226.0,0.0094,25.0,0.001,292.0,0.0121,371.0,0.0154,237.0,0.0098,1067.0,0.0442,1343.0,0.0556,200.0,0.0083,764.0,0.0317,1023.0,0.0424,849.0,0.0352,527.0,0.0218,1386.0,0.0574,813.0,0.0337,440.0,0.0182,1355.0,0.0561,1091.0,0.0452,487.0,0.0202,1686.0,0.0698,1166.0,0.0483,302.0,0.0125,1505.0,0.0623,750.0,0.0311,262.0,0.0109,1089.0,0.0451,882.0,0.0365,211.0,0.0087,1061.0,0.044,1959.0,0.0812,360.0,0.0149,2343.0,0.0971,1699.0,0.0704,20.0,0.0008,1730.0,0.0717,1546.0,0.064,50.0,0.0021,1628.0,0.0674,1098.0,0.0455,3.0,0.0001,1131.0,0.0469,3809.0,0.1578,162.0,0.0067,3990.0,0.1653,1007.0,0.0417,4.0,0.0002,1064.0,0.0441,168.0,0.007,236.0,0.0098,478.0,0.0198,17922.0,0.7425,6224.0,0.2579,24138.0,1.0,24138.0
Morwell,157.0,0.0055,294.0,0.0103,510.0,0.0179,23.0,0.0008,73.0,0.0026,137.0,0.0048,51.0,0.0018,356.0,0.0125,440.0,0.0154,85.0,0.003,870.0,0.0305,1015.0,0.0355,410.0,0.0144,2164.0,0.0758,2597.0,0.0909,484.0,0.0169,1152.0,0.0403,1675.0,0.0586,1537.0,0.0538,634.0,0.0222,2196.0,0.0769,1439.0,0.0504,823.0,0.0288,2253.0,0.0789,1372.0,0.048,809.0,0.0283,2201.0,0.0771,1549.0,0.0542,514.0,0.018,2116.0,0.0741,1036.0,0.0363,454.0,0.0159,1493.0,0.0523,1116.0,0.0391,260.0,0.0091,1502.0,0.0526,2244.0,0.0786,357.0,0.0125,2673.0,0.0936,1646.0,0.0576,27.0,0.0009,1672.0,0.0585,1134.0,0.0397,61.0,0.0021,1296.0,0.0454,592.0,0.0207,5.0,0.0002,615.0,0.0215,1561.0,0.0547,103.0,0.0036,1768.0,0.0619,1204.0,0.0422,47.0,0.0016,1300.0,0.0455,268.0,0.0094,496.0,0.0174,810.0,0.0284,18431.0,0.6453,10065.0,0.3524,28561.0,1.0,28561.0
Mulgrave,309.0,0.0117,287.0,0.0108,730.0,0.0275,57.0,0.0021,60.0,0.0023,174.0,0.0066,67.0,0.0025,199.0,0.0075,327.0,0.0123,43.0,0.0016,480.0,0.0181,601.0,0.0227,385.0,0.0145,1356.0,0.0511,1701.0,0.0642,257.0,0.0097,589.0,0.0222,948.0,0.0358,1334.0,0.0503,459.0,0.0173,1804.0,0.068,1177.0,0.0444,548.0,0.0207,1798.0,0.0678,1332.0,0.0502,560.0,0.0211,1914.0,0.0722,1638.0,0.0618,381.0,0.0144,2019.0,0.0762,1235.0,0.0466,259.0,0.0098,1492.0,0.0563,1217.0,0.0459,167.0,0.0063,1543.0,0.0582,2465.0,0.093,339.0,0.0128,2916.0,0.11,1805.0,0.0681,60.0,0.0023,1939.0,0.0731,1401.0,0.0528,69.0,0.0026,1511.0,0.057,872.0,0.0329,21.0,0.0008,893.0,0.0337,2184.0,0.0824,101.0,0.0038,2385.0,0.09,1105.0,0.0417,113.0,0.0043,1276.0,0.0481,191.0,0.0072,182.0,0.0069,441.0,0.0166,19440.0,0.7333,7086.0,0.2673,26512.0,1.0,26512.0
Murray Plains,144.0,0.0057,168.0,0.0067,455.0,0.0181,48.0,0.0019,66.0,0.0026,152.0,0.0061,28.0,0.0011,231.0,0.0092,295.0,0.0118,99.0,0.0039,592.0,0.0236,745.0,0.0297,413.0,0.0165,1709.0,0.0681,2139.0,0.0852,396.0,0.0158,938.0,0.0374,1392.0,0.0555,1411.0,0.0562,549.0,0.0219,2054.0,0.0818,1213.0,0.0483,801.0,0.0319,2001.0,0.0797,1310.0,0.0522,675.0,0.0269,2016.0,0.0803,1529.0,0.0609,396.0,0.0158,1993.0,0.0794,1104.0,0.044,293.0,0.0117,1448.0,0.0577,1111.0,0.0443,125.0,0.005,1371.0,0.0546,2258.0,0.09,258.0,0.0103,2575.0,0.1026,1538.0,0.0613,15.0,0.0006,1547.0,0.0616,925.0,0.0368,34.0,0.0014,989.0,0.0394,491.0,0.0196,3.0,0.0001,520.0,0.0207,1092.0,0.0435,53.0,0.0021,1238.0,0.0493,1127.0,0.0449,22.0,0.0009,1207.0,0.0481,318.0,0.0127,487.0,0.0194,862.0,0.0343,16971.0,0.6761,8136.0,0.3241,25102.0,1.0,25102.0
Narracan,142.0,0.0057,167.0,0.0067,380.0,0.0153,40.0,0.0016,56.0,0.0022,129.0,0.0052,47.0,0.0019,171.0,0.0069,273.0,0.011,49.0,0.002,375.0,0.0151,466.0,0.0187,295.0,0.0119,1164.0,0.0468,1501.0,0.0603,290.0,0.0116,808.0,0.0325,1180.0,0.0474,1218.0,0.0489,492.0,0.0198,1760.0,0.0707,1067.0,0.0429,606.0,0.0243,1735.0,0.0697,1341.0,0.0539,563.0,0.0226,1837.0,0.0738,1437.0,0.0577,355.0,0.0143,1840.0,0.0739,1087.0,0.0437,280.0,0.0112,1447.0,0.0581,1169.0,0.047,197.0,0.0079,1486.0,0.0597,2510.0,0.1008,326.0,0.0131,2814.0,0.113,1746.0,0.0701,21.0,0.0008,1810.0,0.0727,1348.0,0.0542,31.0,0.0012,1412.0,0.0567,768.0,0.0309,5.0,0.0002,766.0,0.0308,1871.0,0.0752,63.0,0.0025,1969.0,0.0791,1185.0,0.0476,10.0,0.0004,1238.0,0.0497,274.0,0.011,257.0,0.0103,592.0,0.0238,18269.0,0.7339,6616.0,0.2658,24893.0,1.0,24893.0
Narre Warren North,213.0,0.0083,128.0,0.005,407.0,0.0159,42.0,0.0016,42.0,0.0016,107.0,0.0042,38.0,0.0015,81.0,0.0032,182.0,0.0071,85.0,0.0033,255.0,0.01,392.0,0.0153,268.0,0.0105,838.0,0.0328,1171.0,0.0458,351.0,0.0137,410.0,0.016,860.0,0.0336,1169.0,0.0457,249.0,0.0097,1495.0,0.0584,979.0,0.0383,397.0,0.0155,1447.0,0.0566,1312.0,0.0513,515.0,0.0201,1832.0,0.0716,1652.0,0.0646,339.0,0.0133,2068.0,0.0808,1181.0,0.0462,256.0,0.01,1503.0,0.0587,1430.0,0.0559,146.0,0.0057,1611.0,0.063,2906.0,0.1136,283.0,0.0111,3227.0,0.1261,2206.0,0.0862,40.0,0.0016,2286.0,0.0894,1605.0,0.0627,29.0,0.0011,1663.0,0.065,1029.0,0.0402,0.0,0.0,1066.0,0.0417,2068.0,0.0808,51.0,0.002,2211.0,0.0864,1164.0,0.0455,20.0,0.0008,1204.0,0.0471,179.0,0.007,110.0,0.0043,359.0,0.014,20401.0,0.7974,5142.0,0.201,25583.0,1.0,25583.0
Narre Warren South,157.0,0.006,123.0,0.0047,373.0,0.0142,19.0,0.0007,10.0,0.0004,42.0,0.0016,31.0,0.0012,52.0,0.002,111.0,0.0042,41.0,0.0016,154.0,0.0059,281.0,0.0107,209.0,0.008,472.0,0.018,769.0,0.0293,303.0,0.0116,241.0,0.0092,674.0,0.0257,974.0,0.0372,201.0,0.0077,1227.0,0.0468,1044.0,0.0398,369.0,0.0141,1494.0,0.057,1397.0,0.0533,418.0,0.0159,1903.0,0.0726,1789.0,0.0682,319.0,0.0122,2190.0,0.0835,1465.0,0.0559,227.0,0.0087,1789.0,0.0682,1599.0,0.061,120.0,0.0046,1766.0,0.0674,3490.0,0.1331,204.0,0.0078,3746.0,0.1429,2625.0,0.1001,6.0,0.0002,2652.0,0.1012,1857.0,0.0708,19.0,0.0007,1919.0,0.0732,1142.0,0.0436,7.0,0.0003,1158.0,0.0442,2165.0,0.0826,22.0,0.0008,2254.0,0.086,1315.0,0.0502,44.0,0.0017,1396.0,0.0533,150.0,0.0057,87.0,0.0033,287.0,0.0109,22239.0,0.8484,3956.0,0.1509,26214.0,1.0,26214.0
Nepean,150.0,0.006,288.0,0.0115,494.0,0.0197,46.0,0.0018,86.0,0.0034,178.0,0.0071,32.0,0.0013,210.0,0.0084,300.0,0.012,47.0,0.0019,490.0,0.0195,621.0,0.0247,368.0,0.0147,1514.0,0.0603,1854.0,0.0739,230.0,0.0092,1081.0,0.0431,1406.0,0.056,1264.0,0.0504,623.0,0.0248,1932.0,0.077,1167.0,0.0465,710.0,0.0283,1863.0,0.0742,1376.0,0.0548,642.0,0.0256,2048.0,0.0816,1495.0,0.0596,485.0,0.0193,1982.0,0.079,902.0,0.0359,365.0,0.0145,1307.0,0.0521,995.0,0.0396,259.0,0.0103,1286.0,0.0512,1943.0,0.0774,366.0,0.0146,2361.0,0.0941,1465.0,0.0584,18.0,0.0007,1513.0,0.0603,1074.0,0.0428,57.0,0.0023,1153.0,0.0459,556.0,0.0222,3.0,0.0001,574.0,0.0229,1973.0,0.0786,211.0,0.0084,2249.0,0.0896,1077.0,0.0429,25.0,0.001,1172.0,0.0467,272.0,0.0108,381.0,0.0152,687.0,0.0274,16748.0,0.6673,8289.0,0.3303,25098.0,1.0,25098.0
Niddrie,264.0,0.0104,275.0,0.0108,601.0,0.0236,46.0,0.0018,55.0,0.0022,156.0,0.0061,38.0,0.0015,208.0,0.0082,296.0,0.0116,55.0,0.0022,380.0,0.0149,477.0,0.0187,268.0,0.0105,1140.0,0.0447,1410.0,0.0553,216.0,0.0085,561.0,0.022,797.0,0.0313,1142.0,0.0448,398.0,0.0156,1520.0,0.0597,882.0,0.0346,401.0,0.0157,1289.0,0.0506,1066.0,0.0418,463.0,0.0182,1562.0,0.0613,1217.0,0.0478,393.0,0.0154,1576.0,0.0619,868.0,0.0341,318.0,0.0125,1241.0,0.0487,859.0,0.0337,250.0,0.0098,1187.0,0.0466,2158.0,0.0847,508.0,0.0199,2711.0,0.1064,1841.0,0.0723,30.0,0.0012,1898.0,0.0745,1690.0,0.0663,82.0,0.0032,1795.0,0.0705,1308.0,0.0513,6.0,0.0002,1317.0,0.0517,3891.0,0.1527,127.0,0.005,4036.0,0.1584,887.0,0.0348,18.0,0.0007,917.0,0.036,233.0,0.0091,147.0,0.0058,418.0,0.0164,19111.0,0.7501,6326.0,0.2483,25477.0,1.0,25477.0
Northcote,71.0,0.0026,247.0,0.0089,397.0,0.0143,11.0,0.0004,82.0,0.003,124.0,0.0045,17.0,0.0006,204.0,0.0073,272.0,0.0098,29.0,0.001,566.0,0.0204,634.0,0.0228,220.0,0.0079,1179.0,0.0424,1366.0,0.0492,176.0,0.0063,657.0,0.0237,885.0,0.0319,572.0,0.0206,543.0,0.0195,1164.0,0.0419,465.0,0.0167,690.0,0.0248,1234.0,0.0444,592.0,0.0213,831.0,0.0299,1539.0,0.0554,736.0,0.0265,896.0,0.0323,1644.0,0.0592,622.0,0.0224,867.0,0.0312,1535.0,0.0553,707.0,0.0254,767.0,0.0276,1529.0,0.055,1757.0,0.0632,1310.0,0.0472,3055.0,0.11,1514.0,0.0545,194.0,0.007,1751.0,0.063,1584.0,0.057,326.0,0.0117,1964.0,0.0707,1225.0,0.0441,86.0,0.0031,1374.0,0.0495,5144.0,0.1852,584.0,0.021,5767.0,0.2076,762.0,0.0274,302.0,0.0109,1115.0,0.0401,40.0,0.0014,107.0,0.0039,234.0,0.0084,16672.0,0.6001,11070.0,0.3985,27780.0,1.0,27780.0
Oakleigh,284.0,0.0083,689.0,0.0201,1030.0,0.0301,59.0,0.0017,130.0,0.0038,225.0,0.0066,46.0,0.0013,276.0,0.0081,395.0,0.0116,42.0,0.0012,584.0,0.0171,715.0,0.0209,272.0,0.008,1358.0,0.0397,1655.0,0.0484,269.0,0.0079,909.0,0.0266,1266.0,0.037,913.0,0.0267,617.0,0.018,1637.0,0.0479,840.0,0.0246,873.0,0.0255,1738.0,0.0508,1136.0,0.0332,1060.0,0.031,2189.0,0.064,1321.0,0.0386,965.0,0.0282,2361.0,0.069,1143.0,0.0334,871.0,0.0255,2031.0,0.0594,1165.0,0.0341,671.0,0.0196,1889.0,0.0552,2711.0,0.0793,1213.0,0.0355,3911.0,0.1144,2135.0,0.0624,228.0,0.0067,2424.0,0.0709,1956.0,0.0572,282.0,0.0082,2308.0,0.0675,1362.0,0.0398,70.0,0.002,1464.0,0.0428,4561.0,0.1334,430.0,0.0126,5050.0,0.1477,960.0,0.0281,310.0,0.0091,1324.0,0.0387,106.0,0.0031,166.0,0.0049,334.0,0.0098,21681.0,0.634,12469.0,0.3646,34198.0,1.0,34198.0
Ovens Valley,135.0,0.0054,216.0,0.0087,447.0,0.018,33.0,0.0013,41.0,0.0016,109.0,0.0044,42.0,0.0017,173.0,0.007,270.0,0.0109,61.0,0.0025,548.0,0.022,644.0,0.0259,296.0,0.0119,1701.0,0.0684,2000.0,0.0805,285.0,0.0115,989.0,0.0398,1385.0,0.0557,1439.0,0.0579,622.0,0.025,2141.0,0.0861,1227.0,0.0494,823.0,0.0331,1993.0,0.0802,1313.0,0.0528,648.0,0.0261,1953.0,0.0786,1516.0,0.061,399.0,0.0161,1968.0,0.0792,984.0,0.0396,300.0,0.0121,1360.0,0.0547,1111.0,0.0447,140.0,0.0056,1277.0,0.0514,2202.0,0.0886,297.0,0.0119,2551.0,0.1026,1458.0,0.0587,20.0,0.0008,1494.0,0.0601,1071.0,0.0431,21.0,0.0008,1136.0,0.0457,503.0,0.0202,0.0,0.0,525.0,0.0211,1180.0,0.0475,83.0,0.0033,1304.0,0.0525,1184.0,0.0476,29.0,0.0012,1255.0,0.0505,255.0,0.0103,372.0,0.015,737.0,0.0296,16827.0,0.677,8079.0,0.325,24857.0,1.0,24857.0
Pakenham,111.0,0.0043,112.0,0.0043,296.0,0.0115,4.0,0.0002,31.0,0.0012,66.0,0.0026,33.0,0.0013,63.0,0.0024,135.0,0.0052,58.0,0.0022,242.0,0.0094,329.0,0.0127,182.0,0.007,775.0,0.03,1009.0,0.039,297.0,0.0115,479.0,0.0185,851.0,0.0329,939.0,0.0363,295.0,0.0114,1316.0,0.0509,1017.0,0.0394,545.0,0.0211,1493.0,0.0578,1301.0,0.0503,680.0,0.0263,1985.0,0.0768,1567.0,0.0606,447.0,0.0173,2104.0,0.0814,1324.0,0.0512,413.0,0.016,1759.0,0.0681,1585.0,0.0613,291.0,0.0113,1874.0,0.0725,3364.0,0.1302,365.0,0.0141,3850.0,0.149,2488.0,0.0963,30.0,0.0012,2545.0,0.0985,1587.0,0.0614,57.0,0.0022,1725.0,0.0668,917.0,0.0355,12.0,0.0005,936.0,0.0362,1597.0,0.0618,47.0,0.0018,1682.0,0.0651,1033.0,0.04,41.0,0.0016,1087.0,0.0421,185.0,0.0072,113.0,0.0044,359.0,0.0139,20012.0,0.7744,5891.0,0.228,25841.0,1.0,25841.0
Pascoe Vale,186.0,0.0069,259.0,0.0096,535.0,0.0199,29.0,0.0011,67.0,0.0025,126.0,0.0047,28.0,0.001,216.0,0.008,297.0,0.011,40.0,0.0015,476.0,0.0177,560.0,0.0208,179.0,0.0067,1139.0,0.0423,1348.0,0.0501,197.0,0.0073,614.0,0.0228,842.0,0.0313,741.0,0.0275,469.0,0.0174,1236.0,0.0459,626.0,0.0233,619.0,0.023,1239.0,0.046,774.0,0.0288,717.0,0.0266,1578.0,0.0586,908.0,0.0337,677.0,0.0252,1623.0,0.0603,878.0,0.0326,721.0,0.0268,1555.0,0.0578,956.0,0.0355,621.0,0.0231,1522.0,0.0566,2140.0,0.0795,1083.0,0.0402,3205.0,0.1191,1907.0,0.0709,144.0,0.0054,2070.0,0.0769,1790.0,0.0665,228.0,0.0085,2116.0,0.0786,1325.0,0.0492,58.0,0.0022,1445.0,0.0537,3770.0,0.1401,248.0,0.0092,4052.0,0.1506,779.0,0.0289,239.0,0.0089,1046.0,0.0389,139.0,0.0052,158.0,0.0059,376.0,0.014,17636.0,0.6554,9224.0,0.3428,26910.0,1.0,26910.0
Point Cook,273.0,0.0091,178.0,0.0059,551.0,0.0184,24.0,0.0008,6.0,0.0002,73.0,0.0024,42.0,0.0014,73.0,0.0024,168.0,0.0056,58.0,0.0019,232.0,0.0078,359.0,0.012,265.0,0.0089,567.0,0.019,878.0,0.0293,271.0,0.0091,359.0,0.012,697.0,0.0233,930.0,0.0311,219.0,0.0073,1233.0,0.0412,821.0,0.0274,424.0,0.0142,1249.0,0.0418,1226.0,0.041,466.0,0.0156,1757.0,0.0587,1490.0,0.0498,457.0,0.0153,1949.0,0.0651,1247.0,0.0417,358.0,0.012,1687.0,0.0564,1267.0,0.0424,266.0,0.0089,1642.0,0.0549,3504.0,0.1171,523.0,0.0175,4042.0,0.1351,2665.0,0.0891,16.0,0.0005,2738.0,0.0915,2481.0,0.0829,62.0,0.0021,2586.0,0.0864,1601.0,0.0535,7.0,0.0002,1662.0,0.0556,4308.0,0.144,89.0,0.003,4497.0,0.1503,1251.0,0.0418,33.0,0.0011,1332.0,0.0445,150.0,0.005,81.0,0.0027,321.0,0.0107,24390.0,0.8153,5494.0,0.1836,29916.0,1.0,29916.0
Polwarth,154.0,0.0059,240.0,0.0091,422.0,0.0161,60.0,0.0023,109.0,0.0041,194.0,0.0074,36.0,0.0014,223.0,0.0085,320.0,0.0122,29.0,0.0011,439.0,0.0167,537.0,0.0204,270.0,0.0103,1371.0,0.0522,1669.0,0.0635,265.0,0.0101,785.0,0.0299,1137.0,0.0433,1018.0,0.0387,580.0,0.0221,1632.0,0.0621,1072.0,0.0408,723.0,0.0275,1775.0,0.0676,1212.0,0.0461,656.0,0.025,2006.0,0.0764,1353.0,0.0515,448.0,0.0171,1890.0,0.0719,1026.0,0.0391,270.0,0.0103,1399.0,0.0533,1110.0,0.0423,285.0,0.0108,1436.0,0.0547,2312.0,0.088,439.0,0.0167,2725.0,0.1037,1733.0,0.066,34.0,0.0013,1796.0,0.0684,1422.0,0.0541,95.0,0.0036,1555.0,0.0592,893.0,0.034,18.0,0.0007,957.0,0.0364,2530.0,0.0963,210.0,0.008,2764.0,0.1052,1246.0,0.0474,74.0,0.0028,1376.0,0.0524,215.0,0.0082,297.0,0.0113,546.0,0.0208,18449.0,0.7023,7834.0,0.2982,26271.0,1.0,26271.0
Prahran,132.0,0.0035,564.0,0.0151,743.0,0.0199,15.0,0.0004,120.0,0.0032,186.0,0.005,9.0,0.0002,365.0,0.0098,441.0,0.0118,18.0,0.0005,708.0,0.019,779.0,0.0209,111.0,0.003,1079.0,0.0289,1259.0,0.0337,157.0,0.0042,905.0,0.0242,1113.0,0.0298,306.0,0.0082,856.0,0.0229,1265.0,0.0339,358.0,0.0096,1208.0,0.0323,1561.0,0.0418,553.0,0.0148,1793.0,0.048,2377.0,0.0636,733.0,0.0196,1924.0,0.0515,2600.0,0.0696,583.0,0.0156,1969.0,0.0527,2600.0,0.0696,662.0,0.0177,1684.0,0.0451,2352.0,0.063,1914.0,0.0513,3468.0,0.0929,5345.0,0.1431,1648.0,0.0441,357.0,0.0096,2073.0,0.0555,1488.0,0.0398,932.0,0.025,2453.0,0.0657,1176.0,0.0315,149.0,0.004,1355.0,0.0363,5060.0,0.1355,1935.0,0.0518,6966.0,0.1865,731.0,0.0196,467.0,0.0125,1230.0,0.0329,64.0,0.0017,258.0,0.0069,432.0,0.0116,16325.0,0.4371,21091.0,0.5648,37345.0,1.0,37345.0
Preston,228.0,0.0078,388.0,0.0132,654.0,0.0223,83.0,0.0028,94.0,0.0032,189.0,0.0064,67.0,0.0023,357.0,0.0122,463.0,0.0158,59.0,0.002,724.0,0.0247,830.0,0.0283,282.0,0.0096,1658.0,0.0565,1989.0,0.0678,305.0,0.0104,853.0,0.0291,1191.0,0.0406,1138.0,0.0388,541.0,0.0184,1736.0,0.0592,947.0,0.0323,690.0,0.0235,1690.0,0.0576,1091.0,0.0372,750.0,0.0256,1904.0,0.0649,1331.0,0.0454,851.0,0.029,2148.0,0.0732,1049.0,0.0357,700.0,0.0239,1819.0,0.062,1091.0,0.0372,560.0,0.0191,1643.0,0.056,2318.0,0.079,929.0,0.0317,3302.0,0.1125,1933.0,0.0659,133.0,0.0045,2137.0,0.0728,1661.0,0.0566,172.0,0.0059,1897.0,0.0646,1179.0,0.0402,27.0,0.0009,1254.0,0.0427,2441.0,0.0832,155.0,0.0053,2609.0,0.0889,952.0,0.0324,212.0,0.0072,1177.0,0.0401,209.0,0.0071,280.0,0.0095,541.0,0.0184,18713.0,0.6377,10659.0,0.3632,29346.0,1.0,29346.0
Richmond,92.0,0.003,300.0,0.0097,433.0,0.0139,34.0,0.0011,60.0,0.0019,117.0,0.0038,66.0,0.0021,326.0,0.0105,388.0,0.0125,77.0,0.0025,679.0,0.0218,763.0,0.0245,187.0,0.006,998.0,0.0321,1213.0,0.039,152.0,0.0049,622.0,0.02,843.0,0.0271,368.0,0.0118,541.0,0.0174,998.0,0.0321,435.0,0.014,651.0,0.0209,1232.0,0.0396,429.0,0.0138,1062.0,0.0342,1513.0,0.0487,509.0,0.0164,1096.0,0.0353,1702.0,0.0548,449.0,0.0144,1113.0,0.0358,1597.0,0.0514,518.0,0.0167,1129.0,0.0363,1677.0,0.054,1483.0,0.0477,2489.0,0.0801,4001.0,0.1287,1390.0,0.0447,381.0,0.0123,1801.0,0.0579,1458.0,0.0469,807.0,0.026,2311.0,0.0744,1241.0,0.0399,217.0,0.007,1512.0,0.0486,5424.0,0.1745,1865.0,0.06,7272.0,0.234,594.0,0.0191,654.0,0.021,1311.0,0.0422,71.0,0.0023,154.0,0.005,268.0,0.0086,15611.0,0.5023,15446.0,0.497,31081.0,1.0,31081.0
Ringwood,209.0,0.0069,270.0,0.0089,561.0,0.0185,47.0,0.0015,88.0,0.0029,192.0,0.0063,38.0,0.0013,193.0,0.0064,286.0,0.0094,42.0,0.0014,500.0,0.0165,606.0,0.02,207.0,0.0068,1147.0,0.0378,1481.0,0.0488,220.0,0.0072,947.0,0.0312,1210.0,0.0398,833.0,0.0274,614.0,0.0202,1431.0,0.0471,927.0,0.0305,810.0,0.0267,1720.0,0.0566,1277.0,0.0421,826.0,0.0272,2087.0,0.0687,1448.0,0.0477,668.0,0.022,2133.0,0.0702,1024.0,0.0337,589.0,0.0194,1634.0,0.0538,1121.0,0.0369,445.0,0.0147,1604.0,0.0528,2549.0,0.0839,858.0,0.0283,3308.0,0.1089,2094.0,0.069,56.0,0.0018,2243.0,0.0739,2016.0,0.0664,135.0,0.0044,2197.0,0.0723,1505.0,0.0496,23.0,0.0008,1527.0,0.0503,4144.0,0.1365,162.0,0.0053,4401.0,0.1449,971.0,0.032,65.0,0.0021,1087.0,0.0358,101.0,0.0033,188.0,0.0062,363.0,0.012,21231.0,0.6991,9162.0,0.3017,30367.0,1.0,30367.0
Ripon,118.0,0.0044,199.0,0.0075,380.0,0.0143,53.0,0.002,65.0,0.0024,185.0,0.007,41.0,0.0015,344.0,0.013,440.0,0.0166,42.0,0.0016,704.0,0.0265,828.0,0.0312,363.0,0.0137,2164.0,0.0815,2515.0,0.0947,389.0,0.0146,897.0,0.0338,1342.0,0.0505,1631.0,0.0614,553.0,0.0208,2267.0,0.0854,1308.0,0.0492,742.0,0.0279,2006.0,0.0755,1478.0,0.0556,640.0,0.0241,2213.0,0.0833,1640.0,0.0617,393.0,0.0148,2040.0,0.0768,1076.0,0.0405,235.0,0.0088,1360.0,0.0512,1180.0,0.0444,193.0,0.0073,1367.0,0.0515,2267.0,0.0854,200.0,0.0075,2580.0,0.0971,1592.0,0.0599,7.0,0.0003,1637.0,0.0616,1041.0,0.0392,26.0,0.001,1119.0,0.0421,538.0,0.0203,3.0,0.0001,574.0,0.0216,1245.0,0.0469,73.0,0.0027,1392.0,0.0524,1232.0,0.0464,21.0,0.0008,1319.0,0.0497,257.0,0.0097,460.0,0.0173,792.0,0.0298,17967.0,0.6765,8630.0,0.3249,26559.0,1.0,26559.0
