district,Aust_BP_B_OS_pc,Aust_FO_B_OS_pc,Aust_MO_B_OS_pc,Aust_Both_parents_born_Aust_pc,Aust_Birthplace_not_stated_pc,Aust_Tot_resp_pc,Aust_Abor_BP_B_OS_pc,Aust_Abor_FO_B_OS_pc,Aust_Abor_MO_B_OS_pc,Aust_Abor_BP_B_Aus_pc,Aust_Abor_BP_NS_pc,Aust_Abor_Tot_resp_pc,Chinese_BP_B_OS_pc,Chinese_FO_B_OS_pc,Chinese_MO_B_OS_pc,Chinese_BP_B_Aus_pc,Chinese_BP_NS_pc,Chinese_Tot_resp_pc,Croatian_BP_B_OS_pc,Croatian_FO_B_OS_pc,Croatian_MO_B_OS_pc,Croatian_BP_B_Aus_pc,Croatian_BP_NS_pc,Croatian_Tot_resp_pc,Dutch_BP_B_OS_pc,Dutch_FO_B_OS_pc,Dutch_MO_B_OS_pc,Dutch_BP_B_Aus_pc,Dutch_BP_NS_pc,Dutch_Tot_resp_pc,English_BP_B_OS_pc,English_FO_B_OS_pc,English_MO_B_OS_pc,English_BP_B_Aus_pc,English_BP_NS_pc,English_Tot_resp_pc,Filipino_BP_B_OS_pc,Filipino_FO_B_OS_pc,Filipino_MO_B_OS_pc,Filipino_BP_B_Aus_pc,Filipino_BP_NS_pc,Filipino_Tot_resp_pc,French_BP_B_OS_pc,French_FO_B_OS_pc,French_MO_B_OS_pc,French_BP_B_Aus_pc,French_BP_NS_pc,French_Tot_resp_pc,German_BP_B_OS_pc,German_FO_B_OS_pc,German_MO_B_OS_pc,German_BP_B_Aus_pc,German_BP_NS_pc,German_Tot_resp_pc,Greek_BP_B_OS_pc,Greek_FO_B_OS_pc,Greek_MO_B_OS_pc,Greek_BP_B_Aus_pc,Greek_BP_NS_pc,Greek_Tot_resp_pc,Hungarian_BP_B_OS_pc,Hungarian_FO_B_OS_pc,Hungarian_MO_B_OS_pc,Hungarian_BP_B_Aus_pc,Hungarian_BP_NS_pc,Hungarian_Tot_resp_pc,Indian_BP_B_OS_pc,Indian_FO_B_OS_pc,Indian_MO_B_OS_pc,Indian_BP_B_Aus_pc,Indian_BP_NS_pc,Indian_Tot_resp_pc,Irish_BP_B_OS_pc,Irish_FO_B_OS_pc,Irish_MO_B_OS_pc,Irish_BP_B_Aus_pc,Irish_BP_NS_pc,Irish_Tot_resp_pc,Italian_BP_B_OS_pc,Italian_FO_B_OS_pc,Italian_MO_B_OS_pc,Italian_BP_B_Aus_pc,Italian_BP_NS_pc,Italian_Tot_resp_pc,Korean_BP_B_OS_pc,Korean_FO_B_OS_pc,Korean_MO_B_OS_pc,Korean_BP_B_Aus_pc,Korean_BP_NS_pc,Korean_Tot_resp_pc,Lebanese_BP_B_OS_pc,Lebanese_FO_B_OS_pc,Lebanese_MO_B_OS_pc,Lebanese_BP_B_Aus_pc,Lebanese_BP_NS_pc,Lebanese_Tot_resp_pc,Macedonian_BP_B_OS_pc,Macdonian_FO_B_OS_pc,Macdonian_MO_B_OS_pc,Macdonian_BP_B_Aus_pc,Macdonian_BP_NS_pc,Macedonian_Tot_resp_pc,Maltese_BP_B_OS_pc,Maltese_FO_B_OS_pc,Maltese_MO_B_OS_pc,Maltese_BP_B_Aus_pc,Maltese_BP_NS_pc,Maltese_Tot_resp_pc,Maori_BP_B_OS_pc,Maori_FO_B_OS_pc,Maori_MO_B_OS_pc,Maori_BP_B_Aus_pc,Maori_BP_NS_pc,Maori_Tot_resp_pc,NZ_BP_B_OS_pc,NZ_FO_B_OS_pc,NZ_MO_B_OS_pc,NZ_BP_B_Aus_pc,NZ_BP_NS_pc,NZ_Tot_resp_pc,Polish_BP_B_OS_pc,Polish_FO_B_OS_pc,Polish_MO_B_OS_pc,Polish_BP_B_Aus_pc,Polish_BP_NS_pc,Polish_Tot_resp_pc,Russian_BP_B_OS_pc,Russian_FO_B_OS_pc,Russian_MO_B_OS_pc,Russian_BP_B_Aus_pc,Russian_BP_NS_pc,Russian_Tot_resp_pc,Samoan_BP_B_OS_pc,Samoan_FO_B_OS_pc,Samoan_MO_B_OS_pc,Samoan_BP_B_Aus_pc,Samoan_BP_NS_pc,Samoan_Tot_resp_pc,Scottish_BP_B_OS_pc,Scottish_FO_B_OS_pc,Scottish_MO_B_OS_pc,Scottish_BP_B_Aus_pc,Scottish_BP_NS_pc,Scottish_Tot_resp_pc,Serbian_BP_B_OS_pc,Serbian_FO_B_OS_pc,Serbian_MO_B_OS_pc,Serbian_BP_B_Aus_pc,Serbian_BP_NS_pc,Serbian_Tot_resp_pc,Sth_African_BP_B_OS_pc,Sth_African_FO_B_OS_pc,Sth_African_MO_B_OS_pc,Sth_Afrcan_BP_B_Aus_pc,Sth_African_BP_NS_pc,Sth_African_Tot_resp_pc,Spanish_BP_B_OS_pc,Spanish_FO_B_OS_pc,Spanish_MO_B_OS_pc,Spanish_BP_B_Aus_pc,Spanish_BP_NS_pc,Spanish_Tot_resp_pc,Sri_Lankan_BP_B_OS_pc,Sri_Lankan_FO_B_OS_pc,Sri_Lankan_MO_B_OS_pc,Sri_Lankan_BP_B_Aus_pc,Sri_Lankan_BP_NS_pc,Sri_Lankan_Tot_resp_pc,Vietnamese_BP_B_OS_pc,Vietnamese_FO_B_OS_pc,Vietnamese_MO_B_OS_pc,Vietnamese_BP_B_Aus_pc,Vietnamese_BP_NS_pc,Vietnamese_Tot_resp_pc,Welsh_BP_B_OS_pc,Welsh_FO_B_OS_pc,Welsh_MO_B_OS_pc,Welsh_BP_B_Aus_pc,Welsh_BP_NS_pc,Welsh_Tot_resp_pc,Other_BP_B_OS_pc,Other_FO_B_OS_pc,Other_MO_B_OS_pc,Other_BP_B_Aus_pc,Other_BP_NS_pc,Other_Tot_resp_pc,Ancestry_NS_BP_B_OS_pc,Ancestry_NS_FO_B_OS_pc,Ancestry_NS_MO_B_OS_pc,Ancestry_NS_BP_B_Aus_pc,Ancestry_NS_BP_NS_pc,Ancestry_NS_Tot_resp_pc,Tot_P_BP_B_OS_pc,Tot_P_FO_B_OS_pc,Tot_P_MO_B_OS_pc,Tot_P_BP_B_Aus_pc,Tot_P_BP_NS_pc,Tot_P_Tot_resp_pc
Narre Warren South,0.0267,0.0261,0.0187,0.1165,0.0008,0.1887,0.0002,0.0004,0.0001,0.0047,0.0,0.0055,0.0415,0.0003,0.0008,0.0007,0.0002,0.0435,0.0044,0.0005,0.0003,0.0012,0.0,0.0063,0.0073,0.0011,0.0007,0.0031,0.0,0.0122,0.0591,0.0164,0.013,0.0914,0.0011,0.181,0.0252,0.0002,0.0018,0.0002,0.0,0.0274,0.0048,0.0001,0.0,0.0003,0.0,0.0052,0.0073,0.0012,0.0008,0.0076,0.0,0.017,0.0053,0.0011,0.0009,0.003,0.0,0.0103,0.003,0.0006,0.0002,0.0005,0.0,0.0043,0.0889,0.0011,0.0004,0.0003,0.0,0.0906,0.0089,0.0028,0.0018,0.0251,0.0002,0.0389,0.0114,0.0029,0.0014,0.0106,0.0001,0.0263,0.0031,0.0001,0.0,0.0,0.0,0.0033,0.0032,0.0006,0.0002,0.0003,0.0,0.0043,0.0012,0.0002,0.0001,0.0001,0.0,0.0015,0.0019,0.0007,0.0003,0.0014,0.0,0.0043,0.0079,0.0005,0.0005,0.0001,0.0,0.009,0.0041,0.0009,0.0005,0.0002,0.0,0.0058,0.0045,0.0004,0.0001,0.0007,0.0,0.0056,0.0018,0.0001,0.0003,0.0005,0.0,0.0027,0.0165,0.0008,0.0003,0.0,0.0001,0.0178,0.0107,0.0032,0.0021,0.0239,0.0001,0.04,0.008,0.0004,0.0004,0.0002,0.0001,0.0091,0.0027,0.0004,0.0002,0.0002,0.0,0.0035,0.0048,0.0,0.0003,0.0001,0.0,0.0052,0.0283,0.0008,0.0005,0.0007,0.0,0.0303,0.0113,0.0003,0.0002,0.0002,0.0001,0.012,0.0008,0.0001,0.0001,0.0003,0.0,0.0013,0.3316,0.0106,0.0073,0.0086,0.001,0.3591,0.0125,0.0001,0.0002,0.002,0.04,0.0548,0.6548,0.0488,0.0361,0.2146,0.0458,1.0
Nepean,0.0067,0.0387,0.027,0.2811,0.0052,0.3586,0.0001,0.0001,0.0002,0.0092,0.0001,0.0096,0.0036,0.0001,0.0001,0.0015,0.0,0.0052,0.0034,0.0002,0.0002,0.0012,0.0,0.005,0.01,0.0028,0.0011,0.0055,0.0001,0.0195,0.0778,0.0373,0.0266,0.2809,0.0074,0.4299,0.0024,0.0001,0.0005,0.0001,0.0001,0.0032,0.0024,0.0002,0.0003,0.0017,0.0,0.0046,0.0106,0.0025,0.0015,0.0215,0.0001,0.0362,0.0153,0.0012,0.0006,0.0038,0.0001,0.0211,0.0016,0.0002,0.0,0.0008,0.0,0.0026,0.0023,0.0,0.0001,0.0002,0.0,0.0027,0.0157,0.0084,0.0053,0.0958,0.0008,0.126,0.0287,0.0058,0.0016,0.0202,0.0007,0.0569,0.0,0.0,0.0001,0.0001,0.0,0.0002,0.0002,0.0,0.0,0.0004,0.0,0.0007,0.0018,0.0,0.0001,0.0005,0.0,0.0025,0.0029,0.0001,0.0,0.0014,0.0,0.0044,0.0009,0.0005,0.0001,0.0003,0.0,0.0018,0.002,0.0012,0.001,0.0003,0.0,0.0046,0.0029,0.0003,0.0004,0.0014,0.0,0.005,0.0008,0.0001,0.0001,0.0002,0.0,0.0013,0.0001,0.0002,0.0,0.0,0.0,0.0004,0.0194,0.0101,0.0065,0.0815,0.0006,0.1181,0.0011,0.0001,0.0,0.0002,0.0,0.0014,0.0018,0.0005,0.0004,0.0001,0.0,0.0028,0.0012,0.0,0.0,0.0008,0.0,0.002,0.0002,0.0001,0.0001,0.0002,0.0,0.0006,0.0004,0.0,0.0001,0.0,0.0,0.0005,0.0018,0.0002,0.0002,0.0018,0.0,0.004,0.0291,0.0069,0.0056,0.0111,0.0003,0.0529,0.0013,0.0002,0.0,0.0051,0.065,0.0716,0.2131,0.074,0.0492,0.5832,0.0805,1.0
Niddrie,0.0131,0.0279,0.0187,0.1582,0.0011,0.2191,0.0001,0.0001,0.0001,0.0027,0.0,0.0031,0.0384,0.0009,0.0017,0.0014,0.0002,0.0426,0.0176,0.0022,0.0012,0.007,0.0,0.0279,0.0027,0.0008,0.0008,0.0019,0.0,0.0061,0.0339,0.0197,0.0139,0.1396,0.0012,0.2083,0.0085,0.0003,0.0008,0.0003,0.0,0.01,0.0014,0.0001,0.0001,0.001,0.0,0.0026,0.0072,0.0019,0.0006,0.0124,0.0001,0.0222,0.0356,0.0054,0.0023,0.0186,0.0002,0.0622,0.0012,0.0001,0.0,0.0004,0.0,0.0017,0.0212,0.0011,0.0003,0.0006,0.0,0.0232,0.0123,0.006,0.0033,0.061,0.0001,0.0828,0.1164,0.0213,0.0097,0.0681,0.0017,0.2172,0.0013,0.0001,0.0,0.0,0.0,0.0014,0.0087,0.002,0.0006,0.0026,0.0,0.0139,0.0094,0.0012,0.0008,0.0033,0.0,0.0147,0.0197,0.0032,0.0019,0.0126,0.0001,0.0377,0.0011,0.0001,0.0001,0.0001,0.0,0.0013,0.0015,0.0008,0.0003,0.0002,0.0,0.0029,0.008,0.001,0.0004,0.0026,0.0,0.0119,0.0013,0.0001,0.0001,0.0002,0.0,0.0016,0.0006,0.0002,0.0,0.0,0.0,0.0009,0.0096,0.0046,0.0032,0.0386,0.0002,0.0562,0.0047,0.0006,0.0005,0.0009,0.0,0.0067,0.001,0.0004,0.0002,0.0001,0.0,0.0018,0.004,0.0003,0.0002,0.0005,0.0,0.0049,0.0048,0.0001,0.0003,0.0002,0.0,0.0054,0.0273,0.0005,0.0009,0.0005,0.0001,0.0293,0.0004,0.0,0.0,0.001,0.0,0.0014,0.094,0.0107,0.0097,0.0161,0.0005,0.131,0.0054,0.0001,0.0002,0.0022,0.0283,0.0361,0.4615,0.0734,0.0473,0.3811,0.0367,1.0
Northcote,0.0097,0.0429,0.031,0.1795,0.0006,0.2637,0.0,0.0004,0.0002,0.0051,0.0,0.0057,0.0316,0.0021,0.0026,0.003,0.0,0.0393,0.0039,0.0005,0.0001,0.002,0.0,0.0065,0.0049,0.0026,0.0019,0.0066,0.0,0.016,0.0613,0.0397,0.0269,0.189,0.0013,0.3182,0.0043,0.0,0.0008,0.0003,0.0,0.0054,0.0036,0.0005,0.0005,0.0018,0.0,0.0065,0.0104,0.0036,0.0022,0.0208,0.0001,0.0371,0.061,0.0061,0.0037,0.0186,0.0005,0.0899,0.001,0.0003,0.0001,0.0011,0.0,0.0024,0.0134,0.0009,0.0007,0.0003,0.0,0.0154,0.0219,0.0134,0.0089,0.1047,0.0001,0.149,0.0522,0.0123,0.0052,0.0377,0.0003,0.1077,0.0012,0.0,0.0,0.0,0.0,0.0012,0.0076,0.0008,0.0009,0.0015,0.0,0.0109,0.0089,0.001,0.0005,0.0026,0.0001,0.0131,0.0026,0.0007,0.0002,0.0031,0.0,0.0065,0.0017,0.0001,0.0001,0.0,0.0,0.002,0.006,0.0016,0.001,0.0003,0.0,0.0088,0.0045,0.001,0.0008,0.0034,0.0,0.0097,0.0012,0.0002,0.0003,0.0007,0.0,0.0024,0.0003,0.0,0.0,0.0,0.0,0.0003,0.019,0.0109,0.0094,0.0755,0.0002,0.115,0.0023,0.0001,0.0001,0.0005,0.0,0.003,0.0011,0.0003,0.0001,0.0001,0.0,0.0015,0.0037,0.0002,0.0003,0.0003,0.0,0.0045,0.002,0.0003,0.0003,0.0003,0.0,0.0029,0.0119,0.0001,0.0005,0.0001,0.0,0.0126,0.0018,0.0005,0.0003,0.0034,0.0,0.0061,0.0729,0.0132,0.0119,0.0192,0.0003,0.1176,0.003,0.0001,0.0002,0.0023,0.0308,0.0363,0.3626,0.096,0.0675,0.4383,0.0356,1.0
Oakleigh,0.0115,0.0259,0.0216,0.1113,0.0005,0.1707,0.0,0.0,0.0002,0.0019,0.0,0.0021,0.1474,0.0008,0.0032,0.0015,0.0002,0.1531,0.0025,0.0004,0.0001,0.0008,0.0,0.0037,0.0042,0.0009,0.0005,0.0027,0.0,0.0082,0.0462,0.0201,0.0146,0.1056,0.0006,0.1871,0.0132,0.0,0.0008,0.0001,0.0,0.014,0.0041,0.0002,0.0004,0.0009,0.0,0.0056,0.0071,0.0022,0.001,0.0107,0.0,0.021,0.0627,0.0072,0.0029,0.0192,0.0004,0.0925,0.0025,0.0002,0.0002,0.0005,0.0,0.0034,0.0835,0.0006,0.001,0.0004,0.0001,0.0856,0.012,0.0056,0.0032,0.0474,0.0001,0.0683,0.0288,0.0058,0.0026,0.0183,0.0002,0.0557,0.0101,0.0001,0.0002,0.0,0.0,0.0104,0.0011,0.0002,0.0003,0.0002,0.0,0.0018,0.0005,0.0001,0.0,0.0003,0.0,0.0009,0.001,0.0002,0.0,0.0008,0.0,0.0021,0.001,0.0003,0.0,0.0001,0.0,0.0014,0.0022,0.0007,0.0006,0.0001,0.0,0.0037,0.0076,0.0005,0.0006,0.0019,0.0,0.0106,0.0089,0.0003,0.0001,0.0002,0.0,0.0094,0.0005,0.0001,0.0001,0.0,0.0,0.0007,0.01,0.0051,0.0031,0.0367,0.0,0.0549,0.0027,0.0001,0.0001,0.0004,0.0,0.0033,0.0033,0.0003,0.0002,0.0002,0.0,0.004,0.0024,0.0002,0.0002,0.0003,0.0,0.0032,0.0143,0.0005,0.0005,0.0006,0.0,0.016,0.018,0.0005,0.0007,0.0002,0.0,0.0194,0.0008,0.0003,0.0001,0.0013,0.0,0.0024,0.151,0.0097,0.0099,0.01,0.0005,0.1811,0.0084,0.0001,0.0003,0.0015,0.0403,0.0506,0.5985,0.0572,0.0442,0.2544,0.0456,1.0
Ovens Valley,0.0048,0.0295,0.0193,0.3336,0.0039,0.3911,0.0,0.0001,0.0003,0.0144,0.0001,0.0148,0.0062,0.0001,0.0005,0.0021,0.0,0.0089,0.001,0.0002,0.0,0.0003,0.0,0.0015,0.0072,0.0017,0.0007,0.0054,0.0,0.015,0.0411,0.0281,0.0187,0.3238,0.0051,0.4167,0.005,0.0,0.0005,0.0,0.0,0.0056,0.0009,0.0002,0.0,0.0017,0.0,0.0029,0.0081,0.0027,0.0014,0.0307,0.0,0.0429,0.001,0.0002,0.0,0.0008,0.0,0.002,0.0007,0.0001,0.0,0.0004,0.0,0.0011,0.0046,0.0001,0.0,0.0001,0.0001,0.0049,0.0075,0.0059,0.0029,0.1161,0.0006,0.133,0.0265,0.0067,0.0017,0.0338,0.0001,0.0688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0003,0.0002,0.0,0.0,0.0002,0.0,0.0004,0.0008,0.0001,0.0,0.001,0.0,0.0019,0.0009,0.0004,0.0002,0.0002,0.0,0.0016,0.0015,0.0006,0.0006,0.0007,0.0,0.0034,0.0015,0.0003,0.0002,0.0009,0.0,0.0028,0.0003,0.0,0.0,0.0001,0.0,0.0005,0.0004,0.0,0.0,0.0,0.0,0.0004,0.0114,0.0058,0.0042,0.0919,0.0005,0.1138,0.0002,0.0001,0.0,0.0001,0.0,0.0004,0.0009,0.0002,0.0,0.0,0.0,0.0011,0.0004,0.0,0.0,0.0003,0.0,0.0007,0.0001,0.0001,0.0,0.0,0.0,0.0003,0.0003,0.0001,0.0001,0.0,0.0,0.0005,0.001,0.0002,0.0,0.0027,0.0,0.0038,0.0289,0.0036,0.0026,0.0107,0.0003,0.0462,0.0013,0.0001,0.0003,0.0084,0.0564,0.0664,0.1471,0.0559,0.0358,0.6929,0.0683,1.0
Pakenham,0.016,0.039,0.0282,0.2277,0.0017,0.3126,0.0,0.0002,0.0001,0.0081,0.0,0.0085,0.0178,0.0002,0.0008,0.0009,0.0,0.0196,0.0031,0.0005,0.0003,0.0009,0.0,0.0049,0.0102,0.0032,0.0022,0.0109,0.0,0.0266,0.0686,0.0332,0.0245,0.1947,0.0016,0.3226,0.0156,0.0003,0.0013,0.0002,0.0,0.0175,0.0026,0.0003,0.0001,0.0014,0.0,0.0044,0.0085,0.0025,0.0017,0.0173,0.0,0.0299,0.0028,0.0007,0.0003,0.0031,0.0,0.0069,0.0023,0.0,0.0001,0.0011,0.0,0.0035,0.0591,0.0007,0.0001,0.0003,0.0001,0.0604,0.0119,0.0059,0.0041,0.0509,0.0001,0.073,0.0103,0.005,0.0014,0.0181,0.0,0.0349,0.0014,0.0,0.0001,0.0,0.0,0.0015,0.0015,0.0004,0.0001,0.0001,0.0,0.0022,0.0003,0.0001,0.0001,0.0002,0.0,0.0007,0.0016,0.0004,0.0002,0.0026,0.0,0.0049,0.0048,0.0005,0.0004,0.0002,0.0,0.006,0.0047,0.0016,0.0008,0.0005,0.0,0.0075,0.0021,0.0004,0.0002,0.0012,0.0,0.004,0.0014,0.0001,0.0,0.0009,0.0,0.0023,0.0041,0.0005,0.0002,0.0003,0.0001,0.0052,0.0159,0.0065,0.005,0.0463,0.0003,0.074,0.0019,0.0003,0.0001,0.0006,0.0,0.0029,0.0033,0.0006,0.0002,0.0006,0.0,0.0047,0.0026,0.0001,0.0,0.0003,0.0,0.003,0.0172,0.0006,0.0002,0.0006,0.0,0.0186,0.0023,0.0001,0.0002,0.0,0.0,0.0026,0.0019,0.0001,0.0001,0.0017,0.0,0.0039,0.167,0.0097,0.0073,0.0122,0.0008,0.197,0.0065,0.0006,0.0004,0.0042,0.0414,0.0531,0.4049,0.0719,0.051,0.424,0.0481,1.0
Pascoe Vale,0.0125,0.0352,0.0259,0.1493,0.0005,0.2233,0.0001,0.0003,0.0001,0.0046,0.0,0.0051,0.0323,0.001,0.0019,0.0014,0.0,0.0366,0.0045,0.0003,0.0005,0.0018,0.0,0.0072,0.0037,0.0019,0.0007,0.004,0.0,0.0104,0.0468,0.0288,0.0198,0.1429,0.0009,0.2391,0.0082,0.0002,0.0009,0.0003,0.0,0.0096,0.0022,0.0005,0.0001,0.001,0.0001,0.0038,0.0076,0.0026,0.0014,0.0165,0.0001,0.0282,0.0447,0.0061,0.0025,0.0199,0.0,0.0733,0.0011,0.0002,0.0001,0.0006,0.0,0.002,0.023,0.0009,0.0004,0.0002,0.0,0.0245,0.0149,0.01,0.0069,0.077,0.0,0.1088,0.0956,0.0184,0.0079,0.0527,0.0007,0.1753,0.0015,0.0,0.0001,0.0,0.0,0.0016,0.0256,0.0034,0.0021,0.004,0.0001,0.0352,0.0022,0.0003,0.0003,0.0012,0.0,0.004,0.0071,0.0021,0.0007,0.0051,0.0,0.0151,0.0019,0.0002,0.0002,0.0,0.0,0.0023,0.0033,0.0009,0.0007,0.0001,0.0,0.0051,0.0045,0.0005,0.0002,0.0022,0.0001,0.0074,0.0012,0.0001,0.0002,0.0006,0.0,0.0021,0.0002,0.0001,0.0,0.0,0.0,0.0003,0.0135,0.0067,0.0054,0.0513,0.0,0.077,0.0014,0.0001,0.0001,0.0004,0.0,0.002,0.0009,0.0003,0.0002,0.0,0.0,0.0014,0.0033,0.0002,0.0002,0.0004,0.0001,0.0043,0.0027,0.0004,0.0003,0.0002,0.0,0.0037,0.0093,0.0003,0.0005,0.0002,0.0,0.0103,0.0008,0.0002,0.0001,0.0016,0.0,0.0025,0.1258,0.0161,0.0114,0.0173,0.0003,0.1709,0.0067,0.0004,0.0003,0.0027,0.0347,0.0449,0.4488,0.0866,0.0577,0.3667,0.0403,1.0
Point Cook,0.0171,0.0233,0.0182,0.1045,0.0007,0.1638,0.0001,0.0004,0.0002,0.0044,0.0001,0.0052,0.1118,0.0007,0.0015,0.0012,0.0003,0.1155,0.0066,0.0008,0.0004,0.0019,0.0,0.0097,0.0039,0.0008,0.0003,0.0023,0.0,0.0073,0.0621,0.0168,0.0133,0.0876,0.0011,0.1809,0.0269,0.0005,0.0017,0.0003,0.0,0.0294,0.0021,0.0001,0.0002,0.0004,0.0,0.0028,0.0073,0.0012,0.0007,0.0083,0.0001,0.0176,0.0124,0.0023,0.0009,0.0064,0.0,0.022,0.0013,0.0001,0.0001,0.0005,0.0,0.0019,0.1353,0.0006,0.0004,0.0002,0.0001,0.1367,0.0129,0.004,0.0023,0.0294,0.0001,0.0488,0.0212,0.0056,0.0027,0.0178,0.0002,0.0475,0.007,0.0001,0.0001,0.0,0.0,0.0071,0.0054,0.0021,0.0006,0.0013,0.0001,0.0094,0.0097,0.001,0.0008,0.0024,0.0,0.014,0.0176,0.0027,0.0018,0.0097,0.0001,0.0319,0.0107,0.0005,0.0003,0.0003,0.0001,0.0119,0.0053,0.001,0.0004,0.0002,0.0,0.007,0.0048,0.0004,0.0004,0.0013,0.0,0.0069,0.0032,0.0001,0.0001,0.0001,0.0,0.0036,0.0085,0.0004,0.0001,0.0001,0.0001,0.0092,0.0129,0.0032,0.0025,0.0245,0.0,0.0431,0.0067,0.0008,0.0003,0.0009,0.0,0.0087,0.0061,0.0002,0.0002,0.0,0.0,0.0066,0.004,0.0001,0.0002,0.0003,0.0,0.0047,0.0049,0.0002,0.0,0.0001,0.0,0.0052,0.0153,0.0004,0.0006,0.0002,0.0,0.0166,0.0015,0.0002,0.0001,0.0004,0.0,0.0021,0.1793,0.0089,0.0078,0.0072,0.0007,0.2039,0.0109,0.0003,0.0003,0.0017,0.039,0.0523,0.6444,0.0523,0.04,0.2184,0.0449,1.0
Polwarth,0.0029,0.0329,0.0262,0.3323,0.0038,0.3981,0.0,0.0002,0.0,0.0088,0.0001,0.0091,0.0064,0.0003,0.0002,0.0019,0.0,0.0089,0.0009,0.0002,0.0001,0.0009,0.0,0.002,0.0093,0.0025,0.0013,0.0071,0.0,0.0202,0.0489,0.0309,0.0221,0.3128,0.0042,0.419,0.0031,0.0,0.0006,0.0002,0.0002,0.0041,0.0016,0.0006,0.0003,0.0017,0.0,0.0042,0.0085,0.0021,0.0019,0.0257,0.0,0.0382,0.0019,0.0006,0.0002,0.0015,0.0,0.0043,0.001,0.0002,0.0001,0.0004,0.0,0.0017,0.0022,0.0002,0.0002,0.0002,0.0,0.0028,0.0132,0.0083,0.0058,0.1259,0.0006,0.1539,0.0084,0.0026,0.001,0.017,0.0001,0.0291,0.0004,0.0,0.0001,0.0,0.0,0.0005,0.0002,0.0,0.0,0.0007,0.0,0.0009,0.0003,0.0,0.0,0.0003,0.0,0.0006,0.0025,0.0002,0.0003,0.0019,0.0,0.0049,0.0012,0.0001,0.0004,0.0,0.0,0.0017,0.0022,0.0012,0.0008,0.0002,0.0,0.0045,0.0021,0.0005,0.0002,0.0018,0.0,0.0046,0.0005,0.0001,0.0001,0.0003,0.0,0.001,0.0004,0.0002,0.0,0.0,0.0,0.0006,0.0143,0.0079,0.0064,0.1027,0.0004,0.1317,0.0002,0.0001,0.0,0.0001,0.0,0.0004,0.0014,0.0003,0.0003,0.0001,0.0,0.002,0.0007,0.0001,0.0001,0.0006,0.0,0.0014,0.0002,0.0001,0.0001,0.0001,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0004,0.0015,0.0004,0.0002,0.0025,0.0,0.0047,0.0264,0.0058,0.0056,0.0114,0.0001,0.0493,0.0007,0.0003,0.0002,0.0078,0.054,0.063,0.1395,0.062,0.0461,0.6882,0.0642,1.0
Prahran,0.0081,0.0331,0.0268,0.1344,0.0008,0.2032,0.0001,0.0002,0.0,0.0033,0.0,0.0035,0.0835,0.0009,0.0019,0.0017,0.0001,0.0881,0.0027,0.0003,0.0002,0.0007,0.0001,0.0041,0.0064,0.0019,0.0008,0.0043,0.0,0.0134,0.0817,0.0299,0.0245,0.1657,0.0008,0.3027,0.0103,0.0,0.0007,0.0,0.0,0.0111,0.0086,0.0006,0.0002,0.0018,0.0,0.0111,0.0129,0.0029,0.0023,0.0208,0.0,0.0388,0.0226,0.0035,0.0014,0.008,0.0001,0.0356,0.0019,0.0001,0.0,0.0008,0.0,0.0029,0.0292,0.0002,0.0004,0.0006,0.0,0.0304,0.0353,0.0089,0.0057,0.0759,0.0001,0.1259,0.0222,0.0062,0.003,0.0191,0.0,0.0505,0.0045,0.0,0.0002,0.0001,0.0,0.0048,0.001,0.0002,0.0001,0.0005,0.0,0.0019,0.0014,0.0001,0.0,0.0002,0.0,0.0017,0.001,0.0002,0.0001,0.0016,0.0,0.0029,0.0025,0.0,0.0,0.0,0.0,0.0026,0.0065,0.001,0.0005,0.0002,0.0,0.0083,0.011,0.0017,0.0008,0.0037,0.0,0.0172,0.0084,0.0001,0.0002,0.0006,0.0,0.0092,0.0003,0.0,0.0,0.0,0.0,0.0003,0.0237,0.0084,0.0056,0.0592,0.0001,0.097,0.003,0.0003,0.0001,0.0002,0.0,0.0036,0.0035,0.0003,0.0001,0.0,0.0,0.0039,0.0084,0.0001,0.0002,0.0003,0.0,0.0089,0.0041,0.0001,0.0002,0.0003,0.0,0.0047,0.0082,0.0,0.0001,0.0002,0.0,0.0085,0.002,0.0002,0.0001,0.0021,0.0,0.0043,0.1307,0.0116,0.0098,0.0154,0.0005,0.1681,0.0046,0.0001,0.0,0.0022,0.0633,0.0702,0.4634,0.0695,0.0563,0.3423,0.0685,1.0
