district,SH_FHs_CF_no_C_pc,SH_FHs_CF_C_pc,SH_FHs_OnePF_pc,SH_FHs_Oth_fam_pc,SH_FHs_Tot_pc,SH_Lone_P_H_pc,SH_Group_H_pc,SH_Tot_pc,SDRTHT_1_S_FHs_CF_no_C_pc,SDRTHT_1_S_FHs_CF_C_pc,SDRTHT_1_S_FHs_OnePF_pc,SDRTHT_1_S_FHs_Oth_fam_pc,SDRTHT_1_S_FHs_Tot_pc,SDRTHT_1_S_Lone_P_H_pc,SDRTHT_1_S_Group_H_pc,SDRTHT_1_S_Tot_pc,SDRTHT_2more_S_FHs_CF_no_C_pc,SDRTHT_2more_S_FHs_CF_C_pc,SDRTHT_2more_S_FHs_OnePF_pc,SDRTHT_2more_S_FHs_Oth_fam_pc,SDRTHT_2more_S_FHs_Tot_pc,SDRTHT_2more_S_Lone_P_H_pc,SDRTHT_2more_S_Group_H_pc,SDRTHT_2more_S_Tot_pc,SDRTHT_Tot_FHs_CF_no_C_pc,SDRTHT_Tot_FHs_CF_C_pc,SDRTHT_Tot_FHs_OnePF_pc,SDRTHT_Tot_FHs_Oth_fam_pc,SDRTHT_Tot_FHs_Tot_pc,SDRTHT_Tot_Lone_P_H_pc,SDRTHT_Tot_Group_H_pc,SDRTHT_Tot_Tot_pc,FoA_1_or_2_SB_FHs_CF_no_C_pc,FoA_1_or_2_SB_FHs_CF_C_pc,FoA_1_or_2_SB_FHs_OnePF_pc,FoA_1_or_2_SB_FHs_Oth_fam_pc,FoA_1_or_2_SB_FHs_Tot_pc,FoA_1_or_2_SB_Lone_P_H_pc,FoA_1_or_2_SB_Group_H_pc,FoA_1_or_2_SB_Tot_pc,FoA_3SB_FHs_CF_no_C_pc,FoA_3SB_FHs_CF_C_pc,FoA_3SB_FHs_OnePF_pc,FoA_3SB_FHs_Oth_fam_pc,FoA_3SB_FHs_Tot_pc,FoA_3SB_Lone_P_H_pc,FoA_3SB_Group_H_pc,FoA_3SB_Tot_pc,FoA_4_to_8_SB_FHs_CF_no_C_pc,FoA_4_to_8_SB_FHs_CF_C_pc,FoA_4_to_8_SB_FHs_OnePF_pc,FoA_4_to_8_SB_FHs_Oth_fam_pc,FoA_4_to_8_SB_FHs_Tot_pc,FoA_4_to_8_SB_Lone_P_H_pc,FoA_4_to_8_SB_Group_H_pc,FoA_4_to_8_SB_Tot_pc,FoA_9moSB_FHs_CF_no_C_pc,FoA_9moSB_FHs_CF_C_pc,FoA_9moSB_FHs_OnePF_pc,FoA_9moSB_FHs_Oth_fam_pc,FoA_9moSB_FHs_Tot_pc,FoA_9moSB_Lone_P_H_pc,FoA_9moSB_Group_H_pc,FoA_9moSB_Tot_pc,FoA_Att_to_hous_FHs_CF_no_C_pc,FoA_Att_to_hous_FHs_CF_C_pc,FoA_Att_to_hous_FHs_OnePF_pc,FoA_Att_to_hous_FHs_Oth_fam_pc,FoA_Att_to_hous_FHs_Tot_pc,FoA_Att_to_hous_Lone_P_H_pc,FoA_Att_to_hous_Group_H_pc,FoA_Att_to_hous_Tot_pc,FoA_Tot_FHs_CF_no_C_pc,FoA_Tot_FHs_CF_C_pc,FoA_Tot_FHs_OnePF_pc,FoA_Tot_FHs_Oth_fam_pc,FoA_Tot_FHs_Tot_pc,FoA_Tot_Lone_P_H_pc,FoA_Tot_Group_H_pc,FoA_Tot_Tot_pc,OD_C_FHs_CF_no_C_pc,OD_C_FHs_CF_C_pc,OD_C_FHs_OnePF_pc,OD_C_FHs_Oth_fam_pc,OD_C_FHs_Tot_pc,OD_C_Lone_P_H_pc,OD_C_Group_H_pc,OD_C_Tot_pc,OD_CH_FHs_CF_no_C_pc,OD_CH_FHs_CF_C_pc,OD_CH_FHs_OnePF_pc,OD_CH_FHs_Oth_fam_pc,OD_CH_FHs_Tot_pc,OD_CH_Lone_P_H_pc,OD_CH_Group_H_pc,OD_CH_Tot_pc,OD_Imp_home_T_SO_FHs_CF_no_C_pc,OD_Imp_home_T_SO_FHs_CF_C_pc,OD_Imp_home_T_SO_FHs_OnePF_pc,OD_Imp_home_T_SO_FHs_Oth_fam_pc,OD_Imp_home_T_SO_FHs_Tot_pc,OD_Imp_home_T_SO_Lone_P_H_pc,OD_Imp_home_T_SO_Group_H_pc,OD_Imp_home_T_SO_Tot_pc,OD_HorF_at_to_S_O_FHs_CF_no_C_pc,OD_HorF_at_to_S_O_FHs_CF_C_pc,OD_HorF_at_to_S_O_FHs_OnePF_pc,OD_HorF_at_to_S_O_FHs_Oth_fam_pc,OD_HorF_at_to_S_O_FHs_Tot_pc,OD_HorF_at_to_S_O_Lone_P_H_pc,OD_HorF_at_to_S_O_Group_H_pc,OD_HorF_at_to_S_O_Tot_pc,OD_Tot_FHs_CF_no_C_pc,OD_Tot_FHs_CF_C_pc,OD_Tot_FHs_OnePF_pc,OD_Tot_FHs_Oth_fam_pc,OD_Tot_FHs_Tot_pc,OD_Tot_Lone_P_H_pc,OD_Tot_Group_H_pc,OD_Tot_Tot_pc,DS_NS_FHs_CF_no_C_pc,DS_NS_FHs_CF_C_pc,DS_NS_FHs_OnePF_pc,DS_NS_FHs_Oth_fam_pc,DS_NS_FHs_Tot_pc,DS_NS_Lone_P_H_pc,DS_NS_Group_H_pc,DS_NS_Tot_pc,Tot_FHs_CF_no_C_pc,Tot_FHs_CF_C_pc,Tot_FHs_OnePF_pc,Tot_FHs_Oth_fam_pc,Tot_FHs_Tot_pc,Tot_Lone_P_H_pc,Tot_Group_H_pc,Tot_Tot_pc
Hastings,0.2417,0.3105,0.0994,0.0052,0.6582,0.1626,0.0118,0.8344,0.0273,0.009,0.0175,0.0003,0.0569,0.0737,0.0029,0.1328,0.0038,0.0025,0.0032,0.0002,0.011,0.0055,0.0001,0.0182,0.0314,0.0122,0.0211,0.0005,0.068,0.0791,0.0034,0.151,0.0006,0.0002,0.0002,0.0,0.0009,0.0015,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0005,0.0006,0.0002,0.0002,0.0,0.0009,0.0018,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0001,0.0002,0.0,0.0012,0.0066,0.0004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0007,0.0001,0.0002,0.0001,0.0013,0.0067,0.0004,0.0081,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0007,0.2741,0.3246,0.1233,0.0073,0.7311,0.2504,0.0175,1.0
Hawthorn,0.1097,0.201,0.0339,0.0021,0.3496,0.0605,0.01,0.4216,0.0324,0.0328,0.0083,0.0004,0.0765,0.0395,0.0038,0.1261,0.0191,0.0204,0.0069,0.0002,0.048,0.0114,0.0016,0.0641,0.0506,0.0548,0.0171,0.0006,0.1254,0.0543,0.0063,0.189,0.0308,0.0122,0.0058,0.0017,0.0534,0.0576,0.0108,0.1237,0.0333,0.009,0.0034,0.0008,0.0489,0.0652,0.0129,0.1277,0.0316,0.0074,0.0058,0.0015,0.0472,0.057,0.0061,0.1108,0.0049,0.0015,0.0007,0.0003,0.0082,0.0123,0.0014,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1009,0.0327,0.0162,0.007,0.1582,0.1923,0.0317,0.3833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0004,0.0001,0.0,0.0011,0.0007,0.0009,0.0038,0.0002,0.0004,0.0001,0.0,0.0011,0.0007,0.0009,0.0038,0.0001,0.0,0.0,0.0,0.0004,0.0,0.0,0.0002,0.2643,0.2896,0.0717,0.0109,0.637,0.3081,0.0541,1.0
Ivanhoe,0.1636,0.2726,0.0666,0.0054,0.5116,0.1341,0.0201,0.6652,0.0226,0.0141,0.009,0.0005,0.0491,0.0484,0.0035,0.1017,0.0285,0.0286,0.0104,0.0008,0.069,0.0223,0.0043,0.099,0.0496,0.0426,0.0218,0.0022,0.1181,0.0711,0.01,0.202,0.0171,0.0085,0.006,0.0001,0.0329,0.0335,0.0019,0.0675,0.0045,0.0012,0.0008,0.0002,0.0076,0.0077,0.0003,0.0155,0.0109,0.0018,0.0012,0.0002,0.0159,0.0164,0.0013,0.0344,0.0023,0.0009,0.0013,0.0001,0.0041,0.0071,0.0005,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356,0.0129,0.0097,0.0006,0.06,0.0652,0.0047,0.1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0004,0.0002,0.0006,0.0,0.0,0.0,0.0,0.0001,0.0004,0.0002,0.0006,0.0004,0.0,0.0002,0.0,0.0004,0.0004,0.0,0.0007,0.2492,0.329,0.0986,0.0096,0.6908,0.2714,0.0348,1.0
Kalkallo,0.169,0.5071,0.1058,0.0075,0.7919,0.105,0.0175,0.9164,0.0064,0.0095,0.0039,0.0001,0.0232,0.0111,0.0009,0.0361,0.0077,0.0113,0.0059,0.0008,0.0272,0.01,0.0014,0.0396,0.0153,0.0204,0.0106,0.0011,0.0499,0.0209,0.0021,0.0757,0.0009,0.0014,0.0012,0.0001,0.0041,0.0017,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0004,0.0001,0.0001,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0015,0.0014,0.0001,0.0045,0.0021,0.0001,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0005,0.1878,0.5322,0.1174,0.0096,0.8486,0.1297,0.0194,1.0
Kew,0.1483,0.3085,0.0706,0.0035,0.5295,0.0928,0.0136,0.6363,0.0277,0.0266,0.0107,0.0006,0.0692,0.0448,0.0039,0.1206,0.0214,0.0328,0.0108,0.0003,0.0685,0.0165,0.0018,0.0897,0.0494,0.0607,0.024,0.0012,0.1382,0.062,0.0067,0.2115,0.0138,0.0074,0.0052,0.0005,0.0284,0.0313,0.0037,0.0652,0.0126,0.0047,0.0021,0.0005,0.021,0.0197,0.0021,0.0423,0.0096,0.0045,0.0032,0.0004,0.0188,0.0157,0.0019,0.0367,0.0004,0.0,0.0,0.0,0.0003,0.0008,0.0002,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364,0.0167,0.011,0.0017,0.0694,0.0686,0.0092,0.1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0002,0.0,0.0,0.0009,0.0007,0.0,0.0022,0.0003,0.0002,0.0,0.0,0.0009,0.0007,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.2377,0.3848,0.107,0.0077,0.7404,0.226,0.0346,1.0
Kororoit,0.174,0.4565,0.1221,0.01,0.7677,0.1239,0.0201,0.9144,0.0062,0.0075,0.004,0.0002,0.021,0.0133,0.0,0.0357,0.0051,0.0109,0.0069,0.0002,0.0247,0.0064,0.0007,0.033,0.012,0.0201,0.012,0.0008,0.0464,0.0198,0.0007,0.0687,0.0004,0.0005,0.0004,0.0001,0.0018,0.0017,0.0,0.004,0.0008,0.0002,0.0005,0.0,0.0012,0.0012,0.0,0.0023,0.0015,0.0008,0.001,0.0,0.0033,0.0018,0.0002,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0026,0.0014,0.0018,0.0001,0.0062,0.0048,0.0002,0.0116,0.0003,0.0,0.0,0.0,0.0002,0.0017,0.0,0.0018,0.0002,0.0,0.0,0.0,0.0002,0.0021,0.0001,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0003,0.0036,0.0002,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.1907,0.4781,0.1381,0.0118,0.8214,0.1536,0.023,1.0
Lara,0.2188,0.2606,0.1318,0.0106,0.6274,0.2166,0.0301,0.875,0.0144,0.0063,0.0065,0.0002,0.0312,0.05,0.0025,0.0841,0.0038,0.0011,0.0014,0.0,0.0081,0.0057,0.001,0.0148,0.0182,0.0082,0.0083,0.0002,0.0399,0.0552,0.0037,0.0983,0.0017,0.0013,0.0019,0.0,0.0068,0.0105,0.0,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0015,0.0019,0.0,0.0068,0.0105,0.0,0.0182,0.0002,0.0,0.0,0.0,0.0001,0.0007,0.0,0.0009,0.0003,0.0,0.0,0.0,0.0003,0.0009,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0012,0.0002,0.0,0.0017,0.0006,0.0,0.0028,0.001,0.0012,0.0002,0.0,0.0024,0.0023,0.0,0.0051,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0,0.0003,0.2427,0.2761,0.1442,0.0115,0.6758,0.2877,0.0352,1.0
Laverton,0.1548,0.3474,0.0961,0.0146,0.613,0.124,0.0433,0.7806,0.0165,0.0259,0.0112,0.0015,0.0552,0.0259,0.0041,0.0916,0.02,0.0248,0.0087,0.0013,0.0577,0.0156,0.0061,0.0802,0.0373,0.0521,0.0211,0.0035,0.1157,0.0438,0.0116,0.1732,0.0044,0.0034,0.0035,0.0002,0.0119,0.0142,0.0011,0.0289,0.001,0.0004,0.0002,0.0,0.0018,0.0013,0.0002,0.0037,0.002,0.0008,0.0004,0.0001,0.0035,0.0033,0.0007,0.0072,0.0004,0.0002,0.0002,0.0001,0.0009,0.0018,0.0005,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0048,0.0044,0.0005,0.0183,0.0208,0.0026,0.043,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0004,0.0013,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0004,0.0,0.0006,0.0,0.0,0.0001,0.0,0.0005,0.0016,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.1996,0.4015,0.1233,0.0195,0.7499,0.1921,0.0588,1.0
Lowan,0.2987,0.2302,0.0866,0.0051,0.6253,0.2877,0.0207,0.9322,0.0035,0.0003,0.0004,0.0,0.0067,0.0222,0.0003,0.0318,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0003,0.0037,0.0003,0.0004,0.0,0.0069,0.0227,0.0003,0.0327,0.0023,0.0006,0.0011,0.0004,0.0049,0.0173,0.0004,0.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0006,0.0011,0.0004,0.0049,0.0173,0.0004,0.0242,0.0004,0.0,0.0,0.0,0.0005,0.0015,0.0,0.0019,0.0004,0.0,0.0,0.0,0.0005,0.0002,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0008,0.0002,0.0,0.0016,0.0014,0.0,0.0,0.0,0.0019,0.0023,0.0,0.0041,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0,0.0006,0.3072,0.2331,0.09,0.0058,0.641,0.3335,0.0228,1.0
Macedon,0.3059,0.3307,0.0844,0.0036,0.7294,0.1951,0.0179,0.9401,0.0087,0.0026,0.0049,0.0,0.0174,0.0262,0.0004,0.045,0.0006,0.0002,0.0003,0.0,0.0018,0.0015,0.0,0.0035,0.0107,0.0033,0.0064,0.0,0.0204,0.0271,0.0004,0.049,0.0004,0.0001,0.0001,0.0,0.0006,0.0003,0.0,0.0014,0.0,0.0003,0.0,0.0,0.0003,0.0002,0.0002,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0005,0.0004,0.0001,0.0,0.001,0.0005,0.0002,0.0021,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0006,0.0004,0.0009,0.0,0.0,0.0014,0.0009,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0003,0.0,0.0,0.0006,0.0006,0.0,0.0015,0.0011,0.0012,0.0,0.0,0.0023,0.002,0.0,0.0052,0.0001,0.0002,0.0,0.0,0.0002,0.0,0.0,0.0009,0.3199,0.3372,0.0914,0.0039,0.7562,0.2246,0.0191,1.0
Malvern,0.1009,0.1874,0.0329,0.0017,0.3273,0.0604,0.0087,0.394,0.0269,0.0224,0.0091,0.0003,0.0593,0.0373,0.0031,0.0969,0.0329,0.0262,0.0091,0.0001,0.0681,0.0229,0.0042,0.0996,0.0585,0.048,0.0196,0.0007,0.1263,0.0602,0.0079,0.1994,0.0396,0.014,0.0075,0.0008,0.0654,0.0777,0.0113,0.157,0.0378,0.0111,0.006,0.0008,0.0588,0.0764,0.0103,0.148,0.0211,0.0049,0.0034,0.0003,0.0325,0.0363,0.0032,0.0722,0.0033,0.001,0.0005,0.0,0.0052,0.0062,0.0019,0.013,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.1036,0.0317,0.02,0.0032,0.1632,0.197,0.0295,0.3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0002,0.0,0.0038,0.0057,0.0001,0.0108,0.003,0.0,0.0002,0.0,0.0038,0.0057,0.0001,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2656,0.2684,0.0733,0.01,0.6226,0.3241,0.0524,1.0
Melbourne,0.0073,0.0076,0.0018,0.0004,0.0174,0.0051,0.0025,0.0257,0.013,0.0065,0.0019,0.0002,0.0224,0.0117,0.0065,0.041,0.0276,0.0212,0.006,0.0011,0.0575,0.0238,0.0154,0.0981,0.0407,0.0277,0.0089,0.0018,0.0804,0.0359,0.0225,0.1381,0.0078,0.0022,0.0012,0.0002,0.0132,0.0128,0.0044,0.0303,0.0142,0.0041,0.002,0.0004,0.0227,0.0268,0.0064,0.0568,0.0376,0.011,0.005,0.0025,0.0569,0.0724,0.0191,0.1487,0.149,0.0396,0.0217,0.0183,0.2283,0.2762,0.0901,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2094,0.058,0.0317,0.0217,0.323,0.3885,0.1193,0.8309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0001,0.0001,0.0,0.0008,0.001,0.0003,0.0023,0.0003,0.0001,0.0001,0.0,0.0008,0.001,0.0003,0.0023,0.0003,0.0001,0.0,0.0,0.0007,0.0011,0.0004,0.0025,0.2575,0.0933,0.0435,0.0247,0.4209,0.4318,0.1462,1.0
Melton,0.1991,0.3788,0.1433,0.0088,0.7356,0.1641,0.0213,0.9205,0.0099,0.0084,0.0087,0.0003,0.0281,0.0335,0.0008,0.0623,0.0014,0.0022,0.0017,0.0,0.0058,0.0032,0.0003,0.0097,0.011,0.01,0.0111,0.0005,0.0332,0.037,0.0015,0.0715,0.0004,0.0004,0.0005,0.0,0.0014,0.0012,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0002,0.0004,0.0005,0.0005,0.0,0.0013,0.0012,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0004,0.0,0.0,0.0003,0.2111,0.3912,0.157,0.0099,0.7733,0.2023,0.0234,1.0
Mildura,0.2613,0.2504,0.1039,0.0075,0.6257,0.2171,0.0253,0.8696,0.0115,0.0035,0.0062,0.0002,0.024,0.0362,0.0021,0.0641,0.0007,0.0003,0.0,0.0,0.0012,0.0011,0.0001,0.0035,0.0124,0.0042,0.0064,0.0002,0.0255,0.0372,0.0024,0.0676,0.006,0.0025,0.003,0.0,0.0132,0.0285,0.0013,0.0446,0.0002,0.0,0.0,0.0,0.0002,0.0005,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0025,0.003,0.0,0.0134,0.0294,0.0013,0.0452,0.0006,0.0,0.0001,0.0,0.0011,0.0031,0.0005,0.0043,0.0014,0.0,0.0,0.0,0.002,0.0032,0.0004,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0005,0.0004,0.0,0.0008,0.0027,0.0002,0.0001,0.0,0.0036,0.0075,0.0009,0.0129,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0007,0.0019,0.2864,0.2585,0.1154,0.0099,0.6714,0.2934,0.0316,1.0
Mill Park,0.1896,0.3969,0.1095,0.006,0.7027,0.1241,0.0144,0.8425,0.0173,0.0207,0.0064,0.0007,0.0481,0.0233,0.0015,0.079,0.0099,0.0159,0.0078,0.0007,0.0378,0.0144,0.0015,0.0553,0.0292,0.0389,0.0169,0.0016,0.0886,0.0386,0.0033,0.1374,0.0003,0.0004,0.0002,0.0,0.001,0.0007,0.0,0.0018,0.0014,0.0008,0.0004,0.0,0.0028,0.0046,0.0001,0.0071,0.0017,0.0013,0.0007,0.0002,0.004,0.0038,0.0006,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0026,0.0016,0.0002,0.0079,0.0091,0.001,0.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.223,0.4401,0.1291,0.0095,0.8002,0.1747,0.0224,1.0
Monbulk,0.2786,0.3789,0.1023,0.0046,0.7607,0.1789,0.0193,0.9612,0.0045,0.0014,0.0021,0.0,0.0082,0.0147,0.0004,0.0232,0.0006,0.0005,0.0004,0.0,0.0015,0.0032,0.0001,0.0047,0.005,0.0021,0.0023,0.0,0.0107,0.0171,0.0006,0.0282,0.0007,0.0001,0.0006,0.0,0.0014,0.0032,0.0,0.0054,0.0001,0.0,0.0,0.0,0.0004,0.0009,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0009,0.0003,0.0006,0.0,0.0019,0.0042,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0004,0.0003,0.0,0.0009,0.0003,0.0,0.0,0.0,0.0004,0.0005,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2842,0.3811,0.1064,0.0055,0.7764,0.2007,0.0201,1.0
Mordialloc,0.1353,0.3202,0.0657,0.0029,0.5256,0.0825,0.0081,0.6185,0.0297,0.0236,0.0118,0.0004,0.0682,0.0507,0.0022,0.1218,0.0253,0.0332,0.01,0.0006,0.0723,0.0185,0.0018,0.094,0.0553,0.057,0.0234,0.0009,0.1397,0.0706,0.0046,0.2171,0.0331,0.0203,0.0146,0.0002,0.0714,0.0708,0.0032,0.1488,0.003,0.0007,0.0014,0.0,0.0054,0.0079,0.0001,0.0131,0.0005,0.0,0.0003,0.0,0.0009,0.0013,0.0001,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367,0.0214,0.0161,0.0002,0.0784,0.0809,0.0039,0.1646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.001,0.0,0.0013,0.0,0.0002,0.0002,0.0,0.0,0.001,0.0,0.0013,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0003,0.229,0.3994,0.1088,0.0062,0.748,0.2336,0.0199,1.0
Mornington,0.252,0.3234,0.0781,0.0027,0.6624,0.1607,0.0089,0.8313,0.0204,0.0034,0.005,0.0002,0.0303,0.038,0.0005,0.0701,0.0144,0.0053,0.0037,0.0,0.0232,0.009,0.0004,0.0343,0.0345,0.0086,0.0088,0.0002,0.0536,0.0459,0.001,0.1033,0.0117,0.003,0.0043,0.0002,0.0221,0.0295,0.0005,0.0519,0.0006,0.0,0.0,0.0,0.0007,0.0018,0.0,0.0029,0.0011,0.0,0.0,0.0,0.0011,0.0007,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0002,0.0138,0.0031,0.0044,0.0002,0.0239,0.0326,0.0007,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0012,0.0,0.0002,0.0,0.0013,0.0036,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0002,0.0,0.0012,0.0038,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0002,0.3038,0.3369,0.0945,0.0036,0.7425,0.2451,0.0123,1.0
