district,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot,P_Tot_Tot_total
Polwarth,57.0,1803.0,102.0,2001.0,42.0,1483.0,59.0,1657.0,162.0,3095.0,239.0,3640.0,341.0,3525.0,190.0,4242.0,643.0,3642.0,238.0,4575.0,814.0,3724.0,269.0,4813.0,573.0,3661.0,238.0,4583.0,173.0,1870.0,139.0,2241.0,17.0,440.0,77.0,594.0,3173.0,23176.0,2006.0,28319.0,42.0,1610.0,82.0,1868.0,47.0,1203.0,44.0,1381.0,329.0,3077.0,180.0,3704.0,636.0,3565.0,205.0,4524.0,1051.0,3404.0,218.0,4716.0,1314.0,3350.0,260.0,4969.0,784.0,3451.0,228.0,4538.0,230.0,1925.0,193.0,2424.0,18.0,825.0,128.0,996.0,4716.0,22579.0,1943.0,29234.0,114.0,3348.0,247.0,3908.0,119.0,2651.0,130.0,3039.0,568.0,6187.0,468.0,7302.0,1102.0,7120.0,490.0,8778.0,1689.0,7051.0,496.0,9261.0,2120.0,7089.0,587.0,9721.0,1402.0,7163.0,573.0,9140.0,486.0,3752.0,420.0,4675.0,55.0,1334.0,255.0,1712.0,7845.0,45786.0,3993.0,57551.0,57551.0
Prahran,0.0,693.0,41.0,855.0,68.0,2224.0,116.0,2465.0,416.0,10032.0,727.0,11301.0,392.0,5783.0,405.0,6776.0,449.0,3108.0,268.0,3859.0,567.0,2331.0,167.0,3139.0,201.0,1849.0,150.0,2253.0,135.0,1074.0,105.0,1408.0,4.0,327.0,97.0,491.0,2505.0,27624.0,2494.0,32642.0,22.0,773.0,32.0,889.0,99.0,2809.0,191.0,3282.0,530.0,10890.0,771.0,12254.0,491.0,5245.0,337.0,6208.0,639.0,2811.0,268.0,3748.0,740.0,2141.0,144.0,3137.0,419.0,2016.0,149.0,2674.0,173.0,1260.0,137.0,1618.0,7.0,512.0,214.0,748.0,3443.0,28594.0,2568.0,34605.0,28.0,1501.0,92.0,1773.0,214.0,5087.0,365.0,5716.0,1030.0,20919.0,1511.0,23557.0,959.0,11157.0,817.0,12955.0,1176.0,5896.0,538.0,7637.0,1241.0,4623.0,328.0,6265.0,699.0,3848.0,310.0,4940.0,367.0,2341.0,284.0,3049.0,51.0,894.0,332.0,1290.0,5980.0,56226.0,5034.0,67173.0,67173.0
Preston,35.0,1356.0,64.0,1554.0,111.0,2089.0,133.0,2450.0,383.0,6148.0,460.0,6997.0,586.0,4921.0,289.0,5881.0,781.0,3762.0,157.0,4793.0,604.0,2808.0,164.0,3646.0,303.0,2089.0,150.0,2613.0,128.0,1468.0,98.0,1819.0,30.0,658.0,123.0,884.0,3237.0,25297.0,2077.0,30537.0,29.0,1330.0,34.0,1510.0,154.0,1890.0,91.0,2186.0,547.0,5957.0,362.0,6944.0,910.0,4813.0,279.0,5980.0,1182.0,3371.0,155.0,4757.0,994.0,2653.0,114.0,3871.0,479.0,2294.0,182.0,3016.0,245.0,1852.0,174.0,2342.0,34.0,1065.0,204.0,1368.0,4815.0,25224.0,1940.0,32056.0,90.0,2684.0,112.0,3080.0,273.0,3977.0,267.0,4580.0,970.0,12136.0,856.0,13935.0,1458.0,9746.0,562.0,11851.0,1945.0,7101.0,428.0,9557.0,1666.0,5480.0,367.0,7515.0,835.0,4354.0,397.0,5630.0,473.0,3315.0,346.0,4110.0,96.0,1748.0,324.0,2292.0,8043.0,50501.0,4049.0,62549.0,62549.0
Richmond,7.0,690.0,56.0,819.0,93.0,1907.0,113.0,2234.0,476.0,9409.0,603.0,10493.0,432.0,5389.0,342.0,6274.0,525.0,3110.0,213.0,3892.0,481.0,2393.0,194.0,3155.0,176.0,1643.0,112.0,2005.0,59.0,783.0,46.0,945.0,8.0,201.0,7.0,279.0,2461.0,25549.0,1955.0,30004.0,12.0,866.0,29.0,941.0,83.0,2316.0,92.0,2612.0,639.0,9663.0,519.0,10932.0,498.0,4685.0,245.0,5586.0,779.0,2747.0,150.0,3723.0,721.0,2045.0,123.0,2958.0,366.0,1687.0,107.0,2186.0,82.0,927.0,52.0,1176.0,12.0,405.0,11.0,464.0,3502.0,25437.0,1709.0,30672.0,38.0,1571.0,105.0,1789.0,230.0,4245.0,304.0,4776.0,1154.0,19046.0,1171.0,21388.0,1070.0,10049.0,691.0,11848.0,1280.0,5789.0,436.0,7590.0,1184.0,4512.0,387.0,6109.0,635.0,3338.0,256.0,4252.0,212.0,1673.0,125.0,2071.0,19.0,667.0,27.0,779.0,5997.0,51037.0,3726.0,60726.0,60726.0
Ringwood,63.0,2123.0,18.0,2345.0,86.0,2125.0,32.0,2331.0,321.0,4854.0,200.0,5441.0,614.0,5226.0,186.0,6088.0,853.0,4306.0,118.0,5320.0,692.0,3289.0,61.0,4062.0,472.0,2526.0,74.0,3155.0,255.0,1630.0,78.0,1958.0,72.0,594.0,98.0,836.0,3594.0,26647.0,1431.0,31653.0,54.0,1845.0,35.0,1997.0,110.0,1909.0,60.0,2170.0,445.0,4866.0,205.0,5547.0,920.0,5302.0,184.0,6437.0,1281.0,4065.0,79.0,5562.0,1197.0,3177.0,74.0,4462.0,709.0,2865.0,96.0,3710.0,283.0,2109.0,133.0,2647.0,18.0,1063.0,202.0,1319.0,5382.0,27307.0,1473.0,34115.0,146.0,3966.0,88.0,4324.0,297.0,4050.0,97.0,4510.0,814.0,9731.0,446.0,11079.0,1521.0,10520.0,442.0,12649.0,2187.0,8313.0,295.0,10832.0,1900.0,6387.0,189.0,8612.0,1166.0,5351.0,239.0,6924.0,557.0,3700.0,316.0,4664.0,142.0,1726.0,305.0,2253.0,8994.0,53831.0,2918.0,65757.0,65757.0
Ripon,61.0,1655.0,108.0,1904.0,31.0,1382.0,107.0,1607.0,184.0,2835.0,382.0,3542.0,381.0,2848.0,440.0,3756.0,707.0,3409.0,497.0,4636.0,789.0,3816.0,481.0,5159.0,585.0,3957.0,431.0,5040.0,235.0,1967.0,223.0,2569.0,16.0,471.0,75.0,676.0,3331.0,22391.0,3251.0,28981.0,77.0,1541.0,68.0,1827.0,82.0,1200.0,37.0,1446.0,411.0,2819.0,128.0,3488.0,618.0,2785.0,223.0,3677.0,1056.0,3119.0,252.0,4564.0,1291.0,3449.0,275.0,5064.0,870.0,3521.0,287.0,4658.0,221.0,1869.0,187.0,2436.0,9.0,829.0,116.0,998.0,4902.0,21264.0,2020.0,28250.0,165.0,3294.0,236.0,3821.0,199.0,2647.0,192.0,3096.0,698.0,5626.0,573.0,7013.0,1014.0,5618.0,680.0,7480.0,1725.0,6560.0,841.0,9210.0,2120.0,7355.0,800.0,10267.0,1478.0,7453.0,769.0,9694.0,571.0,3907.0,542.0,5013.0,35.0,1355.0,223.0,1712.0,8250.0,43720.0,5277.0,57242.0,57242.0
Rowville,39.0,2258.0,48.0,2387.0,26.0,2349.0,41.0,2594.0,209.0,3583.0,113.0,3985.0,422.0,3886.0,97.0,4416.0,656.0,3927.0,72.0,4766.0,832.0,3990.0,60.0,4933.0,440.0,2853.0,42.0,3436.0,172.0,1396.0,47.0,1670.0,26.0,403.0,40.0,502.0,3152.0,24748.0,929.0,28788.0,41.0,2136.0,25.0,2277.0,121.0,2045.0,31.0,2190.0,363.0,3397.0,70.0,3973.0,676.0,3926.0,77.0,4789.0,1190.0,4168.0,36.0,5398.0,1321.0,3901.0,61.0,5309.0,622.0,2877.0,70.0,3584.0,180.0,1751.0,112.0,2096.0,20.0,742.0,62.0,894.0,4767.0,24809.0,961.0,30619.0,144.0,4305.0,92.0,4714.0,224.0,4407.0,99.0,4871.0,669.0,7021.0,264.0,7979.0,1102.0,7828.0,237.0,9166.0,1870.0,8055.0,197.0,10188.0,2139.0,7796.0,208.0,10292.0,1107.0,5746.0,172.0,7036.0,352.0,3129.0,188.0,3774.0,61.0,1235.0,106.0,1445.0,7914.0,49571.0,1892.0,59352.0,59352.0
Sandringham,23.0,1932.0,37.0,1997.0,53.0,1495.0,24.0,1650.0,157.0,2486.0,78.0,2789.0,273.0,3171.0,110.0,3682.0,663.0,3897.0,122.0,4734.0,791.0,3145.0,54.0,4042.0,448.0,2587.0,73.0,3126.0,198.0,1537.0,74.0,1900.0,55.0,543.0,22.0,714.0,2957.0,20819.0,920.0,24651.0,36.0,1792.0,30.0,1947.0,60.0,1428.0,3.0,1531.0,253.0,2809.0,64.0,3148.0,544.0,3495.0,111.0,4241.0,1129.0,3931.0,119.0,5241.0,1286.0,3018.0,71.0,4441.0,720.0,2854.0,69.0,3679.0,304.0,1828.0,90.0,2240.0,27.0,1068.0,85.0,1235.0,4563.0,22171.0,1046.0,27687.0,95.0,3749.0,81.0,3971.0,151.0,2944.0,44.0,3170.0,406.0,5271.0,228.0,5956.0,876.0,6739.0,304.0,7865.0,1820.0,7853.0,315.0,10005.0,2104.0,6170.0,171.0,8519.0,1193.0,5389.0,212.0,6834.0,543.0,3297.0,218.0,4156.0,124.0,1569.0,171.0,1904.0,7455.0,42943.0,2024.0,52401.0,52401.0
Shepparton,53.0,2040.0,186.0,2424.0,81.0,1775.0,112.0,2119.0,268.0,3820.0,388.0,4573.0,398.0,3395.0,352.0,4237.0,628.0,3567.0,348.0,4548.0,650.0,3502.0,356.0,4544.0,464.0,3164.0,268.0,3943.0,198.0,1798.0,188.0,2297.0,27.0,568.0,71.0,742.0,3194.0,23662.0,2667.0,29466.0,93.0,1809.0,142.0,2123.0,138.0,1668.0,107.0,2003.0,515.0,3903.0,390.0,4947.0,795.0,3294.0,360.0,4506.0,1094.0,3148.0,293.0,4526.0,1197.0,3254.0,314.0,4807.0,773.0,3027.0,258.0,4095.0,204.0,1943.0,227.0,2518.0,23.0,923.0,108.0,1150.0,5106.0,23039.0,2575.0,30793.0,160.0,3809.0,405.0,4512.0,269.0,3472.0,307.0,4134.0,858.0,7827.0,858.0,9514.0,1237.0,6713.0,716.0,8782.0,1729.0,6704.0,706.0,9186.0,1845.0,6761.0,713.0,9390.0,1241.0,6205.0,566.0,8047.0,507.0,3755.0,524.0,4818.0,71.0,1501.0,179.0,1907.0,8284.0,46721.0,5241.0,60241.0,60241.0
South Barwon,43.0,1998.0,56.0,2222.0,68.0,2614.0,141.0,2913.0,277.0,5126.0,252.0,5796.0,461.0,4192.0,83.0,4776.0,599.0,3176.0,66.0,3887.0,569.0,2591.0,67.0,3303.0,400.0,2321.0,85.0,2782.0,157.0,1458.0,57.0,1761.0,32.0,530.0,22.0,662.0,2899.0,23988.0,1196.0,28090.0,41.0,1987.0,51.0,2152.0,141.0,2538.0,96.0,2839.0,500.0,5056.0,182.0,5831.0,822.0,4169.0,119.0,5168.0,980.0,3126.0,98.0,4276.0,1078.0,2624.0,70.0,3809.0,542.0,2589.0,107.0,3324.0,227.0,1677.0,94.0,2060.0,17.0,989.0,51.0,1108.0,4681.0,24746.0,1204.0,30506.0,113.0,3991.0,158.0,4394.0,274.0,5170.0,261.0,5753.0,842.0,10183.0,455.0,11560.0,1289.0,8356.0,319.0,10034.0,1612.0,6226.0,247.0,8140.0,1674.0,5196.0,170.0,7039.0,991.0,4882.0,207.0,6139.0,457.0,3083.0,194.0,3807.0,77.0,1524.0,87.0,1785.0,7499.0,48697.0,2443.0,58680.0,58680.0
South-West Coast,43.0,1820.0,143.0,2082.0,43.0,1451.0,76.0,1710.0,206.0,3312.0,237.0,3892.0,363.0,3107.0,219.0,3831.0,575.0,3405.0,243.0,4308.0,782.0,3672.0,169.0,4781.0,498.0,3593.0,227.0,4452.0,205.0,1708.0,137.0,2132.0,54.0,526.0,49.0,670.0,3135.0,22718.0,2059.0,27881.0,47.0,1730.0,110.0,1991.0,78.0,1368.0,38.0,1615.0,499.0,3304.0,186.0,3993.0,731.0,3051.0,232.0,4110.0,1138.0,3326.0,200.0,4686.0,1443.0,3565.0,205.0,5164.0,779.0,3398.0,224.0,4518.0,226.0,1899.0,190.0,2470.0,23.0,905.0,150.0,1226.0,5162.0,22646.0,1986.0,29900.0,131.0,3518.0,349.0,4124.0,158.0,2839.0,158.0,3333.0,706.0,6664.0,501.0,7850.0,1158.0,6111.0,534.0,7887.0,1756.0,6713.0,552.0,9020.0,2196.0,7276.0,486.0,9897.0,1329.0,6974.0,533.0,8871.0,529.0,3614.0,389.0,4608.0,85.0,1580.0,239.0,1978.0,8343.0,45389.0,4095.0,57742.0,57742.0
St Albans,47.0,1878.0,162.0,2184.0,107.0,2390.0,225.0,2785.0,339.0,5181.0,694.0,6223.0,466.0,3797.0,463.0,4758.0,532.0,3452.0,359.0,4400.0,525.0,3479.0,249.0,4364.0,322.0,2800.0,204.0,3490.0,142.0,1485.0,143.0,1883.0,29.0,398.0,75.0,602.0,2904.0,24839.0,2885.0,30673.0,59.0,1761.0,123.0,2052.0,54.0,2179.0,177.0,2570.0,489.0,4710.0,589.0,5794.0,686.0,3786.0,400.0,4898.0,881.0,3484.0,278.0,4708.0,901.0,3281.0,241.0,4390.0,631.0,2875.0,216.0,3733.0,222.0,1593.0,140.0,2022.0,6.0,741.0,165.0,984.0,4105.0,24333.0,2706.0,31206.0,126.0,3654.0,332.0,4189.0,256.0,4565.0,436.0,5369.0,859.0,9912.0,1338.0,12030.0,1220.0,7522.0,901.0,9677.0,1440.0,6898.0,694.0,9040.0,1416.0,6711.0,587.0,8718.0,1007.0,5680.0,477.0,7207.0,396.0,3063.0,356.0,3907.0,64.0,1223.0,260.0,1597.0,6977.0,49251.0,5548.0,61841.0,61841.0
Sunbury,42.0,1664.0,75.0,1879.0,64.0,1697.0,61.0,1927.0,331.0,4142.0,246.0,4791.0,459.0,3510.0,198.0,4257.0,543.0,3162.0,147.0,3932.0,626.0,2890.0,146.0,3639.0,382.0,2351.0,81.0,2886.0,168.0,1195.0,54.0,1503.0,12.0,281.0,21.0,366.0,2900.0,20905.0,1368.0,25275.0,54.0,1466.0,27.0,1636.0,115.0,1487.0,41.0,1727.0,541.0,4006.0,176.0,4793.0,874.0,3405.0,162.0,4433.0,1068.0,2984.0,131.0,4148.0,1078.0,2769.0,87.0,3968.0,615.0,2548.0,96.0,3316.0,154.0,1333.0,74.0,1635.0,8.0,522.0,33.0,604.0,4630.0,20547.0,1301.0,26487.0,135.0,3145.0,181.0,3526.0,215.0,3182.0,142.0,3650.0,873.0,8105.0,493.0,9568.0,1365.0,6872.0,441.0,8681.0,1614.0,6078.0,349.0,8142.0,1694.0,5655.0,254.0,7644.0,1022.0,4908.0,207.0,6227.0,377.0,2519.0,186.0,3125.0,36.0,897.0,72.0,1033.0,7584.0,41494.0,2709.0,51689.0,51689.0
Sydenham,77.0,2718.0,104.0,2912.0,88.0,2558.0,89.0,2815.0,323.0,4521.0,244.0,5197.0,530.0,4638.0,279.0,5513.0,787.0,4501.0,169.0,5522.0,637.0,3521.0,108.0,4334.0,311.0,2142.0,41.0,2547.0,88.0,885.0,25.0,1098.0,3.0,191.0,4.0,231.0,3146.0,25727.0,1414.0,30313.0,79.0,2579.0,59.0,2804.0,132.0,2263.0,59.0,2550.0,502.0,4391.0,227.0,5214.0,994.0,4671.0,230.0,5929.0,1373.0,4404.0,161.0,6014.0,1056.0,3313.0,97.0,4514.0,441.0,2157.0,65.0,2618.0,66.0,940.0,32.0,1176.0,4.0,398.0,30.0,462.0,4882.0,25115.0,1359.0,31380.0,199.0,5268.0,202.0,5800.0,252.0,4894.0,194.0,5422.0,899.0,8934.0,551.0,10386.0,1520.0,9267.0,540.0,11437.0,2150.0,8878.0,417.0,11558.0,1731.0,6824.0,287.0,8868.0,821.0,4238.0,169.0,5312.0,218.0,1838.0,70.0,2247.0,21.0,610.0,29.0,708.0,8034.0,50815.0,2767.0,61693.0,61693.0
Tarneit,50.0,2457.0,143.0,2813.0,92.0,2966.0,230.0,3433.0,430.0,6734.0,745.0,8057.0,814.0,7394.0,618.0,8875.0,467.0,4001.0,291.0,4960.0,511.0,3003.0,141.0,3670.0,231.0,1919.0,60.0,2403.0,98.0,756.0,24.0,982.0,4.0,105.0,11.0,134.0,3031.0,29506.0,2659.0,35226.0,64.0,2202.0,111.0,2482.0,102.0,2356.0,165.0,2812.0,744.0,7023.0,696.0,8532.0,1078.0,6581.0,522.0,8256.0,849.0,3494.0,184.0,4674.0,742.0,2922.0,117.0,3925.0,373.0,2018.0,105.0,2606.0,81.0,816.0,16.0,1028.0,6.0,210.0,14.0,258.0,4380.0,27839.0,2418.0,34628.0,168.0,4621.0,369.0,5257.0,283.0,5315.0,431.0,6169.0,1239.0,13778.0,1467.0,16560.0,1899.0,13987.0,1119.0,17140.0,1406.0,7538.0,575.0,9525.0,1267.0,5959.0,335.0,7603.0,677.0,4008.0,178.0,5002.0,228.0,1620.0,86.0,2025.0,7.0,392.0,31.0,504.0,7501.0,57455.0,5024.0,69932.0,69932.0
Thomastown,44.0,1706.0,80.0,1972.0,105.0,2219.0,139.0,2581.0,426.0,5608.0,456.0,6552.0,728.0,5591.0,353.0,6710.0,502.0,3420.0,208.0,4238.0,451.0,2610.0,161.0,3333.0,299.0,2283.0,87.0,2716.0,198.0,1335.0,42.0,1723.0,46.0,439.0,25.0,597.0,3100.0,25361.0,1988.0,30437.0,61.0,1635.0,74.0,1880.0,147.0,1946.0,94.0,2258.0,685.0,5632.0,420.0,6756.0,895.0,5057.0,289.0,6347.0,846.0,2948.0,167.0,4013.0,791.0,2583.0,74.0,3575.0,513.0,2536.0,123.0,3204.0,188.0,1642.0,77.0,1995.0,13.0,660.0,12.0,790.0,4426.0,24763.0,1826.0,30898.0,165.0,3357.0,210.0,3874.0,283.0,4214.0,333.0,4922.0,1063.0,11233.0,880.0,13269.0,1637.0,10699.0,737.0,13056.0,1408.0,6427.0,462.0,8339.0,1226.0,5241.0,312.0,6780.0,875.0,4828.0,318.0,5995.0,466.0,2976.0,163.0,3743.0,90.0,1162.0,56.0,1383.0,7486.0,50049.0,3846.0,61343.0,61343.0
Warrandyte,69.0,2492.0,20.0,2682.0,84.0,2125.0,36.0,2411.0,191.0,2959.0,73.0,3251.0,421.0,3712.0,98.0,4356.0,871.0,4131.0,132.0,5202.0,928.0,3634.0,39.0,4642.0,558.0,2905.0,68.0,3536.0,223.0,1884.0,66.0,2295.0,55.0,599.0,26.0,747.0,3710.0,24450.0,947.0,29181.0,61.0,2203.0,29.0,2336.0,122.0,1822.0,18.0,2074.0,268.0,2959.0,84.0,3388.0,763.0,4031.0,93.0,5021.0,1338.0,4092.0,84.0,5677.0,1413.0,3530.0,77.0,5053.0,793.0,3168.0,73.0,4099.0,284.0,2231.0,74.0,2699.0,28.0,915.0,57.0,1047.0,5357.0,24983.0,1038.0,31406.0,173.0,4672.0,104.0,5070.0,290.0,3961.0,87.0,4457.0,554.0,5845.0,200.0,6598.0,1249.0,7752.0,262.0,9341.0,2251.0,8272.0,288.0,10833.0,2346.0,7130.0,204.0,9731.0,1336.0,5960.0,213.0,7627.0,571.0,4153.0,202.0,4984.0,98.0,1552.0,108.0,1901.0,9102.0,49459.0,1996.0,60512.0,60512.0
Wendouree,55.0,1927.0,60.0,2164.0,76.0,1864.0,104.0,2106.0,290.0,3983.0,230.0,4636.0,372.0,3056.0,147.0,3757.0,575.0,3023.0,170.0,3907.0,622.0,2893.0,143.0,3742.0,414.0,2614.0,123.0,3290.0,197.0,1580.0,116.0,1976.0,20.0,453.0,63.0,632.0,2960.0,21587.0,1683.0,26246.0,57.0,1825.0,80.0,2050.0,100.0,1971.0,72.0,2258.0,554.0,3852.0,253.0,4756.0,782.0,3310.0,190.0,4376.0,1112.0,2995.0,177.0,4268.0,1109.0,2990.0,142.0,4290.0,728.0,2992.0,118.0,3956.0,295.0,1920.0,168.0,2464.0,30.0,946.0,199.0,1230.0,4994.0,22979.0,1892.0,29856.0,161.0,3727.0,217.0,4265.0,216.0,3865.0,264.0,4398.0,872.0,7958.0,563.0,9426.0,1174.0,6427.0,419.0,8136.0,1704.0,6081.0,403.0,8232.0,1780.0,5880.0,407.0,8059.0,1228.0,5607.0,363.0,7228.0,525.0,3529.0,375.0,4395.0,82.0,1492.0,304.0,1930.0,7940.0,44563.0,3597.0,56049.0,56049.0
Werribee,68.0,2158.0,83.0,2445.0,67.0,2359.0,188.0,2702.0,425.0,5986.0,468.0,6911.0,650.0,6174.0,459.0,7328.0,531.0,3646.0,233.0,4520.0,498.0,2940.0,151.0,3717.0,218.0,2062.0,71.0,2546.0,57.0,825.0,54.0,1110.0,12.0,231.0,54.0,333.0,3042.0,26446.0,2186.0,31647.0,59.0,2045.0,96.0,2245.0,140.0,2218.0,105.0,2627.0,769.0,6635.0,546.0,7972.0,995.0,5461.0,395.0,6926.0,969.0,3460.0,195.0,4698.0,850.0,2917.0,100.0,4002.0,332.0,2040.0,120.0,2653.0,85.0,1051.0,93.0,1340.0,10.0,455.0,116.0,620.0,4537.0,26407.0,2213.0,33180.0,163.0,4214.0,232.0,4716.0,313.0,4595.0,341.0,5424.0,1239.0,12581.0,1059.0,14952.0,1704.0,11567.0,876.0,14208.0,1555.0,7155.0,521.0,9268.0,1441.0,5825.0,321.0,7664.0,689.0,4119.0,281.0,5114.0,178.0,1955.0,195.0,2474.0,20.0,765.0,167.0,1002.0,7546.0,52857.0,4303.0,64828.0,64828.0
Williamstown,34.0,1508.0,48.0,1650.0,51.0,1381.0,46.0,1556.0,196.0,3608.0,231.0,4074.0,495.0,4390.0,247.0,5155.0,691.0,3762.0,150.0,4695.0,634.0,2971.0,100.0,3808.0,262.0,2250.0,102.0,2649.0,99.0,1253.0,71.0,1549.0,48.0,487.0,16.0,591.0,2856.0,21570.0,1329.0,25740.0,45.0,1453.0,40.0,1584.0,62.0,1268.0,25.0,1452.0,322.0,3791.0,227.0,4413.0,790.0,4446.0,206.0,5444.0,1116.0,3689.0,173.0,4964.0,1042.0,2673.0,103.0,3883.0,527.0,2224.0,93.0,2952.0,174.0,1565.0,60.0,1919.0,20.0,916.0,55.0,1079.0,4302.0,22032.0,1350.0,27654.0,102.0,2938.0,107.0,3230.0,177.0,2691.0,95.0,3047.0,586.0,7314.0,532.0,8484.0,1223.0,8836.0,524.0,10616.0,1860.0,7432.0,395.0,9680.0,1742.0,5624.0,257.0,7656.0,844.0,4440.0,227.0,5579.0,351.0,2842.0,179.0,3407.0,106.0,1413.0,97.0,1663.0,7103.0,43543.0,2664.0,53386.0,53386.0
Yan Yean,57.0,2103.0,78.0,2338.0,43.0,1836.0,74.0,2045.0,288.0,4399.0,238.0,4958.0,662.0,5290.0,214.0,6246.0,622.0,3682.0,145.0,4529.0,438.0,2319.0,77.0,2882.0,243.0,1677.0,74.0,2141.0,93.0,794.0,65.0,1004.0,11.0,130.0,8.0,179.0,2712.0,22355.0,1301.0,26358.0,51.0,1977.0,65.0,2175.0,108.0,1748.0,38.0,1961.0,624.0,4638.0,260.0,5551.0,1053.0,5233.0,216.0,6577.0,1093.0,3478.0,126.0,4693.0,782.0,2284.0,91.0,3218.0,435.0,1875.0,77.0,2487.0,63.0,812.0,36.0,978.0,0.0,269.0,25.0,301.0,4416.0,22381.0,1278.0,28035.0,162.0,4081.0,197.0,4492.0,202.0,3557.0,145.0,3998.0,1001.0,9042.0,517.0,10519.0,1669.0,10610.0,509.0,12764.0,1693.0,7128.0,344.0,9220.0,1287.0,4562.0,247.0,6152.0,790.0,3581.0,204.0,4594.0,219.0,1653.0,102.0,2030.0,19.0,407.0,37.0,513.0,7131.0,44735.0,2597.0,54435.0,54435.0
