district,CF_C_BPBO_DC_0_4_pc,CF_C_BPBO_DC_5_9_pc,CF_C_BPBO_DC_10_12_pc,CF_C_BPBO_DC_13_14_pc,CF_C_BPBO_DC_15_17_pc,CF_C_BPBO_DC_18_20_pc,CF_C_BPBO_DC_21_24_pc,CF_C_BPBO_Tot_pc,CF_C_FBO_DC_0_4_pc,CF_C_FBO_DC_5_9_pc,CF_C_FBO_DC_10_12_pc,CF_C_FBO_DC_13_14_pc,CF_C_FBO_DC_15_17_pc,CF_C_FBO_DC_18_20_pc,CF_C_FBO_DC_21_24_pc,CF_C_FBO_Tot_pc,CF_C_MBO_DC_0_4_pc,CF_C_MBO_DC_5_9_pc,CF_C_MBO_DC_10_12_pc,CF_C_MBO_DC_13_14_pc,CF_C_MBO_DC_15_17_pc,CF_C_MBO_DC_18_20_pc,CF_C_MBO_DC_21_24_pc,CF_C_MBO_Tot_pc,CF_C_BPBAu_DC_0_4_pc,CF_C_BPBAu_DC_5_9_pc,CF_C_BPBAu_DC_10_12_pc,CF_C_BPBAu_DC_13_14_pc,CF_C_BPBAu_DC_15_17_pc,CF_C_BPBAu_DC_18_20_pc,CF_C_BPBAu_DC_21_24_pc,CF_C_BPBAu_Tot_pc,CF_C_BP_NS_DC_0_4_pc,CF_C_BP_NS_DC_5_9_pc,CF_C_BP_NS_DC_10_12_pc,CF_C_BP_NS_DC_13_14_pc,CF_C_BP_NS_DC_15_17_pc,CF_C_BP_NS_DC_18_20_pc,CF_C_BP_NS_DC_21_24_pc,CF_C_BP_NS_Tot_pc,CF_C_Tot_DC_0_4_pc,CF_C_Tot_DC_5_9_pc,CF_C_Tot_DC_10_12_pc,CF_C_Tot_DC_13_14_pc,CF_C_Tot_DC_15_17_pc,CF_C_Tot_DC_18_20_pc,CF_C_Tot_DC_21_24_pc,CF_C_Tot_Tot_pc,One_PF_BPBO_DC_0_4_pc,One_PF_BPBO_DC_5_9_pc,One_PF_BPBO_DC_10_12_pc,One_PF_BPBO_DC_13_14_pc,One_PF_BPBO_DC_15_17_pc,One_PF_BPBO_DC_18_20_pc,One_PF_BPBO_DC_21_24_pc,One_PF_BPBO_Tot_pc,One_PF_FBO_DC_0_4_pc,One_PF_FBO_DC_5_9_pc,One_PF_FBO_DC_10_12_pc,One_PF_FBO_DC_13_14_pc,One_PF_FBO_DC_15_17_pc,One_PF_FBO_DC_18_20_pc,One_PF_FBO_DC_21_24_pc,One_PF_FBO_Tot_pc,One_PF_MBO_DC_0_4_pc,One_PF_MBO_DC_5_9_pc,One_PF_MBO_DC_10_12_pc,One_PF_MBO_DC_13_14_pc,One_PF_MBO_DC_15_17_pc,One_PF_MBO_DC_18_20_pc,One_PF_MBO_DC_21_24_pc,One_PF_MBO_Tot_pc,One_PF_BPBAu_DC_0_4_pc,One_PF_BPBAu_DC_5_9_pc,One_PF_BPBAu_DC_10_12_pc,One_PF_BPBAu_DC_13_14_pc,One_PF_BPBAu_DC_15_17_pc,One_PF_BPBAu_DC_18_20_pc,One_PF_BPBAu_DC_21_24_pc,One_PF_BPBAu_Tot_pc,One_PF_BP_NS_DC_0_4_pc,One_PF_BP_NS_DC_5_9_pc,One_PF_BP_NS_DC_10_12_pc,One_PF_BP_NS_DC_13_14_pc,One_PF_BP_NS_DC_15_17_pc,One_PF_BP_NS_DC_18_20_pc,One_PF_BP_NS_DC_21_24_pc,One_PF_BP_NS_Tot_pc,One_PF_Tot_DC_0_4_pc,One_PF_Tot_DC_5_9_pc,One_PF_Tot_DC_10_12_pc,One_PF_Tot_DC_13_14_pc,One_PF_Tot_DC_15_17_pc,One_PF_Tot_DC_18_20_pc,One_PF_Tot_DC_21_24_pc,One_PF_Tot_Tot_pc,Tot_DC_0_4_pc,Tot_DC_5_9_pc,Tot_DC_10_12_pc,Tot_DC_13_14_pc,Tot_DC_15_17_pc,Tot_DC_18_20_pc,Tot_DC_21_24_pc,Tot_Tot_pc
Ringwood,0.0937,0.0937,0.0391,0.0176,0.0267,0.014,0.0066,0.3027,0.014,0.0147,0.0078,0.0056,0.007,0.0028,0.0012,0.0691,0.0212,0.0188,0.0093,0.0045,0.0046,0.0012,0.0006,0.079,0.0971,0.1027,0.0616,0.0437,0.0603,0.0314,0.0104,0.4167,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.002,0.2323,0.2345,0.1237,0.0821,0.1032,0.0575,0.0284,0.8662,0.0036,0.0063,0.0025,0.002,0.0048,0.0041,0.001,0.0389,0.0016,0.0017,0.002,0.0006,0.001,0.0012,0.0003,0.0142,0.0002,0.0008,0.0003,0.0003,0.0003,0.0002,0.0,0.0068,0.0032,0.0104,0.0072,0.0039,0.012,0.006,0.0029,0.0632,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0121,0.0278,0.0175,0.0117,0.0247,0.0158,0.007,0.1335,0.2459,0.2608,0.1456,0.0952,0.1334,0.0773,0.0371,1.0
Ripon,0.0128,0.0154,0.0052,0.002,0.0036,0.0003,0.0,0.0509,0.0042,0.0071,0.003,0.001,0.002,0.0003,0.0,0.0348,0.0078,0.0076,0.0024,0.001,0.0034,0.0,0.0,0.0317,0.1742,0.1867,0.1237,0.0767,0.0934,0.0218,0.0044,0.682,0.0008,0.0002,0.0004,0.0002,0.0,0.0,0.0,0.0024,0.2056,0.2221,0.1423,0.0901,0.1131,0.0272,0.0061,0.8059,0.0,0.0007,0.0009,0.0,0.0,0.0003,0.0,0.0045,0.0013,0.0015,0.0002,0.0,0.0003,0.0,0.0,0.0089,0.0004,0.0011,0.0003,0.0006,0.0006,0.0,0.0,0.0053,0.0308,0.0468,0.0292,0.0202,0.021,0.0019,0.0006,0.1729,0.0007,0.0016,0.0008,0.0,0.0,0.0,0.0,0.003,0.0353,0.0559,0.0335,0.0258,0.0241,0.0035,0.0009,0.1998,0.2435,0.2766,0.1738,0.119,0.1354,0.034,0.0074,1.0
Rowville,0.0788,0.0988,0.0516,0.0314,0.0516,0.0427,0.0283,0.3862,0.01,0.012,0.0064,0.0029,0.005,0.0018,0.002,0.0617,0.0157,0.0141,0.0063,0.003,0.0081,0.0023,0.0019,0.0709,0.0656,0.0799,0.0556,0.0392,0.0559,0.0327,0.0134,0.3466,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.1776,0.2127,0.1299,0.0893,0.1268,0.0862,0.0539,0.8768,0.0016,0.0048,0.003,0.0013,0.0044,0.0029,0.0011,0.033,0.0007,0.0014,0.0011,0.0002,0.0004,0.0004,0.0,0.0099,0.0,0.0004,0.0007,0.0,0.0008,0.0003,0.0006,0.0096,0.0053,0.0117,0.0079,0.0067,0.0118,0.0026,0.0013,0.0643,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0007,0.0113,0.0224,0.02,0.0137,0.025,0.012,0.0057,0.1253,0.1919,0.2393,0.149,0.1045,0.1533,0.1011,0.0627,1.0
Sandringham,0.0389,0.0423,0.0287,0.0165,0.0218,0.0165,0.0048,0.1891,0.0207,0.0287,0.0152,0.0112,0.0123,0.0083,0.0022,0.1093,0.0217,0.0258,0.0165,0.0086,0.0122,0.0048,0.003,0.1083,0.0893,0.1068,0.0738,0.0502,0.0723,0.0445,0.0227,0.4634,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.1785,0.2088,0.139,0.0936,0.1281,0.083,0.0449,0.8725,0.0007,0.0031,0.002,0.0021,0.0032,0.0023,0.0007,0.0252,0.0011,0.0039,0.0018,0.002,0.0024,0.0005,0.0003,0.0189,0.0,0.0014,0.001,0.0007,0.0009,0.001,0.0005,0.0109,0.0034,0.0099,0.0066,0.0048,0.0102,0.0069,0.0016,0.0645,0.0001,0.0,0.0002,0.0,0.0,0.0,0.0,0.0008,0.0093,0.0228,0.0186,0.0132,0.0267,0.0175,0.0054,0.1276,0.1896,0.2317,0.1593,0.1087,0.1552,0.1019,0.0484,1.0
Shepparton,0.0563,0.0565,0.0317,0.0148,0.0211,0.0062,0.0025,0.2039,0.0069,0.0057,0.0013,0.0016,0.0014,0.0,0.0,0.0261,0.0091,0.006,0.0015,0.0012,0.001,0.0,0.0,0.029,0.1338,0.133,0.0849,0.0572,0.068,0.0168,0.0026,0.502,0.0004,0.0007,0.0001,0.0,0.0,0.0,0.0,0.0031,0.2114,0.2097,0.1255,0.0834,0.101,0.0269,0.0062,0.7682,0.0025,0.0043,0.0023,0.0006,0.0025,0.0007,0.0002,0.0213,0.0012,0.0023,0.0009,0.0003,0.0002,0.0,0.0,0.0105,0.0009,0.0007,0.0004,0.0004,0.0002,0.0,0.0,0.005,0.0318,0.0503,0.0333,0.0235,0.0255,0.0027,0.0004,0.181,0.0008,0.0014,0.0003,0.0,0.0006,0.0,0.0,0.0049,0.0408,0.0648,0.0421,0.028,0.034,0.0054,0.0009,0.2253,0.2543,0.2765,0.1681,0.1165,0.1361,0.0349,0.009,1.0
South Barwon,0.0387,0.0385,0.0158,0.0088,0.0125,0.0055,0.0021,0.135,0.0177,0.0162,0.0065,0.0026,0.0048,0.0018,0.0016,0.0649,0.0158,0.0168,0.0072,0.0028,0.0054,0.0021,0.0002,0.0625,0.1756,0.1605,0.0834,0.0514,0.0655,0.0265,0.0081,0.5787,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2529,0.2398,0.1204,0.0737,0.0963,0.0412,0.0158,0.8458,0.0008,0.0011,0.0005,0.0002,0.0005,0.0,0.0002,0.0076,0.0009,0.0028,0.0016,0.0012,0.0004,0.0,0.0,0.0159,0.0006,0.0012,0.0002,0.0,0.0002,0.0002,0.0002,0.0084,0.0138,0.0292,0.0174,0.0137,0.0195,0.0048,0.0013,0.1169,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0,0.0011,0.0181,0.041,0.024,0.0178,0.0276,0.0072,0.0026,0.1552,0.2749,0.2808,0.1496,0.0945,0.1255,0.0546,0.0197,1.0
South-West Coast,0.008,0.0092,0.0046,0.0033,0.0028,0.0002,0.0,0.0448,0.0067,0.0091,0.0042,0.002,0.0019,0.0002,0.0,0.0393,0.0068,0.0105,0.0034,0.0016,0.002,0.0,0.0,0.0378,0.1696,0.1786,0.1088,0.0817,0.0928,0.0177,0.0041,0.6673,0.0004,0.0,0.0004,0.0003,0.0,0.0,0.0,0.0028,0.1984,0.2127,0.1354,0.0979,0.1108,0.023,0.0047,0.7892,0.0,0.0006,0.0006,0.0004,0.0012,0.0,0.0,0.0059,0.0008,0.0035,0.0016,0.0008,0.0003,0.0,0.0,0.0128,0.0006,0.0005,0.0008,0.0013,0.0002,0.0,0.0,0.008,0.027,0.044,0.0313,0.0209,0.0219,0.0031,0.0004,0.1686,0.0002,0.0003,0.0004,0.0,0.0,0.0,0.0,0.0022,0.0328,0.0563,0.0392,0.0247,0.0323,0.0036,0.0004,0.205,0.2337,0.2692,0.1763,0.125,0.1454,0.0308,0.0063,1.0
St Albans,0.1273,0.1323,0.0715,0.0443,0.0661,0.0504,0.031,0.5277,0.0125,0.0106,0.0029,0.0004,0.0028,0.0004,0.0009,0.0458,0.017,0.0126,0.0028,0.0011,0.0025,0.0008,0.0002,0.0553,0.0382,0.0278,0.0116,0.007,0.0098,0.0045,0.0019,0.1133,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.002,0.201,0.1905,0.1013,0.0632,0.0882,0.0622,0.037,0.7457,0.0175,0.0356,0.0231,0.019,0.0276,0.0204,0.0103,0.1676,0.0006,0.0033,0.0008,0.0003,0.0008,0.0,0.0,0.0129,0.0016,0.0054,0.0006,0.0011,0.0011,0.0003,0.0,0.018,0.0061,0.009,0.0047,0.002,0.0036,0.0008,0.0,0.04,0.0009,0.0004,0.0,0.0,0.0003,0.0,0.0,0.0048,0.032,0.0638,0.0384,0.0258,0.0387,0.0265,0.0131,0.2557,0.24,0.2491,0.1382,0.0982,0.1343,0.0904,0.0551,1.0
Sunbury,0.0366,0.0372,0.0198,0.0102,0.0158,0.0105,0.0056,0.1538,0.0183,0.016,0.0075,0.0034,0.007,0.0032,0.0003,0.0726,0.0209,0.0172,0.0054,0.0035,0.0046,0.0016,0.0002,0.0675,0.1535,0.138,0.0717,0.0468,0.0581,0.0261,0.0116,0.5114,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.2402,0.2174,0.114,0.0746,0.0951,0.0482,0.0245,0.8101,0.0008,0.0022,0.002,0.0006,0.0022,0.0004,0.0003,0.0161,0.0024,0.0059,0.002,0.0006,0.0021,0.0004,0.0,0.0193,0.0006,0.0016,0.0002,0.0011,0.0011,0.0,0.0,0.0107,0.0196,0.0326,0.0202,0.0114,0.0243,0.0051,0.0023,0.1303,0.0003,0.0004,0.0009,0.0,0.0,0.0,0.0,0.0023,0.0277,0.0478,0.0324,0.0213,0.0349,0.0092,0.0054,0.1843,0.2679,0.2644,0.146,0.1004,0.1239,0.0616,0.0326,1.0
Sydenham,0.0673,0.0853,0.051,0.0354,0.049,0.0353,0.0192,0.3517,0.0174,0.0159,0.011,0.0068,0.0125,0.0046,0.0022,0.0832,0.0131,0.0127,0.0072,0.005,0.0067,0.0025,0.0013,0.0601,0.0853,0.0816,0.0516,0.0402,0.0517,0.026,0.0101,0.3581,0.0007,0.0005,0.0001,0.0,0.0,0.0,0.0,0.0017,0.1886,0.2033,0.1299,0.0911,0.1236,0.0761,0.04,0.8568,0.0035,0.01,0.0059,0.0038,0.0067,0.0038,0.0024,0.0516,0.0009,0.0018,0.0014,0.0003,0.0012,0.0008,0.0,0.0139,0.0006,0.0014,0.0011,0.0006,0.001,0.0007,0.0,0.012,0.0064,0.0135,0.0091,0.0054,0.0094,0.0033,0.0016,0.0637,0.0004,0.0,0.0003,0.0,0.0,0.0,0.0,0.0022,0.0174,0.0323,0.0246,0.0179,0.0263,0.0118,0.0077,0.1491,0.2071,0.2374,0.1536,0.1099,0.1517,0.0924,0.0503,1.0
Tarneit,0.2051,0.1975,0.0908,0.0424,0.053,0.0303,0.0137,0.6396,0.0103,0.0099,0.0036,0.002,0.003,0.0015,0.0004,0.0432,0.0098,0.0086,0.0025,0.002,0.0028,0.0007,0.0001,0.0389,0.0301,0.0326,0.0189,0.0112,0.0173,0.0068,0.0022,0.128,0.0004,0.0007,0.0001,0.0,0.0002,0.0,0.0,0.0033,0.2608,0.2536,0.1231,0.0642,0.0804,0.0447,0.0189,0.8529,0.0107,0.0168,0.0096,0.0057,0.0081,0.0044,0.0016,0.0675,0.0011,0.002,0.0007,0.0003,0.0013,0.0003,0.0,0.0122,0.0004,0.0013,0.0004,0.0009,0.0001,0.0002,0.0001,0.0089,0.0079,0.0092,0.0062,0.0043,0.0065,0.001,0.0004,0.0487,0.0007,0.0008,0.0004,0.0001,0.0001,0.0,0.0,0.0044,0.0241,0.0377,0.0241,0.0168,0.0209,0.0076,0.0033,0.1442,0.2854,0.2915,0.149,0.0841,0.1036,0.057,0.0256,1.0
Thomastown,0.1585,0.1599,0.0721,0.0429,0.0554,0.0362,0.0188,0.5443,0.0198,0.017,0.0057,0.0035,0.004,0.0009,0.0003,0.0667,0.016,0.0137,0.0037,0.001,0.0027,0.0011,0.0005,0.0484,0.0645,0.0467,0.0178,0.0105,0.012,0.0036,0.0007,0.1672,0.0011,0.0008,0.0002,0.0,0.0002,0.0,0.0,0.0048,0.2641,0.2449,0.1122,0.0652,0.0799,0.0455,0.0232,0.839,0.0069,0.0128,0.0096,0.0072,0.0095,0.0048,0.0016,0.0673,0.0019,0.0045,0.0011,0.0006,0.0008,0.0003,0.0,0.0216,0.0012,0.0009,0.0008,0.0004,0.0005,0.0,0.0,0.0097,0.0091,0.0144,0.0078,0.0046,0.0069,0.0018,0.0007,0.059,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.003,0.0242,0.0425,0.0268,0.0178,0.0239,0.0106,0.0037,0.1658,0.2923,0.2835,0.1416,0.0833,0.1066,0.0583,0.031,1.0
Warrandyte,0.0624,0.0867,0.0464,0.0247,0.0337,0.0241,0.0143,0.3054,0.0109,0.0131,0.0055,0.0054,0.0081,0.003,0.0024,0.0649,0.012,0.0149,0.0074,0.0038,0.0057,0.0055,0.0032,0.0682,0.0691,0.1009,0.0731,0.0504,0.0754,0.0449,0.0237,0.4368,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.1636,0.2219,0.1399,0.0949,0.1322,0.0856,0.0458,0.8832,0.0009,0.0065,0.0048,0.0032,0.005,0.003,0.0027,0.0382,0.0006,0.0019,0.0017,0.0003,0.001,0.001,0.0002,0.0141,0.0004,0.0006,0.0008,0.0005,0.0016,0.0004,0.0,0.0075,0.003,0.0085,0.0054,0.0054,0.0099,0.0023,0.002,0.0537,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0057,0.021,0.0166,0.0122,0.0231,0.0122,0.0065,0.1178,0.173,0.2483,0.1602,0.1094,0.1563,0.0982,0.0553,1.0
Wendouree,0.0232,0.0253,0.0127,0.0041,0.0075,0.002,0.0009,0.0854,0.0086,0.0092,0.0029,0.0026,0.0039,0.0006,0.0,0.0367,0.0102,0.0062,0.0038,0.0032,0.0021,0.0002,0.0,0.0383,0.1494,0.1454,0.0901,0.06,0.0721,0.0236,0.0067,0.5535,0.0003,0.0002,0.0004,0.0,0.0,0.0,0.0,0.0016,0.2034,0.194,0.1141,0.076,0.0938,0.0284,0.0099,0.7256,0.0002,0.0022,0.0019,0.0002,0.001,0.0,0.0,0.0111,0.0008,0.0031,0.0017,0.0008,0.0004,0.0,0.0,0.0153,0.0006,0.0018,0.0007,0.0002,0.0011,0.0,0.0,0.0088,0.0475,0.0566,0.0418,0.0277,0.0347,0.0039,0.0011,0.2302,0.0002,0.0011,0.0002,0.0005,0.0,0.0,0.0,0.0043,0.0536,0.0744,0.0524,0.0354,0.0396,0.0071,0.0011,0.2749,0.2583,0.2676,0.1672,0.1151,0.1396,0.0415,0.0151,1.0
Werribee,0.1574,0.1374,0.0634,0.0282,0.0381,0.0161,0.0084,0.4576,0.0127,0.012,0.0041,0.0016,0.0033,0.0006,0.0002,0.0451,0.0111,0.0088,0.0036,0.0013,0.0026,0.0007,0.0003,0.0444,0.0706,0.0624,0.0394,0.0229,0.0296,0.0093,0.0045,0.2459,0.0005,0.0005,0.0001,0.0,0.0,0.0,0.0,0.0025,0.2573,0.2264,0.1153,0.0649,0.0766,0.0326,0.0178,0.7984,0.0098,0.015,0.0094,0.0053,0.0069,0.0028,0.0014,0.0668,0.0024,0.0027,0.0019,0.0008,0.0009,0.0,0.0003,0.0198,0.0013,0.0014,0.0003,0.0005,0.0014,0.0,0.0,0.0113,0.0175,0.0259,0.0127,0.0097,0.0115,0.0025,0.0002,0.0952,0.0009,0.001,0.0006,0.0,0.0,0.0,0.0,0.004,0.0397,0.0555,0.0329,0.0223,0.0271,0.0094,0.0042,0.2041,0.298,0.2821,0.1506,0.0919,0.109,0.0471,0.0249,1.0
Williamstown,0.0494,0.0499,0.0217,0.0133,0.0132,0.0074,0.0049,0.1705,0.0327,0.0289,0.0158,0.0073,0.0141,0.0045,0.0009,0.1169,0.0362,0.0293,0.0124,0.0054,0.0058,0.0034,0.0002,0.1084,0.1258,0.1213,0.0674,0.0402,0.0485,0.0268,0.0161,0.456,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.001,0.2441,0.2349,0.1293,0.0748,0.0937,0.0535,0.0281,0.8598,0.0025,0.0045,0.003,0.0014,0.0019,0.0016,0.0004,0.0276,0.0025,0.0045,0.0032,0.0012,0.0014,0.0008,0.0,0.0242,0.0016,0.0012,0.001,0.0003,0.0006,0.0002,0.0,0.0126,0.0032,0.0147,0.01,0.008,0.0093,0.003,0.0014,0.0689,0.0008,0.0009,0.0,0.0,0.0,0.0,0.0,0.0029,0.0151,0.0332,0.0233,0.018,0.0191,0.0111,0.0054,0.1416,0.2619,0.2669,0.1554,0.096,0.1142,0.0678,0.0369,1.0
Yan Yean,0.0798,0.0803,0.0333,0.0185,0.0208,0.0104,0.0053,0.2547,0.0166,0.0157,0.0073,0.0033,0.0046,0.0012,0.0001,0.0584,0.013,0.0128,0.005,0.0025,0.0038,0.0012,0.0007,0.0504,0.1315,0.142,0.0745,0.0441,0.053,0.0196,0.0069,0.479,0.0002,0.0006,0.0,0.0003,0.0,0.0,0.0,0.0015,0.244,0.2554,0.1266,0.074,0.0918,0.0386,0.0153,0.846,0.0026,0.0052,0.0028,0.0009,0.0013,0.0006,0.0001,0.0202,0.0008,0.002,0.0018,0.0008,0.0018,0.0002,0.0001,0.0137,0.0007,0.0008,0.0006,0.0002,0.001,0.0001,0.0,0.0076,0.0154,0.026,0.0186,0.0119,0.0165,0.0033,0.0007,0.1047,0.0004,0.0,0.0001,0.0,0.0,0.0,0.0,0.0021,0.0234,0.0396,0.0269,0.0188,0.0246,0.0062,0.0022,0.1522,0.2707,0.296,0.1537,0.095,0.119,0.0488,0.0218,1.0
