district,R_1_74_LT_Real_estate_agent_pc,R_1_74_LT_Ste_terr_hsg_auth_pc,R_1_74_LT_com_hou_pro_pc,R_1_74_LT_Psn_not_Sme_hhd_pc,R_1_74_LT_Other_Lld_type_pc,R_1_74_LT_Lld_type_ns_pc,R_1_74_Tot_pc,R_75_99_LT_Real_estate_agent_pc,R_75_99_LT_Ste_terr_hsg_auth_pc,R_75_99_LT_com_hou_pro_pc,R_75_99_LT_Psn_not_Sme_hhd_pc,R_75_99_LT_Other_Lld_type_pc,R_75_99_LT_Lld_type_ns_pc,R_75_99_Tot_pc,R_100_149_LT_Real_eSte_agent_pc,R_100_149_LT_St_ter_hsg_aut_pc,R_100_149_LT_com_hou_pro_pc,R_100_149_LT_Psn_not_Sme_hhd_pc,R_100_149_LT_Other_Lld_type_pc,R_100_149_LT_Lld_type_ns_pc,R_100_149_Tot_pc,R_150_199_LT_Real_eSte_agent_pc,R_150_199_LT_Ste_ter_hsg_aut_pc,R_150_199_LT_com_hou_pro_pc,R_150_199_LT_Psn_not_Sme_hhd_pc,R_150_199_LT_Other_Lld_type_pc,R_150_199_LT_Lld_type_ns_pc,R_150_199_Tot_pc,R_200_224_LT_Real_eSte_agent_pc,R_200_224_LT_Ste_ter_hsg_aut_pc,R_200_224_LT_com_hou_pro_pc,R_200_224_LT_Psn_not_Sme_hhd_pc,R_200_224_LT_Other_Lld_type_pc,R_200_224_LT_Lld_type_ns_pc,R_200_224_Tot_pc,R_225_274_LT_Real_eSte_agent_pc,R_225_274_LT_Ste_ter_hsg_aut_pc,R_225_274_LT_com_hou_pro_pc,R_225_274_LT_Psn_not_Sme_hhd_pc,R_225_274_LT_Other_Lld_type_pc,R_225_274_LT_Lld_type_ns_pc,R_225_274_Tot_pc,R_275_349_LT_Real_eSte_agent_pc,R_275_349_LT_Ste_ter_hsg_aut_pc,R_275_349_LT_com_hou_pro_pc,R_275_349_LT_Psn_not_Sme_hhd_pc,R_275_349_LT_Other_Lld_type_pc,R_275_349_LT_Lld_type_ns_pc,R_275_349_Tot_pc,R_350_449_LT_Real_eSte_agent_pc,R_350_449_LT_Ste_ter_hsg_aut_pc,R_350_449_LT_com_hou_pro_pc,R_350_449_LT_Psn_not_Sme_hhd_pc,R_350_449_LT_Other_Lld_type_pc,R_350_449_LT_Lld_type_ns_pc,R_350_449_Tot_pc,R_450_549_LT_Real_eSte_agent_pc,R_450_549_LT_Ste_ter_hsg_aut_pc,R_450_549_LT_com_hou_pro_pc,R_450_549_LT_Psn_not_Sme_hhd_pc,R_450_549_LT_Other_Lld_type_pc,R_450_549_LT_Lld_type_ns_pc,R_450_549_Tot_pc,R_550_649_LT_Real_eSte_agent_pc,R_550_649_LT_Ste_ter_hsg_aut_pc,R_550_649_LT_com_hou_pro_pc,R_550_649_LT_Psn_not_Sme_hhd_pc,R_550_649_LT_Other_Lld_type_pc,R_550_649_LT_Lld_type_ns_pc,R_550_649_Tot_pc,R_650_749_LT_Real_eSte_agent_pc,R_650_749_LT_Ste_ter_hsg_aut_pc,R_650_749_LT_com_hou_pro_pc,R_650_749_LT_Psn_not_Sme_hhd_pc,R_650_749_LT_Other_Lld_type_pc,R_650_749_LT_Lld_type_ns_pc,R_650_749_Tot_pc,R_750_849_LT_Real_eSte_agent_pc,R_750_849_LT_Ste_ter_hsg_aut_pc,R_750_849_LT_com_hou_pro_pc,R_750_849_LT_Psn_not_Sme_hhd_pc,R_750_849_LT_Other_Lld_type_pc,R_750_849_LT_Lld_type_ns_pc,R_750_849_Tot_pc,R_850_949_LT_Real_estat_agent_pc,R_850_949_LT_Ste_ter_hsg_aut_pc,R_850_949_LT_com_hou_pro_pc,R_850_949_LT_Psn_not_Sme_hhd_pc,R_850_949_LT_Other_Lld_type_pc,R_850_949_LT_Lld_type_ns_pc,R_850_949_Tot_pc,R_950_over_LT_Real_eSte_agent_pc,R_950_over_LT_Ste_ter_hsg_aut_pc,R_950_ovr_LT_com_hou_pro_pc,R_950_over_LT_Psn_not_Sme_hhd_pc,R_950_over_LT_Other_Lld_type_pc,R_950_over_LT_Lld_type_ns_pc,R_950_over_Tot_pc,Rent_ns_LT_Real_eSte_agent_pc,Rent_ns_LT_Ste_ter_hsg_auth_pc,Rent_ns_LT_com_hou_pro_pc,Rent_ns_LT_Psn_not_Sme_hhd_pc,Rent_ns_LT_Other_Lld_type_pc,Rent_ns_LT_Lld_type_ns_pc,Rent_ns_Tot_pc,Tot_LT_Real_eSte_agent_pc,Tot_LT_Ste_ter_hsg_auth_pc,Tot_LT_com_hou_pro_pc,Tot_LT_Psn_not_Sme_hhd_pc,Tot_LT_Other_Lld_type_pc,Tot_LT_Lld_type_ns_pc,Tot_Tot_pc,Tot_Tot_total
Nepean,0.0,0.0,0.0,0.0022,0.0006,0.0,0.0022,0.0,0.0007,0.0,0.0,0.0,0.0,0.0015,0.0,0.0126,0.0006,0.003,0.0018,0.0,0.0248,0.0007,0.0028,0.0007,0.0052,0.0018,0.0,0.022,0.003,0.0006,0.0015,0.0057,0.0009,0.0,0.0139,0.0222,0.0013,0.0,0.0161,0.0,0.0,0.0573,0.164,0.0,0.0013,0.0405,0.005,0.0,0.2211,0.2882,0.0,0.0,0.0329,0.0,0.0,0.3412,0.1055,0.0,0.0,0.0107,0.0,0.0,0.133,0.0392,0.0,0.0,0.0011,0.0,0.0,0.0467,0.0176,0.0,0.0,0.0,0.0,0.0,0.0203,0.0026,0.0,0.0,0.0,0.0,0.0,0.0037,0.0028,0.0,0.0,0.0,0.0,0.0,0.0028,0.0061,0.0,0.0,0.0007,0.0,0.0,0.0081,0.0041,0.0006,0.0,0.0113,0.0011,0.0006,0.0301,0.7151,0.0307,0.0055,0.2021,0.0214,0.0026,1.0,5413.0
Niddrie,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0091,0.0008,0.0,0.0002,0.0,0.0117,0.001,0.0034,0.0018,0.002,0.0,0.0,0.0101,0.0,0.0018,0.0,0.0024,0.001,0.0,0.0059,0.0055,0.001,0.0,0.0043,0.001,0.0,0.0182,0.0905,0.0,0.0,0.0253,0.0,0.0,0.1232,0.342,0.0,0.0,0.0413,0.0006,0.0,0.4015,0.191,0.0,0.0,0.0164,0.0,0.0,0.2163,0.0688,0.0,0.0,0.0006,0.0,0.0,0.0712,0.0231,0.0,0.0,0.0,0.0,0.0,0.0231,0.0067,0.0,0.0,0.0,0.0,0.0,0.0077,0.0036,0.0,0.0,0.0,0.0,0.0,0.0028,0.0034,0.0,0.0,0.0,0.0,0.0,0.0036,0.0071,0.0022,0.0,0.0036,0.0,0.0,0.0255,0.8011,0.0293,0.003,0.1473,0.0055,0.0006,1.0,5058.0
Northcote,0.0,0.002,0.0004,0.0,0.0,0.0,0.0028,0.0,0.0039,0.0016,0.0,0.0,0.0,0.0053,0.0,0.0299,0.002,0.0006,0.0,0.0,0.0394,0.002,0.0066,0.0019,0.0026,0.0007,0.0,0.0184,0.0057,0.0022,0.0007,0.0014,0.0,0.0,0.0173,0.0393,0.0026,0.0007,0.004,0.0,0.0,0.0519,0.1391,0.0017,0.0013,0.0158,0.0,0.0,0.1638,0.1926,0.002,0.0004,0.0248,0.0003,0.0,0.2262,0.1456,0.0,0.0,0.0157,0.0,0.0,0.1669,0.1083,0.0,0.0,0.0092,0.0,0.0,0.1223,0.0589,0.0,0.0,0.0047,0.0,0.0,0.0676,0.0283,0.0,0.0,0.0003,0.0,0.0,0.0339,0.0106,0.0,0.0,0.0,0.0,0.0,0.0119,0.0121,0.0,0.0,0.0,0.0,0.0,0.0153,0.0047,0.0051,0.0004,0.0039,0.0002,0.0003,0.0258,0.7739,0.0685,0.0162,0.1226,0.0043,0.0006,1.0,10891.0
Oakleigh,0.0002,0.0006,0.0,0.0002,0.0,0.0,0.004,0.0,0.0013,0.0,0.0,0.0,0.0,0.0014,0.0016,0.0137,0.0008,0.0031,0.0,0.0,0.0243,0.0054,0.0021,0.0009,0.0066,0.001,0.0,0.0246,0.005,0.0013,0.0009,0.0029,0.0004,0.0,0.0159,0.0352,0.0006,0.0011,0.0053,0.0004,0.0,0.0487,0.1276,0.0006,0.0004,0.0129,0.0006,0.0,0.1534,0.2886,0.0006,0.0002,0.0257,0.0016,0.0,0.3255,0.1754,0.0,0.0,0.0139,0.0002,0.0,0.2027,0.0763,0.0,0.0,0.0024,0.0,0.0,0.0857,0.0286,0.0,0.0,0.0006,0.0,0.0,0.0356,0.0089,0.0,0.0,0.0002,0.0,0.0,0.0109,0.0018,0.0,0.0,0.0,0.0,0.0,0.002,0.0026,0.0,0.0,0.0008,0.0,0.0,0.0053,0.0074,0.0006,0.0,0.0065,0.0004,0.0002,0.0276,0.7984,0.0338,0.0087,0.133,0.0122,0.0005,1.0,13989.0
Ovens Valley,0.0,0.0045,0.0006,0.0,0.0011,0.0,0.0075,0.0,0.0024,0.0007,0.0006,0.0,0.0,0.0045,0.0039,0.0474,0.0043,0.0066,0.0026,0.0,0.0841,0.0354,0.0214,0.0073,0.0283,0.0041,0.0,0.1154,0.0341,0.0064,0.0011,0.027,0.0006,0.0,0.0908,0.1212,0.0081,0.0013,0.0421,0.0006,0.0,0.1879,0.1483,0.0006,0.0007,0.0371,0.0015,0.0,0.2135,0.1298,0.0,0.0,0.0169,0.0,0.0,0.1656,0.0195,0.0,0.0,0.0019,0.0,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0045,0.0084,0.0006,0.0069,0.0021,0.0,0.035,0.5563,0.1158,0.02,0.2485,0.0335,0.0,1.0,5339.0
Pakenham,0.0,0.0008,0.0,0.0,0.0,0.0,0.0023,0.0,0.0004,0.0,0.0,0.0,0.0,0.0012,0.0004,0.0052,0.0,0.0012,0.0004,0.0,0.0111,0.0008,0.0031,0.0,0.0028,0.0009,0.0,0.0121,0.0,0.0009,0.0,0.0019,0.0,0.0,0.0068,0.0079,0.0,0.0023,0.0065,0.0025,0.0,0.0237,0.2185,0.0008,0.0,0.0275,0.0004,0.0,0.2528,0.5113,0.0,0.0,0.0339,0.0009,0.0,0.5592,0.0444,0.0,0.0,0.0012,0.0,0.0,0.0475,0.0045,0.0,0.0,0.0,0.0,0.0,0.0051,0.0007,0.0,0.0,0.0,0.0,0.0,0.0011,0.0004,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0013,0.0153,0.0004,0.0,0.0029,0.0005,0.0,0.0251,0.8398,0.0196,0.0036,0.1103,0.0087,0.0012,1.0,7497.0
Pascoe Vale,0.0,0.0013,0.0,0.0,0.0,0.0,0.0024,0.0,0.0017,0.0,0.0,0.0,0.0,0.002,0.0,0.0225,0.0,0.0005,0.0,0.0,0.0262,0.0038,0.0051,0.0004,0.0034,0.0,0.0,0.0169,0.0031,0.0013,0.0003,0.0027,0.0,0.0,0.012,0.0167,0.0035,0.0014,0.0035,0.0,0.0,0.0298,0.1201,0.0003,0.0,0.0207,0.0,0.0,0.1504,0.3078,0.0017,0.0,0.0247,0.0009,0.0,0.3527,0.1737,0.0,0.0,0.0176,0.0,0.0,0.1996,0.0778,0.0,0.0,0.0058,0.0,0.0,0.0851,0.0258,0.0,0.0,0.0011,0.0,0.0,0.0297,0.003,0.0,0.0,0.0004,0.0,0.0,0.0045,0.0013,0.0009,0.0,0.0004,0.0,0.0,0.0026,0.0029,0.0,0.0,0.0,0.0,0.0,0.0041,0.0097,0.0026,0.0,0.0033,0.0003,0.0003,0.0282,0.7833,0.0542,0.0087,0.1304,0.0054,0.0013,1.0,9297.0
Point Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.001,0.0,0.0037,0.0004,0.0017,0.0,0.0,0.007,0.0,0.0011,0.0007,0.0012,0.0,0.0,0.0049,0.0,0.0009,0.0,0.0008,0.0,0.0,0.0058,0.0034,0.0009,0.0,0.0019,0.0029,0.0,0.0156,0.1021,0.0,0.0,0.0133,0.0032,0.0003,0.1249,0.5433,0.0003,0.0,0.0194,0.0003,0.0,0.5813,0.1328,0.0,0.0,0.0029,0.0,0.0,0.1401,0.0264,0.0,0.0,0.0003,0.0,0.0,0.0284,0.0029,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0004,0.0011,0.0,0.0,0.0,0.0,0.0,0.0016,0.0106,0.0,0.0,0.0029,0.0004,0.0,0.0315,0.8586,0.02,0.0015,0.0817,0.0149,0.0011,1.0,8951.0
Polwarth,0.0,0.0006,0.0,0.0008,0.0029,0.0,0.0049,0.0,0.0014,0.0,0.0,0.0006,0.0,0.0035,0.0047,0.0262,0.0014,0.017,0.0065,0.0,0.0762,0.0102,0.0082,0.0016,0.0225,0.0016,0.0,0.0573,0.0162,0.0029,0.0,0.0301,0.0023,0.0,0.062,0.0594,0.0074,0.0012,0.0393,0.0033,0.0014,0.1286,0.1009,0.0,0.0,0.0377,0.0022,0.0,0.1488,0.1079,0.0,0.0,0.0295,0.001,0.0,0.1484,0.1079,0.0,0.0,0.0209,0.0006,0.0,0.1314,0.0772,0.0,0.0,0.0041,0.0,0.0,0.0835,0.0192,0.0,0.0,0.0008,0.0,0.0,0.0196,0.0066,0.0,0.0,0.0,0.0,0.0,0.007,0.0008,0.0,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0006,0.0,0.0,0.0014,0.0033,0.0049,0.0,0.0119,0.0088,0.0,0.0475,0.5582,0.0704,0.0119,0.279,0.0514,0.0035,1.0,5115.0
Prahran,0.0,0.0019,0.0,0.0001,0.0,0.0,0.0024,0.0,0.0036,0.0,0.0,0.0,0.0,0.004,0.0006,0.0228,0.0003,0.001,0.0,0.0,0.0275,0.0009,0.0072,0.0022,0.002,0.0,0.0,0.0139,0.004,0.0022,0.0006,0.0015,0.0,0.0,0.0117,0.0272,0.0043,0.0012,0.0048,0.0,0.0,0.0421,0.1348,0.0023,0.0009,0.0148,0.0,0.0,0.1582,0.2564,0.0013,0.0003,0.0224,0.0002,0.0,0.283,0.1778,0.0006,0.0,0.0166,0.0,0.0,0.2001,0.0888,0.0,0.0,0.0064,0.0,0.0,0.0967,0.0461,0.0,0.0,0.0032,0.0,0.0,0.0504,0.0225,0.0,0.0,0.0019,0.0,0.0,0.0271,0.0125,0.0,0.0,0.0003,0.0,0.0,0.0146,0.024,0.0,0.0,0.0018,0.0,0.0,0.0274,0.0068,0.0045,0.0002,0.003,0.0006,0.0001,0.0207,0.8201,0.0528,0.0079,0.1093,0.0028,0.0003,1.0,21762.0
Preston,0.0,0.0051,0.0006,0.0,0.0,0.0004,0.0066,0.0,0.004,0.0003,0.0,0.0,0.0,0.0054,0.0,0.0492,0.001,0.0024,0.0004,0.0,0.058,0.0025,0.0153,0.0009,0.0051,0.0,0.0,0.0317,0.0055,0.0057,0.002,0.0025,0.0005,0.0,0.024,0.0215,0.0059,0.0006,0.0052,0.0008,0.0,0.0421,0.1599,0.0051,0.0003,0.0241,0.0004,0.0,0.2042,0.3271,0.0064,0.0003,0.0314,0.0019,0.0,0.3742,0.1208,0.0,0.0,0.0077,0.0,0.0,0.1392,0.0303,0.0,0.0,0.0023,0.0,0.0,0.0383,0.0061,0.0,0.0,0.0,0.0,0.0,0.0084,0.0023,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0027,0.009,0.0085,0.0004,0.0029,0.0004,0.0005,0.0313,0.7103,0.1177,0.0115,0.1251,0.0148,0.003,1.0,11071.0
Richmond,0.0,0.0042,0.0,0.0,0.0,0.0,0.0047,0.0,0.0138,0.0,0.0,0.0,0.0,0.0143,0.0002,0.05,0.0035,0.0003,0.0002,0.0002,0.0592,0.0005,0.0256,0.0044,0.0019,0.0,0.0002,0.0362,0.0003,0.0107,0.0031,0.0012,0.0,0.0,0.0204,0.0113,0.0105,0.0023,0.0032,0.0002,0.0,0.0331,0.0672,0.0091,0.0005,0.0125,0.0,0.0,0.0929,0.1782,0.0058,0.0003,0.0191,0.0,0.0,0.2051,0.1483,0.0017,0.0,0.0178,0.0,0.0,0.1718,0.1151,0.0,0.0,0.0122,0.0,0.0,0.1313,0.0678,0.0,0.0,0.0074,0.0,0.0,0.0806,0.0418,0.0,0.0,0.0062,0.0,0.0,0.0505,0.0202,0.0,0.0,0.0012,0.0,0.0,0.0229,0.0268,0.0,0.0,0.0023,0.0,0.0,0.0326,0.0073,0.0068,0.0002,0.0023,0.0005,0.0,0.0242,0.707,0.1478,0.0186,0.1171,0.0019,0.0008,1.0,17169.0
Ringwood,0.0,0.0018,0.0,0.0,0.0,0.0,0.0023,0.0,0.0014,0.0018,0.0,0.0,0.0,0.0047,0.0003,0.0236,0.0009,0.0015,0.0,0.0,0.0335,0.0018,0.0063,0.0064,0.0029,0.0,0.0003,0.0241,0.0006,0.0007,0.0009,0.0035,0.0,0.0,0.0093,0.0078,0.0009,0.0014,0.0037,0.0,0.0,0.0215,0.1141,0.001,0.001,0.0228,0.0006,0.0,0.1515,0.3742,0.0005,0.0005,0.0342,0.0008,0.0,0.4251,0.1628,0.0,0.0,0.0081,0.0,0.0,0.1784,0.0503,0.0,0.0,0.0003,0.0,0.0,0.0541,0.007,0.0,0.0,0.0,0.0,0.0,0.009,0.0016,0.0,0.0,0.0,0.0,0.0,0.0023,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0026,0.0,0.0,0.0003,0.0,0.0,0.0037,0.0053,0.0029,0.0003,0.0022,0.0003,0.001,0.0265,0.7655,0.0545,0.0212,0.1334,0.0074,0.0024,1.0,8755.0
Ripon,0.0,0.0009,0.0,0.0019,0.0009,0.0,0.0054,0.0,0.0056,0.0019,0.0014,0.0,0.0,0.0143,0.0042,0.0361,0.0056,0.0253,0.007,0.0,0.1044,0.0267,0.0136,0.0044,0.0372,0.0044,0.0,0.107,0.0302,0.0049,0.0007,0.0438,0.0007,0.0,0.0997,0.1257,0.0049,0.0009,0.0412,0.0,0.0,0.192,0.1189,0.0007,0.0,0.0323,0.0012,0.0,0.1819,0.1161,0.0,0.0,0.0103,0.0,0.0,0.1381,0.0129,0.0,0.0,0.0026,0.0,0.0,0.0176,0.0023,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0009,0.0108,0.0012,0.0,0.0421,0.5034,0.0873,0.0206,0.3156,0.0403,0.0023,1.0,4271.0
Rowville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0019,0.0,0.017,0.0,0.0022,0.0012,0.0,0.0241,0.0,0.0092,0.0,0.0015,0.0,0.0,0.0136,0.0,0.001,0.0,0.0007,0.0,0.0,0.0056,0.0,0.0022,0.0,0.0024,0.0007,0.0,0.0075,0.0214,0.0007,0.0,0.0119,0.0,0.0,0.0539,0.3163,0.0046,0.0,0.0282,0.0,0.0,0.3797,0.293,0.0,0.0,0.0155,0.0,0.0,0.3166,0.0773,0.0,0.0,0.001,0.0,0.0,0.0809,0.0165,0.0,0.0,0.0,0.0,0.0,0.0185,0.0024,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0012,0.0049,0.0007,0.0,0.016,0.7954,0.0586,0.0058,0.1239,0.0095,0.0,1.0,4116.0
Sandringham,0.0,0.005,0.0,0.0005,0.0,0.0,0.0066,0.0,0.005,0.0,0.0,0.0,0.0,0.0053,0.0,0.0292,0.0011,0.0,0.0,0.0,0.0356,0.0,0.0104,0.0022,0.0029,0.0,0.0,0.017,0.0,0.0056,0.0013,0.0006,0.0,0.0,0.0103,0.0148,0.0034,0.0026,0.0034,0.0,0.0,0.027,0.086,0.0026,0.0006,0.0146,0.0011,0.0,0.112,0.235,0.0022,0.0,0.0287,0.0,0.0,0.2624,0.1459,0.0,0.0,0.0133,0.0005,0.0,0.1692,0.0833,0.0,0.0,0.0042,0.0,0.0,0.0852,0.0512,0.0,0.0,0.0006,0.0,0.0,0.0536,0.039,0.0,0.0,0.0029,0.0,0.0,0.047,0.0286,0.0,0.0,0.0006,0.0,0.0,0.0303,0.0446,0.0,0.0,0.0005,0.0,0.0,0.0538,0.0048,0.0029,0.001,0.0019,0.0005,0.0,0.021,0.7614,0.0753,0.0119,0.1318,0.0035,0.0,1.0,6231.0
Shepparton,0.0,0.0019,0.0,0.0005,0.0,0.0,0.0054,0.0,0.0026,0.0,0.0,0.0,0.0,0.0044,0.0066,0.0406,0.002,0.0152,0.0048,0.0005,0.0828,0.0438,0.021,0.007,0.0183,0.0048,0.0,0.1156,0.0446,0.0117,0.0028,0.023,0.0031,0.0,0.1037,0.1344,0.0087,0.0017,0.0402,0.0051,0.0,0.199,0.167,0.0031,0.0034,0.0396,0.0047,0.0009,0.2346,0.1012,0.0004,0.0,0.0192,0.0031,0.0,0.1407,0.0224,0.0,0.0,0.0021,0.0015,0.0,0.0278,0.0,0.0,0.0,0.0,0.0007,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0031,0.0,0.003,0.0031,0.0004,0.0375,0.565,0.1209,0.0254,0.215,0.0525,0.0075,1.0,7442.0
South Barwon,0.0,0.0009,0.0,0.0,0.0,0.0,0.0009,0.0,0.0015,0.0,0.0,0.0,0.0,0.0025,0.0006,0.0124,0.0006,0.0021,0.0005,0.0,0.0234,0.0055,0.0066,0.0078,0.0064,0.0,0.0008,0.0293,0.0052,0.0015,0.0006,0.0046,0.002,0.0,0.0152,0.0176,0.0026,0.0034,0.0067,0.0014,0.0,0.0398,0.1007,0.0012,0.0028,0.0267,0.0009,0.0,0.1475,0.3937,0.0012,0.0026,0.0334,0.0015,0.0,0.4434,0.1549,0.0008,0.0006,0.0037,0.0,0.0,0.1691,0.021,0.0,0.0,0.0008,0.0,0.0,0.0262,0.0049,0.0,0.0,0.0011,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0005,0.0,0.0,0.0009,0.006,0.0015,0.0006,0.0029,0.0002,0.0011,0.0199,0.7587,0.0455,0.0199,0.152,0.0106,0.0021,1.0,6527.0
South-West Coast,0.0,0.0039,0.0,0.0005,0.0006,0.0,0.0083,0.0006,0.005,0.0,0.0,0.0,0.0,0.0066,0.0084,0.0469,0.0042,0.0088,0.0016,0.0,0.0897,0.0227,0.0203,0.0041,0.0244,0.0034,0.0006,0.0937,0.0354,0.0116,0.0,0.0261,0.0016,0.0,0.0853,0.0889,0.0102,0.0036,0.03,0.0031,0.0,0.1494,0.1579,0.0014,0.0014,0.0466,0.0017,0.0,0.2194,0.1483,0.0,0.0022,0.0241,0.0016,0.0,0.1879,0.0269,0.0,0.0,0.0016,0.0,0.0,0.0349,0.0033,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0083,0.0008,0.0028,0.0077,0.0006,0.0358,0.5425,0.1332,0.0196,0.2419,0.0419,0.0031,1.0,6391.0
St Albans,0.0,0.002,0.0,0.0,0.0,0.0,0.0036,0.0004,0.001,0.0,0.0,0.0,0.0,0.0024,0.0007,0.0243,0.0,0.0043,0.0,0.0,0.0361,0.0004,0.0093,0.0024,0.0096,0.001,0.0,0.0347,0.0071,0.0027,0.0013,0.004,0.0023,0.0,0.0234,0.0306,0.0027,0.0013,0.0176,0.0031,0.0,0.0751,0.1878,0.0017,0.001,0.0838,0.0201,0.0009,0.3148,0.2648,0.0021,0.0,0.0426,0.0077,0.0,0.3292,0.034,0.0,0.0,0.0036,0.0004,0.0,0.0401,0.0037,0.0,0.0,0.0004,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0004,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0037,0.0106,0.0021,0.0,0.0091,0.003,0.0,0.052,0.5852,0.076,0.0133,0.2395,0.0614,0.0014,1.0,7001.0
Sunbury,0.0,0.001,0.0,0.0,0.0,0.0,0.0012,0.0,0.0006,0.0,0.0,0.0,0.0,0.0012,0.0,0.0117,0.0006,0.0,0.0,0.0,0.0187,0.0,0.0042,0.0026,0.0048,0.0,0.0,0.0185,0.0,0.0,0.0,0.0044,0.0,0.0,0.0071,0.0169,0.0016,0.0006,0.0111,0.0,0.0,0.0391,0.17,0.0026,0.0,0.0448,0.0032,0.0,0.2315,0.4169,0.003,0.0,0.0444,0.0024,0.0,0.473,0.0954,0.0,0.0,0.0022,0.0,0.0,0.1105,0.006,0.0,0.0,0.0006,0.0,0.0,0.0087,0.0006,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0016,0.0125,0.0014,0.001,0.0044,0.0,0.0,0.0304,0.7581,0.0365,0.006,0.1661,0.0079,0.0,1.0,5040.0
Sydenham,0.0,0.0,0.0007,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0007,0.0,0.0025,0.0,0.0,0.0007,0.001,0.0007,0.0,0.0025,0.0,0.0065,0.0136,0.0,0.0,0.0,0.0246,0.0,0.0007,0.0,0.0022,0.0,0.0,0.004,0.0017,0.0,0.0,0.0037,0.0012,0.0,0.0124,0.0972,0.0,0.0,0.0258,0.0022,0.0,0.1541,0.4448,0.001,0.0,0.0518,0.0032,0.0,0.5158,0.1248,0.0,0.0,0.001,0.0,0.0,0.1424,0.004,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0022,0.0099,0.0017,0.0,0.0065,0.0007,0.0007,0.0327,0.7534,0.0129,0.0184,0.1595,0.0186,0.0017,1.0,4031.0
